"","GSE95740_enriched environment"
"11302",0.0439158279963403
"11303",0.0443317366394289
"11304",0.373153017781117
"11305",0.0510204081632653
"11306",0.0424803220573214
"11307",0.0575848732273313
"11308",0.0385073915116834
"11350",0.0450331125827815
"11352",0.0423784494086728
"11363",0.0831367924528302
"11364",0.0572453016815035
"11370",0.0568088259509304
"11409",0.102636534839925
"11416",0.0380470068822231
"11418",0.0470310036784025
"11419",0.0609048723897912
"11421",0.306552262090484
"11423",0.0671675922901013
"11426",0.0464398088800839
"11428",0.0402445236882323
"11429",0.041741357234315
"11430",0.0395387149917628
"11431",0.0445934129991256
"11432",0.0441079657669519
"11433",0.427874015748031
"11434",0.358941959396849
"11435",0.184238551650692
"11438",0.141889873543762
"11440",0.649397281354193
"11441",0.0616453067945872
"11443",0.190829918032787
"11444",0.0551889622075585
"11459",0.105104166666667
"11472",0.0982683176612978
"11474",0.220815075605988
"11475",0.119571567672834
"11477",0.0537340619307832
"11479",0.0398655139289145
"11480",0.074261736996279
"11481",0.0877169910573382
"11482",0.0815998487140696
"11484",0.105027081922817
"11486",0.381242387332521
"11487",0.0451846965699208
"11488",0.0515100818878225
"11489",0.0926299848561333
"11490",0.0542780436558889
"11491",0.0558224662548616
"11492",0.0998130452845866
"11496",0.0514440433212996
"11498",0.27141970782334
"11499",0.498860733273493
"11501",0.185550347502829
"11502",0.0379674889166761
"11504",0.0512901195720579
"11512",0.0472103004291846
"11513",0.105506282335551
"11514",0.0680825958702065
"11515",0.0521767563527653
"11516",0.183079495638812
"11517",0.0443709814387966
"11518",0.0372033354714561
"11519",0.0384789473684211
"11520",0.0964419475655431
"11522",0.314959202175884
"11532",0.047174868660877
"11534",0.0541745242585291
"11535",0.238139479126083
"11536",0.267226890756303
"11538",0.237556561085973
"11539",0.038818359375
"11540",0.153397446003468
"11541",0.115220786596621
"11542",0.272073849623
"11544",0.0437475188566892
"11545",0.0544276457883369
"11546",0.0686539357242664
"11548",0.14742252106036
"11549",0.0876328184905247
"11550",0.0602450646698434
"11551",0.076593137254902
"11552",0.33876329787234
