"","GSE95740_enriched environment"
"11302",1.5302
"11303",-2.1294
"11304",0.3993
"11305",0.3136
"11306",-1.6643
"11307",0.2327
"11308",0.8388
"11350",-0.151
"11352",-0.6088
"11363",0.1696
"11364",-0.8088
"11370",0.6073
"11409",0.1062
"11416",-1.5402
"11418",-1.903
"11419",1.0344
"11421",-0.1282
"11423",1.5305
"11426",-1.7162
"11428",0.1963
"11429",0.781
"11430",-0.2428
"11431",-1.0293
"11432",-0.3038
"11433",0.635
"11434",1.1871
"11435",0.0939
"11438",-1.0043
"11440",-0.7798
"11441",1.3967
"11443",0.3904
"11444",-0.5001
"11459",3.84
"11472",-2.1482
"11474",3.9481
"11475",-0.5135
"11477",2.745
"11479",-0.2082
"11480",-1.2631
"11481",-1.5208
"11482",1.0576
"11484",-1.1816
"11486",-0.0821
"11487",-0.9096
"11488",-1.1357
"11489",-1.5848
"11490",0.8567
"11491",-0.4371
"11492",0.9628
"11496",-0.1108
"11498",-1.7729
"11499",-1.4483
"11501",1.2374
"11502",-0.8797
"11504",-3.178
"11512",1.3048
"11513",0.5412
"11514",-0.8475
"11515",2.1408
"11516",2.2127
"11517",-3.2972
"11518",0.4677
"11519",0.0019
"11520",0.534
"11522",-1.6545
"11532",-0.9327
"11534",-1.7499
"11535",3.3367
"11536",0.0595
"11538",-0.0884
"11539",2.048
"11540",1.9029
"11541",1.4086
"11542",1.4191
"11544",-1.2595
"11545",1.1575
"11546",-1.0735
"11548",-2.5878
"11549",-0.9129
"11550",-0.5876
"11551",-0.1632
"11552",-0.6016
"11553",4.1557
"11554",-2.6133
"11555",-0.248
"11556",-1.5814
"11564",4.532e-06
"11565",1.7359
"11566",-0.279
"11567",1.3028
"11568",-1.4828
"11569",-2.3739
"11593",2.9035
"11595",3.3684
"11596",1.2749
"11600",-1.9457
"11601",2.0068
"11603",1.082
"11605",2.8282
"11606",-1.3589
"11607",0.6191
"11609",-1.2968
"11610",0.3787
"11615",-0.8967
"11622",0.9688
"11624",-1.3014
"11629",-1.1918
"11630",1.1198
"11632",0.698
"11636",1.536
"11637",2.0108
"11639",-0.5974
"11640",1.6923
"11642",0.2834
"11647",-1.957
"11651",0.1694
"11652",2.5547
"11655",0.4607
"11656",2.7044
"11658",-4.8491
"11666",2.1266
"11668",1.8692
"11669",-1.08
"11670",-0.5563
"11671",-1.171
"11674",1.5782
"11676",0.2397
"11677",0.6066
"11682",0.6857
"11684",0.3411
"11686",2.1054
"11687",-0.0537
"11688",-0.2681
"11689",0.1281
"11690",0.6021
"11692",0.2691
"11694",0.1671
"11695",0.032
"11702",0.2854
"11705",-1.0948
"11717",-0.7324
"11722",-1.5387
"11727",1.6382
"11732",-1.6583
"11733",0.4785
"11735",-0.4095
"11736",-0.5567
"11737",0.5091
"11739",-0.0913
"11740",1.118
"11744",1.97
"11745",0.3976
"11746",1.1882
"11747",-0.156
"11749",1.0583
"11750",-1.0869
"11754",-1.7761
"11757",-0.0995
"11758",-0.096
"11761",1.4559
"11764",-0.9055
"11765",-0.2103
"11766",0.3872
"11767",-0.2551
"11769",3.0335
"11771",1.3721
"11772",0.3021
"11773",0.9995
"11774",-1.0183
"11775",1.4796
"11776",0.578
"11777",0.0076
"11778",-0.9507
"11781",1.504
"11782",0.5601
"11783",-0.1506
"11784",0.3623
"11785",0.4906
"11787",-0.0033
"11789",-1.2385
"11790",0.3525
"11792",0.9949
"11793",0.2499
"11796",0.4185
"11797",-0.3284
"11798",-2.3892
"11799",0.1483
"11800",0.9303
"11803",2.6199
"11804",0.3755
"11806",1.5712
"11807",2.1078
"11810",0.5263
"11811",-2.5395
"11812",-1.2333
"11814",0.4996
"11815",0.2823
"11818",0.0345
"11819",0.5727
"11821",1.2117
"11826",0.6154
"11829",-0.7924
"11834",-0.4639
"11835",-0.9668
"11836",-0.4208
"11837",0.7428
"11838",5.1281
"11839",2.8149
"11840",-0.1816
"11841",1.6361
"11842",0.3393
"11843",-0.2898
"11844",0.9846
"11845",0.2931
"11847",1.9079
"11848",-0.5719
"11852",2.3248
"11853",0.3889
"11854",2.0724
"11855",-1.4474
"11856",0.2871
"11857",0.4219
"11858",0.4063
"11861",-2.6739
"11863",-0.8993
"11864",-0.175
"11865",1.0294
"11867",1.3032
"11876",-0.8048
"11877",-0.5586
"11878",-1.5169
"11881",-2.8116
"11883",0.5252
"11886",-0.0979
"11889",-2.5426
"11891",-0.7175
"11898",0.7949
"11899",-2.3228
"11906",-0.6487
"11907",-0.8765
"11908",-1.1971
"11909",-1.3714
"11910",4.4022
"11911",1.8291
"11920",0.2191
