"","GSE150812_enriched environment"
"11298",0.1585
"11302",-0.0583
"11303",1.4729
"11304",-0.0206
"11305",0.299
"11306",0.2321
"11307",0.2227
"11308",-1.5629
"11350",-0.0126
"11352",-0.2621
"11363",1.3432
"11364",-0.5405
"11370",-0.0315
"11409",-0.744
"11416",-0.5599
"11418",-0.5189
"11419",1.0644
"11421",0.5645
"11423",-0.0252
"11428",-2.4322
"11430",1.8326
"11431",-1.3161
"11432",-1.1262
"11433",0.2529
"11434",1.5387
"11435",-1.0191
"11438",-1.3712
"11440",-0.7326
"11441",0.5119
"11443",2.7152
"11444",-0.8329
"11459",-0.1638
"11470",-2.0147
"11471",1.4875
"11472",-1.93
"11474",1.907
"11475",0.3892
"11477",0.948
"11479",-1.3603
"11480",0.2899
"11481",0.59
"11482",-0.4214
"11484",-0.2981
"11486",-0.2129
"11487",0.6284
"11488",-1.5559
"11489",-0.5318
"11490",1.0659
"11491",1.0167
"11492",0.5561
"11496",0.6361
"11497",-0.2121
"11498",0.5319
"11499",0.1535
"11501",0.7219
"11502",-0.7313
"11504",-1.9714
"11512",0.8565
"11513",-1.4725
"11514",-0.8692
"11515",0.0316
"11516",1.1633
"11517",-0.4018
"11518",-1.6602
"11519",-1.3806
"11520",-0.3012
"11522",-0.1741
"11532",-0.9009
"11534",0.3627
"11535",-2.2811
"11536",-0.4347
"11538",2.0394
"11539",0.5607
"11540",1.5845
"11541",0.0161
"11542",-1.8749
"11544",-0.9361
"11545",-0.7687
"11546",-0.0337
"11548",-0.6813
"11549",0.1039
"11550",-1.6921
"11551",0.969
"11552",-0.7603
"11553",1.3969
"11554",-0.3475
"11555",-0.4498
"11556",0.6717
"11564",-2.8645
"11565",0.0379
"11566",1.3276
"11567",0.514
"11568",-0.1645
"11569",-0.5678
"11593",-0.194
"11595",0.3606
"11596",1.2801
"11600",0.4257
"11601",1.3649
"11603",0.1956
"11605",-0.7317
"11606",-0.1541
"11607",-2.5399
"11609",0.2868
"11610",1.1597
"11615",-1.3646
"11622",1.238
"11624",-1.0069
"11629",0.139
"11630",0.6558
"11632",1.2708
"11634",-0.4513
"11636",-0.5003
"11637",-1.798
"11639",0.7488
"11640",-1.3275
"11642",1.1726
"11647",-0.6342
"11651",-1.0209
"11652",1.092
"11655",0.3682
"11656",-0.1892
"11658",-1.731
"11666",-0.7532
"11668",0.3899
"11669",1.4441
"11670",1.2355
"11671",1.2669
"11677",-0.2359
"11682",-0.7034
"11684",0.3856
"11686",1.8124
"11687",0.4216
"11688",-0.1645
"11689",0.8664
"11690",-0.1257
"11692",-0.321
"11694",-0.0555
"11695",-1.6164
"11702",0.6242
"11705",-0.5881
"11717",2.3499
"11722",-0.4829
"11727",-0.7648
"11732",-1.3456
"11733",0.5838
"11735",1.4624
"11736",-0.287
"11737",1.0155
"11740",-0.7148
"11744",-0.142
"11745",-1.969
"11746",1.6477
"11747",-0.111
"11749",-0.8541
"11750",-0.3831
"11754",0.3275
"11757",-0.2119
"11758",1.1713
"11761",2.0268
"11764",0.9498
"11765",0.1731
"11766",0.7165
"11767",-0.0948
"11768",1.2355
"11769",1.0213
"11771",0.1052
"11772",0.1492
"11774",-0.7723
"11775",0.3562
"11776",0.1559
"11777",-0.2975
"11778",-2.3033
"11781",-0.1533
"11782",0.7278
"11783",0.613
"11784",-0.2628
"11785",-1.4204
"11787",0.993
"11790",-0.6965
"11792",-1.1205
"11793",0.3066
"11796",0.0836
"11797",1.0175
"11798",-0.2611
"11799",0.9145
"11800",-0.2222
"11806",0.7221
"11807",0.4765
"11810",-0.749
"11811",0.1158
"11812",0.7679
"11814",0.4122
"11815",0.9547
"11818",2.007
"11819",1.6861
"11821",-0.5925
"11826",0.0435
"11829",0.8232
"11834",1.3498
