"","GSE123582_F1, sedentary ; F1, sedentary "
"21354",0.0532
"21355",-0.1488
"21356",-1.0909
"21357",-2.6998
"21366",0.3485
"21367",0.3842
"21371",0.0439
"21372",0.613
"21374",0.6608
"21375",0.5611
"21376",-0.8004
"21378",-1.028
"21379",-0.2483
"21380",1.5139
"21384",0.932
"21385",2.7428
"21386",0.6358
"21387",-0.002
"21389",-2.0595
"21390",0.6966
"21391",1.0708
"21393",-0.7138
"21399",1.4348
"21400",-0.053
"21401",-0.6754
"21402",-0.0051
"21405",-1.1648
"21406",-0.1744
"21407",0.0838
"21408",0.9239
"21410",-1.1305
"21411",-0.3409
"21412",0.2487
"21413",1.0931
"21414",0.1393
"21415",-0.4493
"21416",2.6277
"21417",0.9882
"21418",-0.8031
"21419",1.8724
"21420",1.0341
"21422",-0.9295
"21423",-2.3828
"21425",-0.6097
"21427",-0.0191
"21428",-0.7295
"21429",-1.3147
"21452",-1.3902
"21453",-0.6751
"21454",1.3478
"21462",-1.7113
"21463",-1.9079
"21645",-1.8865
"21646",1.941
"21648",1.062
"21652",-0.2315
"21664",0.5269
"21665",0.5628
"21667",1.4475
"21672",-0.1669
"21673",0.0022
"21676",-0.7921
"21677",0.2296
"21678",-0.7058
"21679",-1.1247
"21681",0.1101
"21682",-0.6612
"21683",-1.3412
"21684",1.7192
"21685",-2.4589
"21687",1.9831
"21689",-1.0074
"21743",-0.5706
"21745",-0.2252
"21749",0.7395
"21750",-0.0942
"21752",0.3325
"21753",0.167
"21754",-2.917
"21761",0.5838
"21762",-1.0951
"21763",0.2877
"21766",-0.9122
"21767",-1.2925
"21769",-0.6614
"21770",-0.0429
"21771",-0.1838
"21778",1.0428
"21780",0.2988
"21781",0.042
"21787",0.8581
"21788",2.173
"21789",-0.2412
"21802",0.9013
"21803",-0.2084
"21804",0.1988
"21807",-1.0229
"21808",0.1234
"21809",1.4977
"21810",1.1481
"21812",1.6806
"21813",0.8982
"21814",-1.2488
"21815",-0.6846
"21816",1.5896
"21817",0.5208
"21818",0.7961
"21819",-0.1206
"21821",-0.7288
"21822",-0.9189
"21823",1.3715
"21824",0.2541
"21825",-0.6605
"21826",0.3949
"21827",-0.2867
"21828",-0.2588
"21830",1.3829
"21832",-0.3986
"21834",-0.4586
"21835",-0.8156
"21838",-0.8831
"21841",1.2878
"21843",0.9758
"21844",0.6355
"21846",1.1494
"21847",-0.2789
"21848",0.6088
"21849",-1.3652
"21853",0.8822
"21854",-0.5821
"21855",-1.7424
"21856",-1.4331
"21857",0.6517
"21858",0.2961
"21859",-1.1331
"21869",-1.8205
"21871",-2.2216
"21872",0.8206
"21873",0.1278
"21877",1.8427
"21881",-1.3102
"21885",-1.7569
"21886",-0.742
"21887",-0.7166
"21888",1.9759
"21892",-1.0998
"21894",-0.4397
"21897",-0.2431
"21898",1.1523
"21899",-1.6884
"21907",-0.8702
"21909",-0.273
"21915",0.1236
"21916",2.0531
"21917",1.3891
"21922",0.8648
"21923",1.5388
"21924",1.0247
"21927",-0.1457
"21928",1.0721
"21929",-0.5616
"21930",1.1881
"21933",-1.1426
"21934",2.4417
"21935",-1.3965
"21936",-0.9624
"21937",-0.043
"21938",0.6523
"21939",-0.15
"21940",-0.597
"21941",-1.5895
"21942",-0.7067
"21944",-0.6287
"21945",-0.3461
"21946",-0.4804
"21949",1.4544
"21950",0.3558
"21951",0.2115
"21952",-0.0057
"21953",-0.6144
"21954",0.6492
"21955",1.523
"21956",-0.5162
"21957",-0.1167
"21960",0.485
"21961",-1.1193
"21968",-0.4528
"21969",0.9737
"21973",-3.6419
"21974",1.5263
"21975",-1.6731
"21976",-1.109
"21981",-1.3629
"21982",0.0219
"21983",1.7351
"21985",2.7516
"21987",0.2859
"21990",0.0248
"21991",-0.4573
"22003",0.6548
"22004",0.9511
"22017",0.5889
"22018",0.3501
"22019",2.0991
"22021",-0.1985
"22022",-2.2605
"22025",2.6906
"22026",0.4397
"22027",0.5338
"22029",0.26
"22030",-1.2193
"22031",-1.2668
"22032",-2.8027
"22033",0.0449
"22034",0.7358
"22035",2.1196
"22036",-1.0608
"22038",-0.8165
"22040",-1.1288
"22041",0.4378
"22042",-0.3726
"22044",-0.1612
"22045",0.783
"22051",-0.8696
"22057",-0.5608
"22059",-0.8282
"22061",2.4609
"22062",-1.0397
"22063",1.3808
"22064",-1.7628
"22065",0.2235
"22066",-0.739
"22067",1.4632
"22068",0.4623
"22070",-0.5815
"22083",0.0297
"22084",-1.3366
"22088",-0.2599
"22092",-1.3399
"22094",0.7121
"22095",-1.1512
"22097",-0.0373
"22099",1.1073
"22110",0.7322
"22114",-1.2436
"22116",0.5756
"22117",-1.3419
"22121",-0.0634
"22122",-1.9974
"22123",-1.8001
"22127",-0.8391
"22129",1.415
"22130",0.4308
"22134",-0.355
"22137",-0.568
"22138",1.8062
"22141",-0.0932
"22142",-0.0876
"22143",-0.4861
"22145",-1.4113
"22146",-0.8664
"22151",-0.5637
"22152",0.1956
"22153",0.2104
"22154",-0.8053
"22156",-0.7944
"22158",-1.9798
"22160",-0.8532
"22163",2.7904
"22166",0.0431
"22169",2.1227
"22171",-1.6647
"22174",-0.8397
"22177",-0.589
"22178",2.2661
"22183",0.7067
"22184",-0.8161
"22185",-1.1976
"22186",-0.9605
"22187",-0.1534
"22190",-0.1351
"22192",-0.6772
"22193",1.9358
"22194",0.8251
"22195",-0.2898
"22196",-0.977
"22200",2.6349
"22201",-1.551
"22202",-0.1344
"22209",1.4493
"22210",0.3966
"22213",-1.4226
"22214",-0.1761
"22215",2.0442
"22217",-0.691
"22218",-0.2248
"22221",-0.1101
"22222",0.5217
"22223",-0.0934
"22224",0.0352
"22225",-1.1334
"22228",-1.1316
"22229",1.4222
"22230",0.8643
"22232",-0.3412
"22234",1.388
"22235",-0.7424
"22239",1.2511
"22240",3.025
"22241",-1.0716
"22245",-1.6083
"22247",-0.8954
"22248",-1.23
"22249",0.9984
"22253",0.9695
"22255",-2.7181
"22256",-0.8363
"22258",-0.0179
"22259",-0.5399
"22260",-1.803
"22262",0.178
"22268",-0.3653
"22271",-2.0292
"22272",-1.0335
"22273",-0.5785
"22275",-0.3758
"22276",1.9581
"22278",-2.2144
"22282",-1.1082
"22283",-1.6096
"22284",0.8634
"22288",0.3454
"22289",1.0034
"22290",1.1207
"22293",0.1109
"22294",-0.6591
"22295",0.6255
"22306",0.8019
"22317",1.7529
"22319",-0.4263
"22320",-0.8085
"22321",-1.6017
"22323",-0.1667
"22324",-0.4271
"22325",-0.2557
"22326",-2.774
"22327",1.8605
"22329",-0.6489
"22330",-0.5503
"22333",-0.2697
"22334",1.206
"22335",0.1194
"22337",0.9438
"22339",0.5948
"22340",-0.1633
"22341",0.1919
"22342",-1.8383
"22343",0.0355
"22344",0.2231
"22346",-0.213
"22348",-1.6709
"22349",0.0925
"22350",-2.0728
"22351",0.9438
"22352",0.6131
"22353",0.0262
"22354",0.9134
"22355",2.602
"22359",-0.3333
"22360",0.0271
"22361",1.0369
"22362",-1.3473
"22365",-0.2345
"22367",1.267
"22368",-0.6689
"22370",1.1898
"22371",-0.2621
"22375",-0.7397
"22376",-0.3803
"22377",-1.3726
"22378",-0.4044
"22379",-0.8725
"22380",0.7983
"22381",-0.2235
"22384",-0.9538
"22385",0.2026
"22388",0.0266
"22390",0.0477
"22393",-0.4323
"22401",-0.7223
"22402",0.5957
"22403",1.6486
"22404",-0.7235
"22408",0.3247
"22409",0.8931
"22410",-0.4773
"22411",-0.8342
"22412",2.2457
"22413",-0.8802
"22414",1.0996
"22415",1.4756
"22416",0.2107
"22417",1.6638
"22418",1.9311
"22419",-1.3039
"22420",1.7782
"22421",0.1476
"22422",0.0929
"22423",0.2277
"22427",1.087
"22428",-0.0346
"22431",-0.5972
"22433",0.1165
"22436",-1.8388
"22437",-1.4465
"22439",0.8475
"22441",0.163
"22445",0.5386
"22589",1.2776
"22590",1.1842
"22591",-0.9187
"22592",-0.0547
"22594",-2.3227
"22596",-0.5216
"22599",0.8908
"22601",-0.7447
"22608",-1.6494
"22612",0.6868
"22619",-0.5217
"22625",-0.979
"22626",-1.5467
"22630",-0.362
"22632",-1.5538
"22634",0.5776
"22635",2.6989
"22637",-0.2166
"22640",-1.1419
"22642",-2.0002
"22643",0.5505
"22644",0.8345
"22646",1.8062
"22648",0.6955
"22652",-2.1742
"22654",-1.9394
"22658",-0.588
"22661",0.9088
"22666",0.9611
"22668",0.5137
"22670",-1.211
"22671",-0.1789
"22673",-1.0133
"22678",1.4236
"22680",0.4193
"22682",1.9713
"22685",0.5309
"22687",0.2472
"22688",1.2834
"22689",0.7752
"22690",-0.0922
"22691",-0.4389
"22693",-0.3961
"22694",-0.4212
"22695",-0.2201
"22696",2.3178
"22697",1.0113
"22698",1.375
"22700",1.8356
"22701",-0.9962
"22704",-0.315
"22709",0.3593
"22710",-0.9117
"22712",1.6476
"22715",0.663
"22717",0.979
"22718",1.0109
"22719",-0.9842
"22720",1.8308
"22722",-0.4524
"22724",-0.6707
"22746",0.8518
"22750",1.0807
"22751",-0.0529
"22754",0.6987
"22755",0.0331
"22756",0.8498
"22757",0.1418
"22758",0.0669
"22759",2.692
"22761",-1.3731
"22762",1.7968
"22763",2.093
"22764",1.1208
"22770",0.2736
"22771",-0.7015
"22772",-1.4187
"22773",-1.6797
"22774",-0.8499
"22775",1.4791
"22776",-0.4038
"22778",-0.1746
"22779",0.6148
"22781",-0.522
"22782",1.9567
"22784",-0.8739
"22785",0.4962
"22787",1.6166
"22791",0.7602
"22793",1.0463
"23789",-1.8681
"23790",-0.4374
"23792",1.1258
"23794",0.0905
"23796",0.0457
"23797",0.8741
"23801",0.9431
"23802",-1.2155
"23805",-1.3194
"23806",1.2953
"23807",-2.1573
"23808",0.6685
"23821",-0.4434
"23825",-0.6708
"23827",-0.6243
"23828",0.5343
"23829",-0.5671
"23830",-2.3647
"23831",-0.7215
"23833",-0.7747
"23834",1.2793
"23836",1.5745
"23837",0.4668
"23845",0.5236
"23849",1.6561
"23850",1.212
"23853",0.0883
"23854",0.3929
"23856",-0.6893
"23857",0.8944
"23859",-0.2863
"23863",-0.1039
"23871",0.2611
"23872",-0.931
"23873",-0.4706
"23874",1.0056
"23876",0.5245
"23877",-0.9704
"23879",-1.3005
"23880",0.7297
"23881",0.6449
"23882",-0.44
"23885",0.4512
"23886",-1.8684
"23887",-2.2259
"23888",-0.2213
"23890",-0.7273
"23892",-0.63
"23893",2.5061
"23894",1.6211
"23897",-0.6151
"23900",-0.6507
"23908",1.4092
"23912",-1.3593
"23917",-0.1165
"23918",-0.358
"23919",-1.9599
"23920",0.4336
"23921",-0.8917
"23922",-0.5086
"23923",-0.9296
"23924",-0.9947
"23928",1.009
"23934",-1.2538
"23936",-0.8538
"23937",0.6177
"23938",-0.314
"23939",-0.6587
"23942",-1.5432
"23943",0.8024
"23945",-0.7411
"23947",0.515
"23948",-1.6641
"23950",0.6608
"23954",-1.2518
"23955",1.2112
"23956",-0.3968
"23959",0.1976
"23960",1.2104
"23961",-0.5628
"23962",0.5746
"23963",0.7144
"23964",0.1846
"23965",-0.2303
"23966",-0.2387
"23967",0.0942
"23969",-0.0307
"23970",0.2962
"23971",-0.537
"23972",-1.6601
"23980",-1.0774
"23983",-0.2016
"23984",1.5079
"23985",0.5731
"23986",-0.8537
"23988",-1.0697
"23989",0.3641
"23991",-0.9668
"23992",0.6959
"23993",-0.6221
"23994",0.0892
"23996",-0.8096
"23997",-0.4962
"23999",-3.0059
"24000",0.6121
"24001",0.074
"24004",-2.1293
"24010",0.0693
"24012",1.1767
"24014",1.3168
"24015",2.2429
"24017",0.7703
"24018",0.7628
"24030",-0.9986
"24044",-1.1834
"24045",-1.1668
"24046",-1.67
"24047",0.6249
"24050",-0.5145
"24051",0.2813
"24052",1.1099
"24053",0.7644
"24055",0.9476
"24056",0.3642
"24057",1.4203
"24058",-2.0385
"24059",1.689
"24060",0.8644
"24061",0.7577
"24063",-0.7994
"24064",-0.384
"24066",0.4892
"24067",1.0689
"24068",-0.7467
"24069",-2.1481
"24070",-0.5656
"24071",2.6343
"24074",0.5097
"24075",-1.4393
"24082",0.0253
"24083",-1.8848
"24084",-2.1248
"24086",0.7248
"24087",1.6794
"24088",-0.5782
"24099",0.6974
"24100",0.9162
"24105",-1.4992
"24109",0.6654
"24110",1.5062
"24115",0.4857
"24116",-0.6143
"24117",3.2239
"24127",1.3342
"24128",0.36
"24131",0.4245
"24132",1.378
"24135",0.7691
"24136",1.1571
"26356",-0.4682
"26357",0.1506
"26358",2.2552
"26360",-1.344
"26361",-2.2698
"26362",-1.2931
"26363",-0.7782
"26364",0.2614
"26365",2.1649
"26367",0.6737
"26370",0.4079
"26371",-0.8896
"26372",0.605
"26373",-1.8208
"26374",-0.7629
"26377",0.9046
"26378",0.8967
"26379",-0.396
"26380",-0.1768
"26381",1.9912
"26382",0.3378
"26383",0.3253
"26384",1.6652
"26385",-2.2354
"26386",-0.2545
"26390",0.1049
"26394",-0.2776
"26395",-0.6153
"26396",-0.9665
"26397",-1.9041
"26398",1.8748
"26399",1.147
"26400",-0.5298
"26401",0.1355
"26403",-1.1794
"26404",-0.2277
"26405",1.0133
"26406",-0.7217
"26407",-2.0857
"26408",0.5711
"26409",0.9627
"26410",-0.2259
"26411",-0.2185
"26412",0.121
"26414",1.3763
"26415",0.2807
"26416",-0.1658
"26417",-0.178
"26419",2.8898
"26420",1.4731
"26422",0.7496
"26425",0.1668
"26426",-1.1284
"26427",-0.805
"26428",2.0234
"26429",0.4626
"26430",-0.3606
"26431",-1.4972
"26432",0.6019
"26433",-0.9459
"26436",2.2749
"26440",0.0534
"26441",0.4691
"26442",-0.273
"26443",-0.0224
"26444",-0.7923
"26445",-0.7784
"26446",-1.3018
"26447",0.3226
"26448",-1.1971
"26450",-0.1961
"26451",-0.8208
"26456",0.8448
"26457",-1.4181
"26458",-0.5439
"26459",-0.6165
"26462",-0.1714
"26465",0.8268
"26466",2.3075
"26549",-1.3988
"26554",2.1501
"26556",0.9745
"26557",-1.164
"26558",-1.193
"26559",-0.6914
"26561",0.7812
"26563",-0.4932
"26564",1.2992
"26568",-1.8385
"26569",-1.0759
"26570",0.8728
"26572",0.1386
"26611",0.7293
"26754",1.3201
"26757",-0.8823
"26874",1.5058
"26875",0.7433
"26877",0.629
"26878",2.6695
"26879",1.1638
"26885",-0.6283
"26886",-0.4242
"26888",0.7406
"26889",-1.0982
"26891",0.0278
"26893",-0.3816
"26894",-0.6056
"26895",-1.2547
"26896",0.8633
"26897",-0.3234
"26900",3.2776
"26901",-0.7362
"26903",0.1667
"26905",0.9622
"26908",1.042
"26909",0.4505
"26912",0.1049
"26913",-0.8378
"26914",0.0102
"26918",-0.4216
"26919",1.9604
"26920",0.4161
"26921",0.1057
"26922",0.4395
"26926",-0.3585
"26927",2.5641
"26931",-0.4144
"26932",2.1431
"26934",1.4246
"26936",0.5595
"26938",0.8683
"26939",-0.4592
"26940",-0.7318
"26941",-1.3477
"26942",-0.1202
"26943",0.5737
"26945",1.1942
"26946",-0.8854
"26949",-0.6861
"26950",0.9927
"26951",-1.7348
"26961",-1.014
"26965",1.1158
"26968",0.5452
"26971",-0.0159
"26972",0.7609
"26987",-0.2679
"26992",1.4523
"27008",-0.6098
"27015",0.4709
"27027",-0.1847
"27028",-2.2651
"27029",-0.6245
"27041",-1.0619
"27045",-0.9091
"27047",0.999
"27049",0.1362
"27050",-0.3806
"27052",-0.1292
"27053",0.5726
"27054",1.0611
"27055",-2.1359
"27056",-1.3565
"27057",2.5022
"27058",0.0509
"27059",-0.5652
"27060",-0.7139
"27061",1.046
"27062",1.6691
"27078",-0.5881
"27081",0.5355
"27083",1.3579
"27096",-0.7679
"27103",0.5523
"27176",-0.6934
"27204",0.629
"27205",0.594
"27206",-0.5181
"27207",-1e-04
"27214",-0.6696
"27215",1.0151
"27218",-0.3423
"27219",2.0899
"27220",-0.9247
"27221",-0.6895
"27223",1.0548
"27224",-0.4723
"27225",-0.3241
"27226",0.2047
"27260",-2.0791
"27261",-0.174
"27267",0.21
"27273",1.116
"27274",0.5448
"27275",0.1607
"27276",0.2889
"27277",2.3141
"27278",0.9271
"27279",-0.3931
"27280",0.7158
"27281",0.0341
"27354",0.6485
"27355",-0.7925
"27356",1.4883
"27357",0.9501
"27359",-1.5706
"27360",0.5257
"27361",-1.7861
"27362",1.8204
"27364",0.6128
"27366",-1.1395
"27367",0.1028
"27368",-0.9613
"27369",0.4738
"27370",-0.9172
"27373",1.4253
"27374",-2.3902
"27375",-0.6655
"27376",-1.6541
"27377",0.9093
"27384",0.2355
"27385",-1.6713
"27386",0.4092
"27387",0.4374
"27388",-1.5222
"27389",-0.6568
"27390",-0.1406
"27392",1.7275
"27393",0.7766
"27395",-1.2033
"27397",-0.9133
"27398",-0.8614
"27399",-1.8444
"27401",-1.5938
"27402",1.6322
"27403",-0.0678
"27404",0.851
"27405",-1.1593
"27406",-0.4726
"27407",-0.4307
"27410",-0.8364
"27411",-0.7496
"27412",2.7592
"27414",1.2327
"27416",0.753
"27418",0.8184
"27419",-1.3993
"27421",1.2715
"27425",-0.3164
"27426",0.6211
"27428",-0.7158
"27493",2.3045
"27494",-0.8316
"27528",2.0303
"27632",0.0334
"27643",0.316
"27660",-1.025
"27681",-0.8993
"27756",-0.7349
"27762",0.6721
"27784",-0.0358
"27801",-1.5781
"27878",0.805
"27883",0.0035
"27886",-2.2482
"27965",-2.0307
"27966",-1.0254
"27967",-1.6729
"27973",-0.0493
"27979",-2.5831
"27981",-1.1973
"27984",-0.426
"27993",-0.4664
"27998",-0.9154
"27999",1.9236
"28000",-0.3622
"28006",0.4344
"28010",-1.0612
"28015",-0.0996
"28018",-0.5098
"28019",-0.0355
"28028",1.4834
"28030",0.4934
"28035",0.1052
"28036",0.7019
"28040",1.3073
"28042",1.4314
"28064",-1.7647
"28071",1.4671
"28075",-0.0485
"28077",-0.0601
"28080",-0.8553
"28081",-1.4201
"28084",0.4033
"28088",-0.1548
"28105",1.7611
"28106",-0.9698
"28109",0.1445
"28113",-1.5066
"28114",0.3342
"28126",-0.4577
"28135",0.1085
"28146",0.4356
"28169",-1.3968
"28185",1.1111
"28193",1.1336
"28199",-1.8348
"28200",-1.1118
"28240",1.7108
"28250",1.2174
"28253",-0.7259
"28295",-1.3234
"29805",-1.1797
"29806",-1.238
"29807",-0.6291
"29808",0.3571
"29809",1.8682
"29810",-0.137
"29811",-0.7895
"29812",-0.4359
"29813",0.5037
"29815",-0.8954
"29816",-1.2348
"29817",0.0902
"29818",-0.7626
"29819",2.3794
"29820",0.5585
"29856",1.01
"29857",-0.928
"29858",-1.1776
"29859",-0.6013
"29861",-0.3307
"29862",-0.1153
"29863",2.2647
"29864",2.2946
"29867",-1.2589
"29869",0.0407
"29870",-0.1205
"29871",0.2416
"29873",-1.0774
"29875",-0.6718
"29876",-0.0503
"29877",2.7144
"30044",-1.6733
"30045",0.4817
"30046",0.8517
"30049",1.9766
"30050",0.1188
"30051",-0.9895
"30052",-1.1057
"30054",-2.252
"30055",-1.3034
"30056",1.8788
"30057",0.1172
"30058",-0.1817
"30059",0.5388
"30060",-0.671
"30785",0.1375
"30791",-0.2215
"30794",-1.1971
"30795",-0.1297
"30805",1.3987
"30806",-0.0789
"30838",-2.0564
"30839",-2.0212
"30840",-1.3678
"30841",-0.8088
"30843",0.3993
"30853",-1.363
"30877",0.2896
"30878",-0.8642
"30924",-0.258
"30925",-0.3868
"30926",0.0418
"30928",0.5444
"30930",3.2435
"30931",-0.6635
"30932",1.501
"30933",-2.0577
"30934",-1.3191
"30935",-1.3505
"30937",0.7395
"30938",-0.3238
"30939",0.7204
"30940",-0.366
"30941",-2.6472
"30943",-2.0755
"30944",1.0925
"30945",-0.685
"30946",0.1767
"30947",0.6147
"30948",-0.7584
"30949",-0.0762
"30951",0.1902
"30953",0.3264
"30954",-1.3281
"30955",0.3067
"30956",-1.0698
"30957",-0.5368
"30959",0.8706
"30960",1.1335
"30963",-1.8409
"50490",0.5758
"50492",-2.2661
"50493",0.2564
"50496",-1.5345
"50497",-0.0678
"50498",0.6494
"50500",-0.2577
"50501",-0.9861
"50505",0.1172
"50518",1.0082
"50523",-0.2746
"50524",0.4861
"50525",-0.1923
"50527",0.9711
"50528",-0.2258
"50529",-1.7658
"50530",-0.377
"50540",-0.1691
"50706",-3.0502
"50708",-0.5405
"50709",-0.5394
"50720",0.8054
"50721",-1.0356
"50722",0.922
"50723",0.2193
"50724",-1.2915
"50753",0.5236
"50754",1.1722
"50755",-0.5817
"50758",0.4747
"50759",-1.4395
"50760",-0.3993
"50762",-0.2682
"50764",0.6543
"50765",0.0751
"50766",1.4019
"50767",0.0052
"50768",1.1302
"50769",0.2149
"50770",-0.3977
"50771",-0.3065
"50772",1.3838
"50773",-2.1582
"50776",-0.1669
"50778",-1.3479
"50779",1.382
"50780",0.2284
"50781",-0.9656
"50782",-1.3492
"50783",-1.2981
"50784",-0.0287
"50785",-1.208
"50786",0.4941
"50787",0.2644
"50788",-2.2688
"50789",1.812
"50790",1.5588
"50791",-0.6097
"50793",0.7196
"50794",-1.9555
"50795",-1.6754
"50797",-0.0681
"50798",-0.4246
"50799",-0.4743
"50817",-2.6068
"50849",-2.5339
"50850",0.7845
"50868",-1.9594
"50873",-0.0734
"50874",-0.7096
"50875",1.5487
"50876",1.1221
"50877",1.296
"50878",-1.3955
"50880",-0.2533
"50883",-0.4343
"50887",0.8788
"50905",1.0637
"50907",-1.6023
"50908",-1.3673
"50909",-0.2323
"50911",0.9649
"50912",0.6804
"50913",1.4716
"50914",0.3045
"50915",1.6147
"50917",-0.4469
"50918",1.9762
"50926",0.005
"50927",-0.1537
"50928",0.9401
"50931",0.0305
"50932",-2.5551
"50933",0.7199
"50934",1.45
"50935",-2.0953
"50994",-1.7486
"50995",0.1611
"50996",-0.1358
"50997",-1.6671
"51786",-0.1523
"51788",-0.4979
"51789",-1.3889
"51791",-1.9694
"51792",-0.0068
"51793",-0.3676
"51795",2.4487
"51796",-0.1042
"51797",-0.0575
"51798",-1.5448
"51799",-1.4935
"51800",-2.1486
"51801",0.073
"51810",1.6423
"51812",-1.9097
"51813",2.931
"51869",0.828
"51875",0.3885
"51885",-0.3052
"51886",2.4902
"51897",-0.3868
"51902",0.7763
"51938",0.6512
"51944",0.6495
"51960",-0.0165
"52004",-0.7071
"52009",-0.7458
"52013",-0.1228
"52014",1.1825
"52020",0.691
"52023",1.1179
"52024",-0.5579
"52028",-0.5503
"52033",-1.5986
"52036",0.2299
"52040",-0.1851
"52055",-0.0607
"52064",0.0619
"52065",-3.2893
"52076",-1.5309
"52118",-1.817
"52120",0.4954
"52123",0.12
"52132",0.9657
"52150",-2.5237
"52163",0.4673
"52174",-0.1858
"52184",1.4772
"52187",-0.4732
"52202",0.4691
"52206",1.352
"52231",-0.2576
"52245",-1.2182
"52250",4.0007
"52276",0.2359
"52285",-0.526
"52323",1.3777
"52331",-1.1112
"52335",-0.0946
"52348",0.9506
"52357",-0.2698
"52372",0.4141
"52377",-0.143
"52389",2.5253
"52392",0.9269
"52397",1.5449
"52398",0.5748
"52428",-0.9059
"52430",-0.6902
"52432",0.3429
"52440",1.5259
"52443",-0.2893
"52463",0.7934
"52466",-0.8681
"52468",-2.621
"52469",-0.4019
"52477",0.2021
"52480",1.0909
"52502",-0.2185
"52504",-0.6175
"52513",-1.1478
"52521",-0.4842
"52530",-0.5529
"52535",-1.4211
"52538",-1.6061
"52551",-0.9731
"52552",0.6707
"52563",-0.2353
"52570",-1.2361
"52575",0.2478
"52585",-1.2028
"52588",2.6381
"52589",-0.6194
"52592",0.2202
"52609",0.5337
"52614",-0.9031
"52615",0.7328
"52626",0.6331
"52633",0.119
"52635",1.5439
"52637",-0.406
"52639",1.5772
"52653",0.2923
"52662",0.4778
"52665",1.9883
"52666",-2.0681
"52668",-0.7592
"52670",0.5729
"52679",-0.9393
"52683",-1.3443
"52685",-0.8183
"52686",-0.8481
"52690",1.1142
"52696",0.7576
"52700",0.441
"52705",0.9501
"52708",-1.9653
"52710",-2.0231
"52712",-2.0842
"52713",-0.7402
"52715",-0.2001
"52717",-0.6146
"52808",-0.5011
"52815",1.0188
"52822",1.9453
"52829",-1.8413
"52830",0.7157
"52837",1.9368
"52838",-0.8474
"52840",-0.7736
"52846",1.0218
"52850",-0.508
"52855",0.4714
"52856",-0.286
"52857",-1.4027
"52858",-1.4325
"52864",-1.6572
"52874",0.7132
"52882",2.8517
"52892",0.597
"52897",-1.1298
"52898",-0.9062
"52906",-0.1551
"52915",-1.7177
"53310",-1.2766
"53311",-0.7955
"53312",-0.5489
"53313",0.5493
"53314",-2.2989
"53317",-0.3843
"53318",0.6234
"53319",0.23
"53320",1.3193
"53321",-0.122
"53322",-0.1199
"53323",1.1156
"53324",0.9937
"53325",-0.5471
"53328",-0.0975
"53330",0.6706
"53331",1.665
"53332",0.3484
"53333",-0.6686
"53334",0.2767
"53356",-0.8514
"53357",0.3342
"53374",0.6538
"53375",1.738
"53376",-1.0769
"53378",0.8167
"53379",0.3083
"53380",1.178
"53381",-0.1003
"53382",0.0199
"53404",-0.4715
"53412",-0.5426
"53413",-0.0842
"53414",-3.4674
"53415",-0.2462
"53416",-0.2624
"53417",-3.2593
"53418",-2.8059
"53419",-3.2115
"53420",-1.5823
"53421",-1.644
"53422",0.2716
"53424",-0.1201
"53598",-0.4697
"53599",-0.355
"53600",-0.1678
"53601",2.0716
"53602",0.4607
"53603",-0.2452
"53604",0.9738
"53605",1.6649
"53607",-0.4042
"53608",-0.4928
"53609",-0.457
"53610",-0.0475
"53611",1.772
"53612",-0.2756
"53614",0.4155
"53618",1.6552
"53619",0.9204
"53620",0.7431
"53621",1.2869
"53623",1.0541
"53625",-0.9965
"53626",-0.8456
"53627",-1.2722
"53791",-0.251
"53814",0.3731
"53817",-0.1255
"53857",0.8381
"53858",-1.038
"53859",-0.2923
"53860",-0.5238
"53861",1.5221
"53867",1.3904
"53869",2.2424
"53870",2.0779
"53871",0.5267
"53872",0.9668
"53881",0.0494
"53883",-0.7809
"53885",-0.3073
"53886",0.6509
"53890",-0.8221
"53892",0.0313
"53893",2.2213
"53895",-1.092
"53896",-0.9977
"53897",-0.4451
"53901",0.6253
"53902",0.0339
"53945",1.1872
"53951",0.4034
"53970",0.8482
"53972",-1.2425
"53975",-0.2202
"53978",-1.3697
"54003",-0.9627
"54004",0.7009
"54006",-2.1838
"54120",1.6395
"54122",1.6098
"54123",-0.1322
"54124",-0.068
"54125",1.6538
"54126",0.5602
"54127",-1.0942
"54128",0.0865
"54130",-0.8579
"54131",-0.6792
"54132",1.0053
"54135",-0.8975
"54137",-1.2006
"54138",0.2465
"54139",0.8252
"54140",-1.7317
"54141",0.6924
"54151",-1.5946
"54152",-1.9376
"54153",0.9426
"54156",1.5954
"54159",-1.0564
"54160",0.0266
"54161",-0.5543
"54167",0.1104
"54169",0.7817
"54170",-0.1864
"54188",-1.2664
"54189",1.1981
"54194",-0.4914
"54195",0.6484
"54196",0.051
"54197",-0.2131
"54198",-0.7514
"54199",2.2024
"54200",-0.3053
"54201",-1.2159
"54204",1.532
"54208",-0.6592
"54214",0.2465
"54215",-1.0607
"54216",1.3072
"54217",-0.7987
"54218",-0.6432
"54219",-0.9408
"54324",-1.1177
"54325",-0.6986
"54326",0.5125
"54338",-0.114
"54342",2.0724
"54343",0.5014
"54351",-0.7054
"54352",0.0312
"54353",1.7502
"54354",0.4012
"54357",-0.2149
"54364",0.7091
"54366",-0.2637
"54367",0.7036
"54368",-0.6467
"54369",1.4219
"54371",-3.2606
"54373",0.2911
"54375",1.8393
"54376",0.8033
"54377",0.485
"54378",-0.1075
"54380",-1.6524
"54381",-1.0275
