"","GSE124954_exercise"
"11298",-0.7512
"11302",-0.274
"11303",-0.1546
"11304",0.4915
"11305",-0.8658
"11306",-1.402
"11307",-1.6443
"11308",1.1073
"11350",-1.2929
"11352",0.5403
"11363",-0.0656
"11364",0.8985
"11370",1.0345
"11409",-0.2431
"11416",0.6281
"11418",0.3446
"11419",0.4299
"11421",0.5401
"11423",0.2428
"11426",0.0059
"11428",-0.2648
"11429",0.2131
"11430",0.6215
"11431",0.3578
"11432",0.2978
"11433",-0.0869
"11434",-1.7462
"11435",2.2855
"11438",-0.9015
"11440",0.4303
"11441",0.2328
"11443",1.6719
"11444",-0.6068
"11459",-0.5472
"11465",0.1718
"11470",1.1838
"11471",0.2662
"11472",0.0651
"11474",0.8931
"11475",0.3304
"11477",1.4173
"11479",-0.8686
"11480",-0.4274
"11481",-1.2461
"11482",0.0897
"11484",-1.3647
"11486",0.8633
"11487",-0.5916
"11488",0.6126
"11489",0.9701
"11490",0.5026
"11491",-0.3644
"11492",-0.8759
"11496",-0.6175
"11498",-0.035
"11499",-0.9504
"11501",-1.1359
"11502",0.4963
"11504",-1.2076
"11512",0.026
"11513",0.3022
"11514",-1.0861
"11515",0.6438
"11516",-0.2318
"11517",-0.5105
"11518",-0.2308
"11519",-0.7241
"11520",1.5359
"11522",1.7772
"11532",0.2374
"11534",-1.0313
"11535",-0.1397
"11536",0.5559
"11538",-0.0781
"11539",0.4148
"11540",0.3491
"11541",0.502
"11542",0.2023
"11544",1.1805
"11545",0.6018
"11546",0.9523
"11548",-0.5764
"11549",-0.3185
"11550",0.4275
"11551",-0.072
"11552",-1.4611
"11553",0.5365
"11554",-0.5562
"11555",0.205
"11556",1.6805
"11564",0.3799
"11565",-0.9666
"11566",0.7516
"11567",-1.7781
"11568",-0.3036
"11569",-0.1989
"11593",0.1795
"11595",-0.2535
"11596",-0.6238
"11600",0.2539
"11601",0.0505
"11603",0.5104
"11605",0.6488
"11606",-0.5483
"11607",-0.5064
"11609",-0.1868
"11610",0.4407
"11615",0.0772
"11622",-1.4696
"11624",0.5983
"11629",0.0754
"11630",0.2001
"11632",0.7004
"11634",-0.156
"11636",0.0871
"11637",0.8453
"11639",0.9368
"11640",0.9086
"11642",-0.78
"11647",0.9121
"11651",-0.2306
"11652",-0.345
"11655",-0.0749
"11656",-1.3088
"11657",-0.1575
"11658",0.7384
"11666",-1.161
"11668",-0.3002
"11669",-0.5252
"11670",0.1886
"11671",1.2364
"11676",0.6741
"11677",0.3915
"11682",0.4404
"11684",1.4498
"11686",-0.2701
"11687",-1.1479
"11688",1.7783
"11689",-0.0249
"11690",0.5915
"11692",0.6668
"11694",-0.6101
"11695",-0.7428
"11702",-0.7341
"11705",0.291
"11717",0.5266
"11720",-1.4151
"11722",-0.1934
"11727",0.0581
"11732",0.2586
"11733",-1.1586
"11735",-0.9043
"11736",0.8636
"11737",-1.0159
"11739",0.5166
"11740",0.7748
"11744",-0.0501
"11745",0.6945
"11746",-1.3757
"11747",-0.0437
"11749",-0.427
"11750",0.625
"11754",0.4003
"11757",-0.7589
"11758",-0.0025
"11761",1.3311
"11764",0.8683
"11765",-0.6496
"11766",-0.2558
"11767",0.2233
"11768",-0.1351
"11769",1.1742
"11771",0.0688
"11772",1.1376
"11773",1.0897
"11774",-0.3402
"11775",0.5423
"11776",0.3394
"11777",0.6886
"11778",0.8131
"11781",-0.6671
"11782",0.0604
"11783",-0.4489
"11784",0.6158
"11785",0.5747
"11787",-0.4526
"11789",-0.3753
"11790",0.117
"11792",-0.0658
"11793",0.9346
"11796",0.107
"11797",1.0542
"11798",-0.2171
"11799",0.1644
"11800",-0.6417
"11803",-1.0091
"11804",0.8299
"11806",1.0561
"11807",1.3189
"11810",0.3807
"11811",0.1277
"11812",0.6711
"11814",1.9013
"11815",-0.5752
"11816",-0.1494
"11818",0.8194
"11819",0.4996
"11820",-0.2477
"11821",0.4315
"11826",0.2758
"11829",-0.4641
"11830",-0.4868
"11834",-1.1417
"11835",0.1588
"11836",-0.0324
"11837",-0.1864
"11838",0.4557
"11840",0.7511
"11841",0.2754
"11842",0.3198
"11843",0.0907
"11844",-0.0315
"11845",0.2939
"11846",1.4016
"11847",-2.3172
"11848",-0.0786
"11852",-0.7019
"11853",0.7717
"11854",0.4755
"11855",-0.2351
"11856",0.4463
"11857",0.75
"11858",-0.5283
"11861",-0.259
"11863",0.7023
"11864",0.0962
"11865",0.3901
"11867",-0.4416
"11870",-0.2548
"11876",0.6682
"11877",0.743
"11878",0.8968
"11881",-0.8113
"11883",0.228
"11886",0.6867
"11889",-0.6531
"11891",0.5503
"11898",-0.9428
"11899",0.4653
"11905",-1.6063
"11906",-2.0563
"11907",1.0507
"11908",-1.2471
"11909",0.5102
"11910",0.4708
"11911",0.0947
"11920",0.0761
"11922",1.0355
"11923",-2.1401
"11924",0.1784
