"","GSE29075_exercise"
"100008567",-0.1098
"100009664",0.0026
"100012",-0.00705
"100015211",-0.0163
"100017",0.0043
"100019",-0.0417
"100034251",-0.0048
"100034360",0.06395
"100034675",0.0035
"100034739",-0.0349
"100036520",0.0042
"100036521",-0.0766
"100036523",-0.014
"100036526",-0.0029
"100036533",0.0084
"100036538",0.0052
"100036539",-0.0042
"100036544",-0.0074
"100036768",0.0282
"100037258",0.0159
"100037278",-0.0359
"100038347",0.0253
"100038384",0.0268
"100038392",0.0165
"100038479",-0.0273
"100038509",0.0024
"100038631",-0.0011
"100038659",0.018
"100038691",0.0265
"100038711",-0.0085
"100038734",-0.0303
"100038746",-0.076
"100038753",0.0038
"100038755",-0.0076
"100038759",-0.0125
"100038761",0.0199
"100038850",-0.0045
"100038862",-0.0107
"100038882",0.0262
"100039138",8e-04
"100039225",0.0076
"100039265",-0.0177
"100039348",8.127e-05
"100039374",-0.0039
"100039436",0.0073
"100039440",0.0053
"100039495",-0.0069
"100039521",0.0084
"100039681",-0.1437
"100039684",-0.0171
"100039795",-0.0179
"100039864",-0.1465
"100039901",0.0052
"100039946",-0.0116
"100039953",-0.0179
"100039968",0.0192
"100040049",0.0112
"100040151",0.0058
"100040201",-0.0198
"100040214",-0.0099
"100040249",-0.0223
"100040268",0.0056
"100040293",-0.0907
"100040322",0.0229
"100040328",0.0193
"100040447",0.0143
"100040462",0.0299
"100040529",0.0265
"100040736",-0.0014
"100040766",-0.0022
"100040769",0.0267
"100040822",0.035
"100040846",-0.0144
"100040851",0.0017
"100040882",0.0058
"100040926",0.0146
"100040938",-0.0072
"100040972",-0.0222
"100041194",-0.0204
"100041311",0.1173
"100041450",-0.0182
"100041562",0.0112
"100041576",0.0137
"100041581",-0.0088
"100041655",-0.0061
"100041724",0.0269
"100041734",-0.0517
"100042056",-0.0059
"100042150",-0.01075
"100042198",0.0156
"100042277",0.0137
"100042295",-0.0099
"100042444",0.014
"100042450",-0.0281
"100042480",-0.05875
"100042545",0.0277
"100042584",-0.017
"100042784",-0.0012
"100042785",0.0105
"100042802",0.0067
"100043040",-0.0107
"100043057",0.0108
"100043133",-0.0178
"100043189",-0.027
"100043232",0.0029
"100043270",-0.00343333333333333
"100043272",0.0469
"100043314",0.0018
"100043315",0.0011
"100043332",-0.045
"100043416",0.006
"100043489",0.0069
"100043580",0.0282
"100043597",0.0115
"100043609",0.0034
"100043729",0.0606
"100043757",0.0116
"100043772",0.0085
"100043861",0.0133
"100043899",0.0127
"100043902",-0.03015
"100043911",-0.0389
"100044509",0.0092
"100045792",1e-04
"100048534",-0.0305666666666667
"100049165",0.0093
"100061",-0.0163
"100066",-0.00695
"100072",-0.04895
"100073351",0.0028
"100087",0.0578
"100088",0.0064
"100093714",0.0036
"100101919",0.0227
"100102",0.0634
"100113398",0.0142
"100121",-0.0395
"100125931",0.044
"100126226",0.0143
"100126229",-0.0317
"100129",0.0128
"100137011",0.0167
"100141474",0.0467
"100155",-0.0174
"100163",-0.000775
"100169",-0.0455
"100174921",-0.017
"100177",0.01755
"100182",0.0095
"100198",-0.01
"100201",0.0425
"100206",3e-04
"100210",-0.0017
"100213",-0.0294
"100233208",0.0076
"100270744",0.0216
"100273",-0.1409
"100303738",0.0105
"100303741",0.0093
"100306874",0.0053
"100306959",0.0523
"100317",0.012325
"100328574",0.01
"100329140",-0.0178
"100336",-0.0033
"100340",-9e-04
"100342",-0.0287
"100379095",0.004
"100379143",0.0141
"100379259",-0.0072
"100379665",0.0198
"100382",-0.0034
"100383",0.0364
"100415913",0.0038
"100415971",0.0193
"100416477",0.0314
"100416706",-0.0307
"100417514",-0.0136
"100417973",0.0072
"100418302",-0.0159
"100434",-0.0368666666666667
"100465",-0.000566666666666666
"100470",-0.01315
"100473",-0.018
"100494",0.0294
"100502698",-0.0128
"100502712",0.0245
"100502723",0.0113
"100502739",0.0079
"100502745",0.0764
"100502829",-0.034
"100502841",0.00645
"100502846",0.0595
"100502861",0.0105333333333333
"100502936",0.0196
"100502940",-0.02
"100502942",-0.0159
"100502950",0.0073
"100502982",0.038
"100503003",-0.0212
"100503041",-0.0347
"100503043",-0.0105
"100503044",0.0049
"100503074",-0.0222
"100503085",0.1385
"100503185",0.00605
"100503198",0.0285
"100503199",0.021
"100503307",-0.0089
"100503311",-0.021
"100503323",-0.0259
"100503337",0.0362
"100503348",-0.0135
"100503355",-0.043
"100503359",0.012
"100503361",0.0088
"100503380",-0.0541
"100503386",-0.0432
"100503392",0.0119
"100503447",0.0075
"100503495",0.0226
"100503545",0.0308
"100503565",0.0027
"100503572",-0.01355
"100503594",0.0057
"100503609",0.0087
"100503613",-0.0053
"100503636",-0.0281
"100503659",0.0253
"100503670",0.0118
"100503676",-0.01025
"100503759",-0.0014
"100503802",0.097
"100503812",-0.0067
"100503842",0.0247
"100503849",-0.0033
"100503884",-0.02175
