"","GSE29075_exercise"
"100008567",0.0728648218196297
"100009664",0.0148401826484018
"100012",0.0153184837036977
"100015211",0.0207273652085453
"100017",0.0306923625981442
"100019",0.0425332178308672
"100034251",0.0274756725815684
"100034360",0.0288010359230936
"100034675",0.0149444918872758
"100034739",0.0210939860985192
"100036520",0.0166666666666667
"100036521",0.0538867393598312
"100036523",0.0211384568926468
"100036526",0.0189477152060329
"100036533",0.0166484476659581
"100036538",0.0153392330383481
"100036539",0.0170247263883259
"100036544",0.0205270457697642
"100036768",0.0190708054372084
"100037258",0.0114454362222862
"100037278",0.0171409472880061
"100038347",0.0485232067510549
"100038384",0.0200149365197909
"100038392",0.019183815835368
"100038479",0.0139742014742015
"100038509",0.024390243902439
"100038631",0.0158045977011494
"100038659",0.0265643447461629
"100038691",0.019639813236493
"100038711",0.0185792349726776
"100038734",0.0161470823341327
"100038746",0.0509930220075148
"100038753",0.0194672131147541
"100038755",0.0142937746849727
"100038759",0.0209754773323681
"100038761",0.0158112188145559
"100038850",0.0176272614374903
"100038862",0.0183659457603845
"100038882",0.0271784232365145
"100039138",0.0174291938997821
"100039225",0.0162810625535561
"100039265",0.0169702780441035
"100039348",0.0165857142857143
"100039374",0.0171428571428571
"100039436",0.0174599378139201
"100039440",0.0174514323345407
"100039495",0.0545023696682464
"100039521",0.0186749666518453
"100039681",0.059439113170086
"100039684",0.0245126146788991
"100039795",0.101589103291714
"100039864",0.0442571445834089
"100039901",0.0160677917260365
"100039946",0.013872279359005
"100039953",0.0197093151288262
"100039968",0.020410332730945
"100040049",0.0219650911943518
"100040151",0.0143992055610725
"100040201",0.0149535533569972
"100040214",0.0157894736842105
"100040249",0.0196233720520943
"100040268",0.0163694826074247
"100040293",0.0278545543885511
"100040322",0.0128119055611503
"100040328",0.015976821192053
"100040447",0.0128516221802822
"100040462",0.0180853386669441
"100040529",0.0188531587933978
"100040736",0.0134357005758157
"100040766",0.0188356164383562
"100040769",0.0209609043805935
"100040822",0.0214723926380368
"100040846",0.017175572519084
"100040851",0.0233196159122085
"100040882",0.0172413793103448
"100040926",0.0197992948196366
"100040938",0.0169292264284035
"100040972",0.0259467040673212
"100041194",0.0298957905502807
"100041311",0.0394192963000303
"100041450",0.013737922705314
"100041562",0.019454577036651
"100041576",0.0216909436352122
"100041581",0.0221830098311066
"100041655",0.0178310435545162
"100041724",0.0169182389937107
"100041734",0.0200387596899225
"100042056",0.0203448275862069
"100042150",0.0169231042481554
"100042198",0.0166488794023479
"100042277",0.0203747769185009
"100042295",0.0190972222222222
"100042444",0.0197266450612935
"100042450",0.0171582096843134
"100042480",0.063258855065457
"100042545",0.0135009991714188
"100042584",0.0273004657138269
"100042784",0.0160642570281124
"100042785",0.0126050420168067
"100042802",0.0158504849775254
"100043040",0.0197673143302625
"100043057",0.0141657922350472
"100043133",0.0180234912920211
"100043189",0.0251513740102469
"100043232",0.0184478371501272
"100043270",0.0150753393952065
"100043272",0.0726681127982646
"100043314",0.0184994861253854
"100043315",0.0205223880597015
"100043332",0.0213857998289136
"100043416",0.022140221402214
"100043489",0.0231776956667786
"100043580",0.0599107711918419
"100043597",0.0276703759053741
"100043609",0.0173204279164544
"100043729",0.0222990874300854
"100043757",0.0246651073782692
"100043772",0.0177935943060498
"100043861",0.019774011299435
"100043899",0.021701982228298
"100043902",0.0192416249021077
"100043911",0.0253689464824652
"100044509",0.0182322631787554
"100045792",0.0172413793103448
"100048534",0.0295951532045803
"100049165",0.0198209718670077
"100061",0.0188701088214865
"100066",0.0182429094659867
"100072",0.0505496542666127
"100073351",0.019047619047619
"100087",0.058148893360161
"100088",0.032258064516129
"100093714",0.0158660202732481
"100101919",0.0176901496259352
"100102",0.0378236487292686
"100113398",0.0191736429921685
"100121",0.0482413287738153
"100125931",0.0210245071146207
"100126226",0.0164122575461953
"100126229",0.0224091616004524
"100129",0.0558220671609246
"100137011",0.0208333333333333
"100141474",0.0194867515126226
"100155",0.0189645776566757
"100163",0.0238323202906656
"100169",0.0862559241706161
"100174921",0.0175005147210212
"100177",0.0272606679769901
"100182",0.0211345939933259
"100198",0.0286450873675165
"100201",0.0501593296353122
"100206",0.0277777777777778
"100210",0.0226969292389853
"100213",0.0510091938309963
"100233208",0.0133897110641297
"100270744",0.0182324639149152
"100273",0.0703339489841761
"100303738",0.0218023255813954
"100303741",0.0182496075353218
"100306874",0.0196587537091988
"100306959",0.0305276675227644
"100317",0.0333133996351437
"100328574",0.0190367409099562
"100329140",0.0222055888223553
"100336",0.0517241379310345
"100340",0.0818181818181818
"100342",0.0216147010091881
"100379095",0.0204498977505112
"100379143",0.0188175630588549
"100379259",0.0185902401239349
"100379665",0.018716324794404
"100382",0.0261136712749616
"100383",0.0331662870159453
"100415913",0.0182604517059106
"100415971",0.0153381546531034
"100416477",0.025941837409121
"100416706",0.0151231527093596
"100417514",0.0196106705118962
"100417973",0.0165784020262491
"100418302",0.0195451751690227
"100434",0.0700493647088819
"100465",0.0225563932212721
"100470",0.0203028415643379
"100473",0.0156617071260767
"100494",0.0553463855421687
"100502698",0.050914876690533
"100502712",0.0160771704180064
"100502723",0.0171550022772127
"100502739",0.0197994987468672
"100502745",0.0333406065895701
"100502829",0.0227531285551763
"100502841",0.0323415686501409
"100502846",0.0675368898978434
"100502861",0.0241705542303922
"100502936",0.029058561897702
"100502940",0.0246032722352073
"100502942",0.0181052152129356
"100502950",0.020345596432553
"100502982",0.0218453578614544
"100503003",0.0249118683901293
"100503041",0.0261157522390306
"100503043",0.0537084398976982
"100503044",0.0204336947456213
"100503074",0.0179757085020243
"100503085",0.0757741547215231
"100503185",0.0261004857316333
"100503198",0.0209898365002209
"100503199",0.048951048951049
"100503307",0.0204786010124252
"100503311",0.0595575723199092
"100503323",0.0151497426298549
"100503337",0.0252705061082024
"100503348",0.0159179342058719
"100503355",0.0183282895017263
"100503359",0.0237341772151899
"100503361",0.0206864127879643
"100503380",0.0324612984519381
"100503386",0.0657534246575343
"100503392",0.0255145797598628
"100503447",0.0274524158125915
"100503495",0.0168883574951427
"100503545",0.0293193717277487
"100503565",0.0199851961509993
"100503572",0.0189079087693683
"100503594",0.0219146482122261
"100503609",0.019524236983842
"100503613",0.017394158188382
"100503636",0.0169675744218344
"100503659",0.0696010955989399
"100503670",0.0218397186748103
"100503676",0.0271671018351505
"100503759",0.0183456500024259
"100503802",0.0392426571729104
"100503812",0.0391583869082408
"100503842",0.0164776517678452
"100503849",0.0502283105022831
"100503884",0.0498794855044714
"100503895",0.0248595893564129
"100503924",0.0591201008342837
"100503970",0.0192661940105248
"100503991",0.0176111989162339
"100503992",0.0174637291778614
"100504029",0.0218228498074454
"100504061",0.0159332125752289
"100504116",0.0436746712906644
"100504140",0.0144431774990498
"100504162",0.0214007782101167
"100504164",0.018280297901151
"100504178",0.0245976486702431
"100504207",0.0198563324372301
"100504229",0.0487642473855313
"100504234",0.0228736397956918
"100504249",0.0144953578915843
"100504262",0.0270079435127979
"100504278",0.0221825883402073
"100504285",0.0186129223473622
"100504309",0.0430203498750446
"100504312",0.033375
"100504323",0.0325037292926121
"100504360",0.0683513838748496
"100504404",0.115700255616844
"100504446",0.0182882882882883
"100504454",0.018212478920742
"100504457",0.0155763239875389
"100504464",0.0197368421052632
"100504474",0.0135844955623981
"100504486",0.024390243902439
"100504568",0.021087413637729
"100504594",0.0169662871961672
"100504608",0.0203737448670265
"100504632",0.0652217946121126
"100504650",0.0214690791250338
"100504687",0.0453452008660091
"100504703",0.0347080368777357
"100504733",0.0248908486865365
"100505025",0.0239234449760766
"100515",0.0378063812140598
"100532",0.0389563544547313
"100532730",0.0150073980131051
"100534273",0.0158547976936663
"100534287",0.0173282630988575
"100559",0.0138211382113821
"100561",0.028139019624673
"100579154",0.0212069872057019
"100604",0.025701858442072
"100608",0.0534841893104993
"100609",0.0298277928454287
"100616095",0.027949704872128
"100637",0.0327931354717627
"100647",0.0221640247526176
"100678",0.0197547683923706
"100683",0.0526007586791105
"100689",0.0438329013569142
"100689703",0.0312972326159064
"100702",0.0148434480092772
"100705",0.0261444784486424
"100710",0.0775318357057607
"100715",0.0221196304220037
"100727",0.0209000975337885
"100732",0.0680047932893948
"100737",0.0609521579724873
"100756",0.0491803278688525
"100763",0.0475857242827152
"100764",0.0348389714609994
"100855",0.0282923299565847
"100861861",0.0177226406734603
"100862085",0.0150582716745987
"100873094",0.0135733254647389
"100900",0.0191054318224661
"100910",0.0233560286132897
"100929",0.0206788087777378
"100952",0.0286841544039241
"100972",0.0552983062883881
"100978",0.017363739689493
"100986",0.0682248656263486
"101023",0.03168150590896
"101055670",0.0129982094303336
"101055840",0.0430418584264738
"101055939",0.0141903824773153
"101056032",0.0186480186480186
"101095",0.0311293906670305
"101100",0.0250985076993725
"101113",0.0440234820103317
"101118",0.020312877184585
"101122",0.0411193603655054
"101142",0.0443012840312403
"101148",0.043031226199543
"101187",0.0199147975297601
"101197",0.0548121876511366
"101202",0.0246939937375463
"101206",0.0327711477493538
"101214",0.0492314800416282
