"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_375656_coefficient","contrast_375656_log2fc","contrast_375656_tstat","contrast_375656_pvalue"
"20",292947,292947,"ENSRNOG00000011460","Arfgef3","ARFGEF family member 3",3.962e-09,3.537e-06,0.0011,0.6592,0.6592,10.9297,2.366e-07
"21",120100852,120100852,"","LOC120100852","rap guanine nucleotide exchange factor 6-like",4.162e-09,3.539e-06,0.0012,0.926,0.926,11.573,1.302e-07
"22",114101,114101,"ENSRNOG00000021265","Cds2","CDP-diacylglycerol synthase 2",4.677e-09,3.669e-06,0.0012,0.6905,0.6905,10.5316,3.476e-07
"23",362172,362172,"ENSRNOG00000005191","Trim44","tripartite motif-containing 44",4.725e-09,3.669e-06,0.0013,0.4573,0.4573,10.8784,2.485e-07
"24",102554677,102554677,"","LOC102554677","uncharacterized LOC102554677",5.566e-09,4.071e-06,0.0013,-1.3615,-1.3615,-10.8555,2.54e-07
"25",362811,362811,"ENSRNOG00000030597","Ankrd52","ankyrin repeat domain 52",5.7e-09,4.071e-06,0.0014,0.7247,0.7247,11.8817,9.876e-08
"26",103691779,103691779,"","Zeb2-as1","ZEB2 antisense RNA 1",7.059e-09,4.848e-06,0.0015,0.9506,0.9506,10.7338,2.855e-07
"27",304893,304893,"ENSRNOG00000004917","Rasal2","RAS protein activator like 2",1.651e-08,1.092e-05,0.0015,0.5566,0.5566,10.3902,3.997e-07
"28",307893,307893,"ENSRNOG00000012671","Gan","gigaxonin",2.301e-08,1.422e-05,0.0016,0.8352,0.8352,9.5192,9.785e-07
"29",79240,79240,"ENSRNOG00000007607","Nr4a1","nuclear receptor subfamily 4, group A, member 1",2.367e-08,1.422e-05,0.0016,0.7081,0.7081,10.4038,3.943e-07
"30",314349,314349,"ENSRNOG00000004458","Ston2","stonin 2",2.389e-08,1.422e-05,0.0017,0.8331,0.8331,9.2515,1.306e-06
"31",315745,315745,"ENSRNOG00000007077","Fem1b","fem-1 homolog B",2.47e-08,1.423e-05,0.0017,0.4167,0.4167,9.2745,1.273e-06
"32",313125,313125,"ENSRNOG00000006170","Bach2","BTB domain and CNC homolog 2",2.922e-08,1.631e-05,0.0018,0.6776,0.6776,10.6697,3.038e-07
"33",100910536,100910536,"ENSRNOG00000007934","Elfn2","extracellular leucine-rich repeat and fibronectin type III domain containing 2",3.06e-08,1.656e-05,0.0018,0.6077,0.6077,9.9955,5.95e-07
"34",100362470,100362470,"ENSRNOG00000066694","Mrtfb","myocardin related transcription factor B",3.163e-08,1.661e-05,0.0019,0.6503,0.6503,9.4334,1.072e-06
"35",406196,406196,"ENSRNOG00000050233","Cchcr1","coiled-coil alpha-helical rod protein 1",3.403e-08,1.736e-05,0.002,-0.8936,-0.8936,-9.5519,9.45e-07
"36",100361083,100361083,"","LOC100361083","hypothetical LOC100361083",3.769e-08,1.771e-05,0.0021,0.8061,0.8061,11.284,1.697e-07
"37",29482,29482,"ENSRNOG00000005479","Slc1a2","solute carrier family 1 member 2",3.699e-08,1.771e-05,0.0021,0.8448,0.8448,9.329,1.2e-06
"38",266715,266715,"ENSRNOG00000047211","Fzd3","frizzled class receptor 3",3.608e-08,1.771e-05,0.002,0.6594,0.6594,9.3881,1.126e-06
"39",308003,308003,"ENSRNOG00000009523","Rab11fip2","RAB11 family interacting protein 2",4.16e-08,1.865e-05,0.0022,0.4082,0.4082,8.3329,3.7e-06
"40",89804,89804,"ENSRNOG00000008587","Tek","TEK receptor tyrosine kinase",4.178e-08,1.865e-05,0.0022,0.4347,0.4347,7.7025,7.955e-06
"41",29721,29721,"ENSRNOG00000011015","Hivep2","HIVEP zinc finger 2",4.893e-08,2.032e-05,0.0024,0.4237,0.4237,10.3162,4.302e-07
"42",25399,25399,"ENSRNOG00000033531","Cacna2d1","calcium voltage-gated channel auxiliary subunit alpha2delta 1",4.839e-08,2.032e-05,0.0024,0.4101,0.4101,7.9329,5.984e-06
"43",313557,313557,"ENSRNOG00000009341","Hivep3","HIVEP zinc finger 3",4.793e-08,2.032e-05,0.0023,0.7066,0.7066,9.4148,1.094e-06
"44",498407,498407,"ENSRNOG00000069265","Purb","purine rich element binding protein B",5.69e-08,2.309e-05,0.0025,0.5027,0.5027,9.094,1.552e-06
"45",310233,310233,"ENSRNOG00000054426","Zfp704","zinc finger protein 704",5.963e-08,2.366e-05,0.0025,0.6202,0.6202,8.9348,1.852e-06
"46",102556178,102556178,"","LOC102556178","uncharacterized LOC102556178",6.384e-08,2.478e-05,0.0026,0.809,0.809,10.3948,3.979e-07
"47",498898,498898,"ENSRNOG00000038190","Dok6","docking protein 6",6.965e-08,2.646e-05,0.0026,0.7317,0.7317,10.7128,2.914e-07
"48",500287,500287,"ENSRNOG00000006509","Srgap3","SLIT-ROBO Rho GTPase activating protein 3",8.259e-08,2.681e-05,0.0031,0.4882,0.4882,8.5805,2.771e-06
"49",25667,25667,"ENSRNOG00000002381","Bmp3","bone morphogenetic protein 3",7.616e-08,2.681e-05,0.0027,0.7145,0.7145,6.3286,4.968e-05
"50",24330,24330,"ENSRNOG00000019422","Egr1","early growth response 1",7.766e-08,2.681e-05,0.0028,1.0643,1.0643,9.116,1.515e-06
"51",120094653,120094653,"","LOC120094653","uncharacterized LOC120094653",7.893e-08,2.681e-05,0.0029,-1.0962,-1.0962,-8.8039,2.146e-06
"52",103692368,103692368,"ENSRNOG00000025558","Palm2","paralemmin 2",7.525e-08,2.681e-05,0.0027,0.7025,0.7025,9.7815,7.422e-07
"53",306571,306571,"ENSRNOG00000025174","Kat6a","lysine acetyltransferase 6A",8.012e-08,2.681e-05,0.0029,0.4631,0.4631,9.4609,1.041e-06
"54",171058,171058,"ENSRNOG00000011623","Rab3c","RAB3C, member RAS oncogene family",8.161e-08,2.681e-05,0.003,0.5808,0.5808,9.0838,1.569e-06
"55",362342,362342,"ENSRNOG00000007034","Hipk2","homeodomain interacting protein kinase 2",8.106e-08,2.681e-05,0.003,1.0414,1.0414,9.2682,1.282e-06
"56",54323,54323,"ENSRNOG00000043465","Arc","activity-regulated cytoskeleton-associated protein",8.54e-08,2.723e-05,0.0031,0.6367,0.6367,8.931,1.86e-06
"57",29340,29340,"ENSRNOG00000015603","Prkce","protein kinase C, epsilon",8.822e-08,2.736e-05,0.0032,0.3929,0.3929,8.496,3.056e-06
"58",311071,311071,"ENSRNOG00000004677","Zeb2","zinc finger E-box binding homeobox 2",8.887e-08,2.736e-05,0.0032,0.4949,0.4949,9.7737,7.482e-07
"59",81813,81813,"ENSRNOG00000006118","Klf10","KLF transcription factor 10",1.002e-07,3.032e-05,0.0033,0.5794,0.5794,7.763,7.378e-06
"60",64554,64554,"ENSRNOG00000011016","Slc7a2","solute carrier family 7 member 2",1.039e-07,3.093e-05,0.0034,0.6082,0.6082,9.2094,1.367e-06
"61",315250,315250,"ENSRNOG00000022844","Pdzrn4","PDZ domain containing RING finger 4",1.116e-07,3.238e-05,0.0034,1.1032,1.1032,8.8462,2.046e-06
"62",301361,301361,"ENSRNOG00000023312","Lonrf2","LON peptidase N-terminal domain and ring finger 2",1.124e-07,3.238e-05,0.0035,0.4268,0.4268,8.0939,4.921e-06
"63",286972,286972,"ENSRNOG00000014891","Ptar1","protein prenyltransferase alpha subunit repeat containing 1",1.18e-07,3.291e-05,0.0036,0.9936,0.9936,8.6096,2.68e-06
"64",298033,298033,"ENSRNOG00000017132","Snx30","sorting nexin family member 30",1.165e-07,3.291e-05,0.0035,0.4581,0.4581,8.8611,2.012e-06
"65",24307,24307,"ENSRNOG00000055078","Cyp4b1","cytochrome P450, family 4, subfamily b, polypeptide 1",1.268e-07,3.441e-05,0.0036,-0.7332,-0.7332,-5.1579,3e-04
"66",192253,192253,"ENSRNOG00000016483","Myo16","myosin XVI",1.272e-07,3.441e-05,0.0037,0.5642,0.5642,8.8704,1.991e-06
"67",361810,361810,"ENSRNOG00000022523","Fkbp5","FKBP prolyl isomerase 5",1.4e-07,3.675e-05,0.0038,-0.358,-0.358,-7.9822,5.634e-06
"68",312566,312566,"ENSRNOG00000023257","Adamts9","ADAM metallopeptidase with thrombospondin type 1 motif, 9",1.388e-07,3.675e-05,0.0038,1.1778,1.1778,8.5122,2.999e-06
"69",691920,691920,"ENSRNOG00000010050","Stard9","StAR-related lipid transfer domain containing 9",1.603e-07,4.148e-05,0.0039,0.5603,0.5603,9.0834,1.57e-06
"70",120095623,120095623,"","LOC120095623","uncharacterized LOC120095623",1.639e-07,4.18e-05,0.0039,1.0013,1.0013,7.6126,8.905e-06
"71",287706,287706,"ENSRNOG00000016921","Klhl11","kelch-like family member 11",1.698e-07,4.228e-05,0.004,0.5083,0.5083,8.209,4.286e-06
"72",103693508,103693508,"","LOC103693508","uncharacterized LOC103693508",1.706e-07,4.228e-05,0.004,-1.062,-1.062,-7.817,6.9e-06
"73",192348,192348,"ENSRNOG00000008258","Fnbp1","formin binding protein 1",1.752e-07,4.228e-05,0.0041,0.4332,0.4332,8.4452,3.243e-06
"74",100363266,100363266,"ENSRNOG00000049067","Igip","IgA-inducing protein",1.744e-07,4.228e-05,0.0041,-2.0314,-2.0314,-7.5169,1.005e-05
"75",286910,286910,"ENSRNOG00000019536","Smim3","small integral membrane protein 3",1.801e-07,4.262e-05,0.0042,-0.447,-0.447,-7.8277,6.81e-06
"76",171296,171296,"ENSRNOG00000011619","Myo9a","myosin IXA",1.814e-07,4.262e-05,0.0043,0.4502,0.4502,8.7599,2.256e-06
"77",291604,291604,"ENSRNOG00000045895","Dcp2","decapping mRNA 2",1.869e-07,4.334e-05,0.0043,0.5806,0.5806,6.8397,2.444e-05
"78",60666,60666,"ENSRNOG00000056457","Gpd1","glycerol-3-phosphate dehydrogenase 1",1.915e-07,4.384e-05,0.0044,-0.7353,-0.7353,-7.772,7.296e-06
"79",309407,309407,"ENSRNOG00000027770","Trpm3","transient receptor potential cation channel, subfamily M, member 3",2.062e-07,4.661e-05,0.0044,0.5972,0.5972,7.827,6.815e-06
"80",25589,25589,"ENSRNOG00000046829","Kdr","kinase insert domain receptor",2.156e-07,4.741e-05,0.0045,0.9239,0.9239,6.5973,3.407e-05
"81",293050,293050,"ENSRNOG00000017120","Abhd2","abhydrolase domain containing 2, acylglycerol lipase",2.177e-07,4.741e-05,0.0046,0.5291,0.5291,8.0206,5.377e-06
"82",25049,25049,"ENSRNOG00000016998","Atxn1","ataxin 1",2.126e-07,4.741e-05,0.0045,0.8497,0.8497,9.4081,1.102e-06
"83",311123,311123,"ENSRNOG00000052519","Ift70a2","intraflagellar transport 70A2",2.257e-07,4.856e-05,0.0046,-1.3951,-1.3951,-8.251,4.077e-06
"84",65271,65271,"ENSRNOG00000003614","Mgat5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",2.29e-07,4.869e-05,0.0047,0.4793,0.4793,8.1607,4.541e-06
"85",25601,25601,"ENSRNOG00000018191","Oprm1","opioid receptor, mu 1",2.384e-07,4.955e-05,0.0048,0.8219,0.8219,8.5978,2.716e-06
"86",689954,689954,"ENSRNOG00000013045","Setd7","SET domain containing 7, histone lysine methyltransferase",2.387e-07,4.955e-05,0.0048,0.5401,0.5401,9.2936,1.247e-06
"87",500527,500527,"ENSRNOG00000023459","Lurap1","leucine rich adaptor protein 1",2.454e-07,4.979e-05,0.0049,0.6112,0.6112,8.0668,5.084e-06
"88",307594,307594,"ENSRNOG00000013281","Mib1","MIB E3 ubiquitin protein ligase 1",2.44e-07,4.979e-05,0.0049,0.4082,0.4082,7.7444,7.551e-06
"89",266734,266734,"ENSRNOG00000020009","Npas4","neuronal PAS domain protein 4",2.557e-07,5.13e-05,0.005,1.1333,1.1333,7.3056,1.319e-05
"90",295588,295588,"ENSRNOG00000004624","Rnd3","Rho family GTPase 3",2.593e-07,5.145e-05,0.005,0.5054,0.5054,9.2517,1.305e-06
"91",310250,310250,"ENSRNOG00000008765","Zfhx4","zinc finger homeobox 4",3.002e-07,5.891e-05,0.0051,0.7347,0.7347,9.841,6.976e-07
"92",307555,307555,"ENSRNOG00000015383","Asxl3","ASXL transcriptional regulator 3",3.234e-07,6.144e-05,0.0053,0.6274,0.6274,10.9059,2.421e-07
"93",315936,315936,"ENSRNOG00000012386","Zbtb38","zinc finger and BTB domain containing 38",3.209e-07,6.144e-05,0.0052,0.3707,0.3707,8.1395,4.658e-06
"94",362848,362848,"ENSRNOG00000008378","Pram1","PML-RARA regulated adaptor molecule 1",3.188e-07,6.144e-05,0.0052,-0.7781,-0.7781,-6.9184,2.198e-05
"95",294518,294518,"ENSRNOG00000000302","Sesn1","sestrin 1",3.27e-07,6.146e-05,0.0053,-0.3395,-0.3395,-7.0408,1.866e-05
"96",29181,29181,"ENSRNOG00000009771","Cdh10","cadherin 10",3.844e-07,7.149e-05,0.0054,0.5872,0.5872,8.7784,2.209e-06
"97",296637,296637,"ENSRNOG00000010217","Prrc2b","proline-rich coiled-coil 2B",3.915e-07,7.207e-05,0.0054,0.3274,0.3274,7.3858,1.189e-05
"98",83731,83731,"ENSRNOG00000005985","Kcnma1","potassium calcium-activated channel subfamily M alpha 1",4.219e-07,7.617e-05,0.0055,0.377,0.377,7.1022,1.721e-05
"99",315162,315162,"ENSRNOG00000007003","Mei1","meiotic double-stranded break formation protein 1",4.223e-07,7.617e-05,0.0055,2.6594,2.6594,7.4969,1.031e-05
"100",364476,364476,"ENSRNOG00000037886","Hs6st3","heparan sulfate 6-O-sulfotransferase 3",4.454e-07,7.874e-05,0.0057,0.6319,0.6319,8.7017,2.411e-06
"101",100328908,100328908,"ENSRNOG00000024693","Zfp831","zinc finger protein 831",4.415e-07,7.874e-05,0.0056,0.4006,0.4006,8.2888,3.898e-06
"102",120094772,120094772,"","LOC120094772","ATP-dependent DNA helicase DDX11-like",4.728e-07,8.277e-05,0.0057,0.8737,0.8737,7.0368,1.876e-05
"103",59312,59312,"ENSRNOG00000052296","Shank3","SH3 and multiple ankyrin repeat domains 3",5.303e-07,9.194e-05,0.0058,0.8285,0.8285,7.4017,1.165e-05
"104",108352424,108352424,"","LOC108352424","uncharacterized LOC108352424",5.466e-07,9.385e-05,0.0058,-0.9047,-0.9047,-6.7883,2.621e-05
"105",499877,499877,"ENSRNOG00000037207","Ubr1","ubiquitin protein ligase E3 component n-recognin 1",5.79e-07,9.847e-05,0.0059,0.3827,0.3827,6.162,6.307e-05
"106",502710,502710,"ENSRNOG00000061080","Kmt2c","lysine methyltransferase 2C",5.904e-07,9.946e-05,0.0059,0.407,0.407,7.1838,1.545e-05
"107",305967,305967,"ENSRNOG00000013089","Kif13b","kinesin family member 13B",5.964e-07,9.952e-05,0.006,0.6172,0.6172,9.1268,1.497e-06
"108",303068,303068,"ENSRNOG00000042980","Adam19","ADAM metallopeptidase domain 19",6.109e-07,1e-04,0.006,0.4256,0.4256,7.8386,6.718e-06
"109",24772,24772,"ENSRNOG00000013589","Cxcl12","C-X-C motif chemokine ligand 12",6.361e-07,1e-04,0.0062,0.5067,0.5067,5.2709,2e-04
"110",404781,404781,"ENSRNOG00000014083","Iqsec3","IQ motif and Sec7 domain ArfGEF 3",6.35e-07,1e-04,0.0061,0.4945,0.4945,7.6053,8.989e-06
"111",120102934,120102934,"","LOC120102934","uncharacterized LOC120102934",6.746e-07,1e-04,0.0062,-0.6873,-0.6873,-6.4087,4.435e-05
"112",103692950,103692950,"","LOC103692950","uncharacterized LOC103692950",6.891e-07,1e-04,0.0063,0.5436,0.5436,7.5394,9.769e-06
"113",317346,317346,"ENSRNOG00000034240","Bcor","BCL6 co-repressor",7.495e-07,1e-04,0.0064,0.4866,0.4866,7.9814,5.639e-06
"114",363630,363630,"ENSRNOG00000037613","Kdm6b","lysine demethylase 6B",7.448e-07,1e-04,0.0063,0.4871,0.4871,8.7834,2.197e-06
"115",367085,367085,"ENSRNOG00000025624","Arhgap20","Rho GTPase activating protein 20",7.762e-07,1e-04,0.0064,0.3143,0.3143,6.555,3.613e-05
"116",120096281,120096281,"","LOC120096281","heterogeneous nuclear ribonucleoprotein A3-like",7.851e-07,1e-04,0.0066,-1.6924,-1.6924,-6.6553,3.145e-05
"117",494344,494344,"ENSRNOG00000067274","Ier2","immediate early response 2",7.765e-07,1e-04,0.0065,0.7127,0.7127,6.9775,2.031e-05
"118",290562,290562,"ENSRNOG00000018952","Sema3g","semaphorin 3G",7.897e-07,1e-04,0.0066,0.4288,0.4288,5.8702,9.668e-05
"119",114858,114858,"ENSRNOG00000014366","Shc3","SHC adaptor protein 3",7.979e-07,1e-04,0.0067,0.8651,0.8651,6.887,2.293e-05
"120",303113,303113,"ENSRNOG00000004956","Jade2","jade family PHD finger 2",8.305e-07,1e-04,0.0067,0.4025,0.4025,7.1243,1.671e-05
"121",310914,310914,"ENSRNOG00000016289","Bmpr1b","bone morphogenetic protein receptor type 1B",8.692e-07,1e-04,0.0069,0.2965,0.2965,5.1854,3e-04
"122",680576,680576,"ENSRNOG00000011387","Tet3","tet methylcytosine dioxygenase 3",8.55e-07,1e-04,0.0068,0.4455,0.4455,7.2343,1.447e-05
"123",307657,307657,"ENSRNOG00000019288","Ogfod1","2-oxoglutarate and iron-dependent oxygenase domain containing 1",8.695e-07,1e-04,0.007,0.278,0.278,5.4066,2e-04
"124",305066,305066,"ENSRNOG00000003694","Prox1","prospero homeobox 1",8.453e-07,1e-04,0.0068,0.7405,0.7405,7.8653,6.501e-06
"125",102551114,102551114,"","LOC102551114","uncharacterized LOC102551114",8.62e-07,1e-04,0.0069,0.3749,0.3749,6.1236,6.667e-05
"126",303504,303504,"ENSRNOG00000053285","Mllt6","MLLT6, PHD finger containing",8.893e-07,1e-04,0.0071,0.5725,0.5725,6.9894,1.999e-05
"127",81707,81707,"ENSRNOG00000010947","Mmp14","matrix metallopeptidase 14",9.026e-07,1e-04,0.0071,0.772,0.772,7.2593,1.4e-05
"128",25563,25563,"ENSRNOG00000001159","Tff3","trefoil factor 3",9.344e-07,1e-04,0.0072,1.8058,1.8058,4.9148,4e-04
"129",24473,24473,"ENSRNOG00000010254","Htr1a","5-hydroxytryptamine receptor 1A",9.437e-07,1e-04,0.0072,0.3636,0.3636,6.1803,6.143e-05
"130",288691,288691,"ENSRNOG00000028630","Ksr2","kinase suppressor of ras 2",9.458e-07,1e-04,0.0073,0.469,0.469,7.3402,1.261e-05
"131",364901,364901,"ENSRNOG00000022691","St8sia5","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",1.027e-06,1e-04,0.0073,0.3842,0.3842,7.4274,1.127e-05
"132",679578,679578,"ENSRNOG00000016879","Ldlrad4","low density lipoprotein receptor class A domain containing 4",1.113e-06,2e-04,0.0074,0.3355,0.3355,6.1376,6.533e-05
"133",58982,58982,"ENSRNOG00000048036","Ncan","neurocan",1.134e-06,2e-04,0.0074,0.4115,0.4115,7.2479,1.421e-05
"134",315189,315189,"ENSRNOG00000069507","Prr5","proline rich 5",1.153e-06,2e-04,0.0075,-0.7098,-0.7098,-6.7863,2.628e-05
"135",362958,362958,"ENSRNOG00000026212","Micall1","MICAL-like 1",1.164e-06,2e-04,0.0076,0.5037,0.5037,6.9303,2.163e-05
"136",290447,290447,"ENSRNOG00000010479","Mycbp2","MYC binding protein 2",1.16e-06,2e-04,0.0076,0.3103,0.3103,6.9876,2.003e-05
"137",103694018,103694018,"","LOC103694018","zinc finger protein 120-like",1.219e-06,2e-04,0.0077,0.9128,0.9128,7.4943,1.035e-05
"138",103691253,103691253,"","LOC103691253","uncharacterized LOC103691253",1.25e-06,2e-04,0.008,0.618,0.618,6.1923,6.037e-05
"139",79242,79242,"ENSRNOG00000010610","Hpgd","15-hydroxyprostaglandin dehydrogenase",1.259e-06,2e-04,0.008,-0.846,-0.846,-6.4017,4.479e-05
"140",497918,497918,"ENSRNOG00000005165","Smcr8","SMCR8-C9orf72 complex subunit",1.236e-06,2e-04,0.0078,0.462,0.462,7.2317,1.452e-05
"141",679812,679812,"ENSRNOG00000016011","Plekhg1","pleckstrin homology and RhoGEF domain containing G1",1.261e-06,2e-04,0.0081,0.5591,0.5591,8.11,4.826e-06
"142",78957,78957,"ENSRNOG00000019207","Shank1","SH3 and multiple ankyrin repeat domains 1",1.246e-06,2e-04,0.0079,0.6532,0.6532,6.8438,2.431e-05
"143",362522,362522,"ENSRNOG00000032048","Zfp462","zinc finger protein 462",1.229e-06,2e-04,0.0078,0.3153,0.3153,6.4692,4.073e-05
"144",291640,291640,"ENSRNOG00000068493","Slc25a2","solute carrier family 25 member 2",1.229e-06,2e-04,0.0077,-0.4041,-0.4041,-4.6004,7e-04
"145",81524,81524,"ENSRNOG00000002983","Nfix","nuclear factor I X",1.304e-06,2e-04,0.0081,0.3273,0.3273,5.853,9.917e-05
"146",83500,83500,"ENSRNOG00000018086","Slc22a8","solute carrier family 22 member 8",1.322e-06,2e-04,0.0082,0.5216,0.5216,5.8552,9.885e-05
"147",292721,292721,"ENSRNOG00000020426","Erf","Ets2 repressor factor",1.317e-06,2e-04,0.0082,0.5072,0.5072,7.1453,1.625e-05
"148",305577,305577,"ENSRNOG00000052142","Ahsa2","activator of HSP90 ATPase homolog 2",1.361e-06,2e-04,0.0083,-0.3776,-0.3776,-5.8693,9.681e-05
"149",303559,303559,"ENSRNOG00000020770","Arl4d","ADP-ribosylation factor like GTPase 4D",1.362e-06,2e-04,0.0084,0.4087,0.4087,6.126,6.644e-05
"150",25154,25154,"ENSRNOG00000006831","Pgr","progesterone receptor",1.354e-06,2e-04,0.0083,0.3804,0.3804,5.778,1e-04
"151",309722,309722,"ENSRNOG00000000633","Rhobtb1","Rho-related BTB domain containing 1",1.42e-06,2e-04,0.0085,0.5456,0.5456,6.0295,7.646e-05
"152",54305,54305,"ENSRNOG00000002793","Sstr2","somatostatin receptor 2",1.422e-06,2e-04,0.0085,0.4643,0.4643,7.0105,1.943e-05
"153",89806,89806,"ENSRNOG00000020173","Tie1","tyrosine kinase with immunoglobulin-like and EGF-like domains 1",1.459e-06,2e-04,0.0086,0.4573,0.4573,4.9458,4e-04
"154",294978,294978,"ENSRNOG00000038436","Bltp1","bridge-like lipid transfer protein family member 1",1.498e-06,2e-04,0.0086,0.3015,0.3015,6.3874,4.571e-05
"155",311486,311486,"ENSRNOG00000007440","Dzank1","double zinc ribbon and ankyrin repeat domains 1",1.514e-06,2e-04,0.0087,0.4168,0.4168,6.0173,7.783e-05
"156",286761,286761,"ENSRNOG00000006980","Vcpip1","valosin containing protein interacting protein 1",1.566e-06,2e-04,0.0089,0.351,0.351,6.363,4.731e-05
"157",303019,303019,"ENSRNOG00000027606","Neurl1b","neuralized E3 ubiquitin protein ligase 1B",1.554e-06,2e-04,0.0088,1.1279,1.1279,6.2254,5.756e-05
"158",100359574,100359574,"ENSRNOG00000025154","LOC100359574","NHP2 non-histone chromosome protein 2-like 1-like",1.557e-06,2e-04,0.0088,-1.0694,-1.0694,-5.3719,2e-04
"159",29480,29480,"ENSRNOG00000002773","Rgs4","regulator of G-protein signaling 4",1.539e-06,2e-04,0.0087,0.3531,0.3531,5.1179,3e-04
"160",24750,24750,"ENSRNOG00000000795","RT1-N3","RT1 class Ib, locus N3",1.65e-06,2e-04,0.009,-0.3518,-0.3518,-6.2276,5.739e-05
"161",83833,83833,"ENSRNOG00000010557","Smarcd2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",1.644e-06,2e-04,0.009,-0.3619,-0.3619,-6.1469,6.445e-05
"162",301556,301556,"ENSRNOG00000053200","Dock10","dedicator of cytokinesis 10",1.673e-06,2e-04,0.0091,0.5524,0.5524,6.9196,2.195e-05
"163",313219,313219,"ENSRNOG00000006972","Zfp189","zinc finger protein 189",1.696e-06,2e-04,0.0091,-0.401,-0.401,-6.5437,3.67e-05
"164",303201,303201,"ENSRNOG00000032492","Usp22","ubiquitin specific peptidase 22",1.698e-06,2e-04,0.0092,0.2864,0.2864,5.8045,1e-04
"165",84390,84390,"ENSRNOG00000055382","Hcn1","hyperpolarization-activated cyclic nucleotide-gated potassium channel 1",1.71e-06,2e-04,0.0092,0.3682,0.3682,6.4488,4.192e-05
"166",498846,498846,"ENSRNOG00000063070","Pcdhga2","protocadherin gamma subfamily A, 2",1.728e-06,2e-04,0.0093,0.2746,0.2746,5.2089,3e-04
