"","GSE111212_exercise"
"11287",0.1725
"11298",-0.3486
"11302",-0.0349
"11303",0.0381
"11304",0.784
"11305",-0.0986
"11306",0.0577
"11307",-0.0689
"11308",0.0476
"11350",-0.0091
"11352",0.0045
"11363",0.0444
"11364",0.1531
"11370",0.0558
"11409",0.0985
"11416",0.0361
"11418",-0.0281
"11419",-0.0462
"11421",0.4262
"11423",-0.0566
"11426",-0.0259
"11428",-0.0193
"11429",0.0462
"11430",0.0395
"11431",0.0438
"11432",0.0081
"11433",0.4771
"11434",-0.2467
"11435",0.0023
"11438",-0.3047
"11440",0.7198
"11441",-0.0012
"11443",0.1165
"11444",-0.028
"11448",-0.5254
"11459",-0.0177
"11461",3e-04
"11465",-0.0237
"11472",-0.0105
"11474",0.4277
"11475",0.0871
"11477",0.0169
"11479",-0.0308
"11480",-0.0148
"11481",-0.1065
"11482",0.2035
"11484",-0.1776
"11486",-0.1644
"11487",-0.0141
"11488",0.0059
"11489",0.068
"11490",0.0095
"11491",0.0454
"11492",-0.1922
"11496",-0.0347
"11497",0.5102
"11498",0.4338
"11499",-0.2066
"11501",0.1506
"11502",-0.0321
"11504",0.0193
"11512",-0.0231
"11513",0.0265
"11514",-0.3791
"11515",-0.0202
"11516",-0.0731
"11517",-0.0317
"11519",-0.0157
"11520",0.1496
"11522",0.6914
"11529",-0.4055
"11532",0.0561
"11534",0.0179
"11535",0.1292
"11536",0.131
"11538",-0.1173
"11539",0.0466
"11540",-0.0122
"11541",-0.0536
"11542",0.042
"11544",0.0185
"11545",-0.0197
"11546",-0.0656
"11548",-0.2309
"11549",-0.1813
"11550",-0.0194
"11551",-0.1861
"11552",0.0126
"11553",-0.0774
"11554",-0.0881
"11555",0.1818
"11556",-0.3093
"11564",0.0305
"11565",0.0505
"11566",-0.0188
"11567",0.5123
"11568",0.0155
"11569",-0.024
"11576",0.7981
"11593",0.1911
"11595",0.0136
"11596",0.2031
"11600",-0.0623
"11601",0.528
"11603",-0.0021
"11604",-0.3604
"11605",-0.0032
"11606",-0.2044
"11607",-0.1704
"11608",0.6678
"11609",-0.0747
"11610",0.288
