"","GSE197754_enriched environment (EE)"
"50791",1.9753
"50793",2.8881
"50794",-0.9262
"50795",0.3675
"50797",1.7358
"50798",-0.1295
"50799",0.2643
"50817",-1.2439
"50849",-2.2234
"50850",1.2281
"50868",-2.0836
"50873",-1.3924
"50874",1.1916
"50875",0.5245
"50876",0.0624
"50877",-0.6154
"50878",2.2273
"50880",-0.2641
"50883",-0.207
"50884",4.4192
"50887",-0.9892
"50905",-0.0374
"50907",0.1144
"50908",0.9801
"50909",-0.1859
"50911",2.7119
"50912",0.5629
"50913",-2.1674
"50914",-2.3504
"50915",1.131
"50917",0.4732
"50918",0.0232
"50926",3.3655
"50927",0.898
"50928",-0.7976
"50931",-0.546
"50932",-2.0311
"50933",1.9951
"50934",-1.2561
"50935",-2.527
"50994",-0.1099
"50995",1.8017
"50996",-1.1019
"50997",-2.3316
"51786",1.1958
"51788",-0.1167
"51789",-5.2063
"51791",-0.3184
"51792",-0.4742
"51793",0.7727
"51795",-1.5944
"51796",0.9456
"51797",1.9313
"51798",1.2296
"51799",-3.1962
"51800",1.8384
"51801",-0.8101
"51810",0.3547
"51812",-0.9147
"51813",1.6516
"51869",2.0383
"51875",-0.5136
"51885",0.1455
"51886",-0.4305
"51897",-0.8697
"51902",2.4275
"51938",0.4041
"51944",-1.4644
"51960",-0.3796
"52004",-1.835
"52009",-0.5354
"52013",0.1355
"52014",-0.5442
"52020",0.0759
"52023",1.6942
"52024",-0.4872
"52028",-0.3946
"52033",-1.8753
"52036",0.8707
"52040",-2.3906
"52055",-0.2915
"52064",0.6459
"52065",0.654
"52076",2.9562
"52118",2.8853
"52120",0.3821
"52123",1.7322
"52132",-2.2457
"52150",1.3566
"52163",-1.0819
"52174",-1.9816
"52184",1.349
"52187",0.442
"52202",2.3516
"52206",0.2307
"52231",-0.7922
"52245",0.7734
"52250",2.7332
"52276",0.3485
"52285",2.641
"52323",1.3265
"52331",0.2243
"52335",-0.4002
"52348",0.9989
"52357",-0.7132
"52372",-1.0682
"52377",-1.3958
"52389",-0.8303
"52392",0.3806
"52397",1.2114
"52398",-0.5111
"52428",1.1878
"52430",-1.909
"52432",1.712
"52440",1.4289
"52443",-1.2108
"52463",0.6698
"52466",-1.4844
"52468",-0.7165
"52469",-0.5973
"52477",1.2397
"52480",-1.4921
"52502",-2.1489
"52504",-0.6049
"52513",-0.7757
"52521",-0.546
"52530",0.3792
"52535",-0.6314
"52538",0.5523
"52551",-1.0638
"52552",-0.9274
"52563",-0.0908
"52575",2.555
"52585",-1.0208
"52588",-2.8681
"52589",1.1116
"52592",-1.0618
"52609",-3.582
"52615",1.1488
"52626",0.2109
"52633",1.2476
"52635",2.1908
"52637",0.8986
"52639",-2.581
"52653",0.7085
"52662",1.1766
"52665",0.6526
"52666",-0.3766
"52668",0.3032
"52679",-0.2839
"52683",-2.34
"52685",-0.0555
"52686",1.2056
"52690",-0.0635
"52696",1.5173
"52700",1.6545
"52705",1.5288
"52708",-1.0479
"52710",-1.2224
"52712",0.1322
"52713",2.2191
"52715",0.3255
"52717",-0.4134
"52808",0.3298
"52815",0.423
"52822",0.9567
"52829",2.1421
"52830",-0.1191
"52837",1.5125
"52838",0.8602
"52840",-1.2416
"52846",-0.6803
"52850",-2.3842
"52855",0.5265
"52856",-1.3487
"52857",-1.5593
"52858",0.0158
"52864",0.9589
"52874",1.8329
"52882",2.8589
"52892",0.5951
"52897",-2.8643
"52898",1.4804
"52906",0.092
"52915",-2.9835
"53310",0.2532
"53311",1.2068
"53312",-1.4291
"53313",-0.9503
"53314",1.0783
"53317",1.1034
"53318",0.797
"53319",0.2227
"53320",0.169
"53321",-2.7512
"53322",3.8262
"53323",0.0474
"53324",5.594
"53325",-3.491
"53328",1.0914
"53330",1.7207
"53331",1.3109
"53332",2.603
"53333",1.0649
"53334",1.0036
"53356",-0.3369
"53357",-1.997
"53374",-0.763
"53375",2.9696
"53376",1.9011
"53378",1.4087
"53379",-0.5913
"53380",-0.3317
"53381",1.1426
"53382",1.3719
"53404",-0.1143
"53412",0.2204
"53413",-0.3272
"53414",-0.9408
"53415",0.4784
"53416",1.2036
"53417",0.5414
"53418",-3.2651
"53419",1.4071
"53420",0.5016
"53421",0.7756
"53422",0.9811
"53424",-1.3394
"53598",1.5068
"53599",2.5195
"53600",1.748
"53601",0.2812
"53602",0.9882
"53603",1.5766
"53604",0.4957
"53605",0.705
"53607",-0.9724
"53608",-0.8311
"53609",-3.0573
"53610",-1.7332
"53611",-1.7312
"53612",0.1476
"53614",1.7025
"53618",1.3894
"53619",-0.7644
"53620",-0.7546
"53621",1.9372
"53623",2.4003
"53625",0.251
"53626",-0.0999
"53627",-0.1433
"53761",-2.4523
"53791",-1.388
"53817",-2.9058
"53857",-1.1119
"53858",-0.1322
"53859",-0.755
"53860",-1.4693
"53861",0.5207
"53867",-1.8547
"53869",1.6964
"53870",-0.2556
"53871",1.511
"53872",-0.8211
"53881",-0.5977
"53883",-0.635
"53885",1.1653
"53886",1.5408
"53890",-2.7797
"53892",0.7254
"53893",-1.3587
"53895",0.3471
"53896",0.5231
"53897",-2.5569
"53901",-0.2403
"53902",-0.847
"53945",-0.0265
"53951",-0.288
"53972",-2.6106
"53975",-1.1367
"53978",0.8813
"54003",0.649
"54004",3.2747
"54006",1.2434
"54120",0.8931
"54122",0.417
"54123",1.477
"54124",0.56
"54125",-0.6804
"54126",-2.0579
"54127",-2.8733
"54128",1.564
"54130",-1.3754
"54131",-2.771
"54132",-0.1506
"54135",-0.3275
"54137",-2.3521
"54138",2.2857
"54139",-0.1397
"54140",-0.5498
"54141",-0.8388
"54151",-2.3031
"54152",-1.4917
"54153",0.1724
"54156",0.125
"54159",-1.5562
"54160",1.844
"54161",0.0319
"54167",-0.7924
"54169",0.3743
"54170",0.8689
"54188",0.4663
"54189",1.2733
"54194",-3.933
"54195",0.3974
"54196",-3.0709
"54197",2.4616
"54198",1.0639
"54199",-0.8752
"54200",2.1651
"54201",-2.226
"54204",-0.1971
"54208",1.1692
"54214",-1.687
"54215",-0.0824
"54216",1.1542
"54217",-1.0191
"54218",-2.2291
"54219",0.0295
"54324",0.3897
"54325",1.4165
"54326",1.1276
"54338",2.4309
"54342",2.5043
"54343",0.0087
"54351",0.0552
"54352",-0.0058
"54353",-0.631
"54354",-0.7871
"54357",-0.0931
"54364",1.0604
"54366",0.2015
"54367",0.0016
"54368",1.1984
"54369",0.6729
"54371",-1.313
"54373",-1.9428
"54375",2.6162
"54376",-0.5802
"54377",0.1481
"54378",1.3504
"54380",1.3285
"54381",0.9044
"54383",-2.2403
"54384",0.0841
"54387",-0.5418
"54391",2.0579
"54392",1.354
"54393",-0.9833
"54394",0.2623
"54396",-0.3751
"54397",-0.2804
"54399",-1.2529
"54401",1.034
"54402",0.0471
"54403",2.9874
"54405",-1.6625
"54409",-0.1156
"54411",0.1364
"54418",0.0796
"54420",-0.6758
"54427",1.6909
"54445",-2.2687
"54446",1.4074
"54447",0.6527
"54451",1.2991
"54473",0.3446
"54484",-1.538
"54485",-1.0895
"54486",0.7592
"54519",1.1827
"54524",0.491
"54525",-2.1232
"54526",2.1943
"54561",1.596
"54562",0.8925
"54563",-1.0064
"54598",2.2811
"54601",-1.8114
"54604",0.3328
"54607",0.7401
"54608",1.362
"54609",1.36
"54610",1.3032
"54611",0.7195
"54612",0.7287
"54613",-0.3563
"54614",-1.3966
"54615",0.2702
"54616",-1.0183
"54624",-1.1701
"54630",-1.8879
"54631",-0.8259
"54632",0.2459
"54633",-0.0762
"54634",-0.9506
"54635",0.677
"54636",0.2802
"54637",0.2912
"54638",-2.4647
"54644",-1.7342
"54645",-1.7844
"54646",-1.6051
"54648",-1.4935
"54650",1.3349
"54651",0.2071
"54652",0.6821
"54667",-1.1038
"54670",-0.4259
"54672",-0.8784
"54673",3.004
"54678",0.5495
"54683",-1.0346
"54698",0.8291
"54709",1.1114
"54710",0.5844
"54711",0.7728
"54712",-0.0364
"54713",0.7725
"54720",-0.5727
"54721",-1.3318
"54722",0.5258
"54723",0.08
"54725",0.0903
"55927",-0.0207
"55932",-0.3788
"55934",-0.5859
"55935",0.0831
"55936",-2.0358
"55942",1.619
"55943",0.2574
"55944",2.105
"55946",1.1501
"55947",0.9855
"55948",-0.0882
"55949",-1.5596
"55950",-0.582
"55951",1.8794
"55960",-0.1547
"55961",-0.2542
"55963",-1.6844
"55978",0.9038
"55979",-1.2963
"55980",0.7798
"55981",0.2761
"55982",-0.9819
"55983",-2.6828
"55984",-2.2918
"55985",0.0104
"55987",-0.6737
"55988",2.2554
"55989",1.9864
"55990",2.6563
"55991",1.3251
"55992",-1.4521
"55994",-0.3591
"56009",-2.0907
"56012",3.6821
"56013",-5.4024
"56016",-0.2148
"56017",-0.0178
"56018",1.2614
"56030",1.9539
"56031",-0.4199
"56032",-1.0466
"56036",-1.149
"56040",1.6231
"56041",0.2455
"56043",1.6736
"56044",-0.2624
"56045",0.7174
"56046",-2.2507
"56047",-0.75
"56048",0.8282
"56050",1.5503
"56055",-1.0762
"56068",0.7687
"56069",-1.3659
"56070",2.751
"56072",-0.8961
"56075",1.0812
"56077",-0.2205
"56078",0.0399
"56079",-1.3967
"56085",0.4532
"56086",1.5063
"56087",-0.6224
"56088",-0.6042
"56089",-1.9292
"56095",-0.2469
"56149",-0.9327
"56150",0.2044
"56173",-0.7578
"56174",-0.1663
"56175",0.3878
"56176",2.0159
"56177",-1.8904
"56187",-0.1831
"56188",-0.4312
"56190",-0.0528
"56191",-1.0617
"56193",0.2699
"56194",2.9526
"56195",3.2673
"56196",0.778
"56198",-0.4501
"56199",1.7926
"56200",1.2298
"56205",-1.0942
"56207",1.2444
"56208",-0.3347
"56209",2.7985
"56210",1.6481
"56212",-0.3239
"56213",-2.7664
"56214",0.2517
"56215",-3.8894
"56216",-1.9871
"56217",-0.2733
"56218",1.1569
"56219",-4.2199
"56220",1.5323
"56221",-0.5106
"56222",-1.9927
"56224",1.2656
"56226",-2.1776
"56228",2.0178
"56229",0.3418
"56233",-2.5579
"56248",0.7928
"56249",-0.2391
"56258",-0.6584
"56264",-0.291
"56273",-1.063
"56274",1.228
"56275",-2.046
"56277",1.5235
"56278",-0.2825
"56279",0.1018
"56280",1.9193
"56282",0.7219
"56284",-0.8036
"56289",1.2788
"56291",1.7862
"56292",0.9795
"56293",0.3992
"56294",1.1848
"56295",0.8664
"56296",0.6919
"56297",0.36
"56298",1.4838
"56299",1.1015
"56305",0.2155
"56306",1.1821
"56307",0.9028
"56309",0.9578
"56310",0.0067
"56312",-0.9925
"56314",0.1738
"56315",1.5349
"56316",-2.3047
"56317",1.3829
"56318",0.3894
"56320",-1.98
"56321",-0.0186
"56322",0.0417
"56323",2.6144
"56324",1.8157
"56325",-1.0292
"56327",-0.0131
"56330",-0.702
"56332",-0.9251
"56334",-0.5116
"56335",-1.0888
"56336",-1.5101
"56338",-1.2927
"56347",0.6429
"56348",3.117
"56349",0.1367
"56350",-1.8191
"56351",-0.6969
"56353",2.1207
"56354",0.6847
"56356",-1.8952
"56357",-2.0638
"56358",1.2249
"56360",0.8505
"56361",-2.2362
"56363",1.9167
"56364",-0.1308
"56367",3.8713
"56368",-0.375
"56369",1.7582
"56370",-0.983
"56371",-1.4656
"56372",1.9356
"56374",1.6031
"56375",1.3109
"56376",0.8381
"56378",0.6535
"56380",0.281
"56381",0.2284
"56382",1.1487
"56384",-1.7999
"56386",2.7325
"56389",-0.4773
"56390",-0.2348
"56392",1.4873
"56395",-0.8924
"56397",-0.8513
"56398",0.5499
"56399",-1.216
"56401",0.8769
"56403",2.9618
"56404",0.2734
"56405",0.9927
"56406",0.9003
"56407",0.2688
"56409",-4.7209
"56410",0.5111
"56412",0.8773
"56417",-1.8507
"56418",-1.2253
"56419",1.643
"56420",-1.8229
"56421",-1.0418
"56422",0.8894
"56424",0.6484
"56426",3.0623
"56427",-0.9994
"56428",1.6161
"56430",-0.1449
"56431",2.7362
"56433",4.7402
"56434",1.9153
"56436",-0.504
"56437",-0.4991
"56438",-0.1369
"56440",-0.1196
"56441",-1.2407
"56442",3.2591
"56443",-1.6146
"56444",1.7593
"56445",0.5114
"56447",-0.7843
"56448",0.2693
"56449",-0.8272
"56451",1.4476
"56452",2.1668
"56453",-1.1811
"56454",1.359
"56455",0.9218
"56456",-0.3301
"56457",0.2192
"56458",-0.7044
"56459",-0.8182
"56461",1.4501
"56462",-1.7716
"56463",-2.1306
"56464",-1.0462
"56468",-0.8452
"56469",0.3658
"56470",1.6928
"56471",-1.3097
"56473",-1.5313
"56480",1.6
"56484",-2.3158
"56485",-1.0442
"56486",1.7308
"56488",-0.6835
"56489",-0.1413
"56490",1.342
"56491",-0.4327
"56494",-0.2873
"56495",1.9475
"56496",1.2796
"56501",3.293
"56503",0.824
"56504",-0.8143
"56505",0.984
"56506",0.437
"56508",-1.7492
"56513",-0.262
"56515",2.3366
"56516",-0.3261
"56517",1.0276
"56520",-0.2623
"56522",0.9877
"56523",1.3094
"56524",0.1049
"56525",-0.2132
"56526",0.9471
"56527",-1.0438
"56529",1.1629
"56530",-0.3209
"56531",0.0851
"56532",-1.1642
"56533",-0.2975
"56534",1.5305
"56535",0.4563
"56538",-1.5695
"56541",0.0509
"56542",0.5929
"56543",0.3458
"56544",1.5353
"56546",-2.8694
"56550",2.0526
"56551",-1.6328
"56612",-3.097
"56613",-1.7146
"56615",0.3244
"56620",0.7853
"56622",0.6414
"56626",-0.1667
"56631",-2.1544
"56632",-3.112
"56637",1.4326
"56642",0.9155
"56644",0.2902
"56690",0.4521
"56692",2.1432
"56693",2.2155
"56695",-0.1598
"56697",-0.3108
"56698",0.1273
"56699",1.3611
"56700",1.4184
"56702",-2.3415
"56703",0.3143
"56705",-0.3309
"56706",1.3788
"56707",-0.0816
"56708",0.1837
"56709",0.6302
"56710",2.7543
"56711",0.1275
"56715",-0.4166
"56716",-1.8203
"56717",1.5083
"56720",-0.2372
"56722",-1.432
"56724",0.9387
"56726",3.5112
"56734",0.2137
"56736",2.8047
"56737",3.3316
"56738",0.4011
"56739",0.7193
"56741",-0.9543
"56742",-2.0521
"56743",-0.0452
"56744",-0.5797
"56745",0.837
"56747",0.5067
"56748",0.0366
"56749",-1.1601
"56752",-0.2309
"56753",0.8739
"56758",1.9493
"56760",-0.6344
"56771",-2.513
"56772",2.8551
"56773",-2.4034
"56784",2.8071
"56786",1.6633
"56787",-1.8178
"56788",-0.0227
"56790",0.19
"56791",-0.3623
"56792",-0.5217
"56794",1.1632
"56795",-0.2974
"56805",1.777
"56807",-1.3661
"56808",1.3102
"56809",-2.5095
"56811",-0.3159
"56812",-5.8182
"56838",1.5824
"56839",2.8061
"56843",-2.2133
"56844",-2.4854
"56846",0.25
"56847",-1.2065
"56856",-0.3808
"56857",0.4659
"56863",-0.7816
"56869",0.0811
"56873",0.0561
"56874",-0.4745
"56876",-1.5805
"56878",1.3415
"57014",-1.596
"57028",-1.7321
"57080",1.1161
"57138",-2.7657
"57170",-1.2435
"57230",0.5526
"57247",-0.2739
"57249",1.8604
"57257",1.2201
"57258",-0.7366
"57259",0.7324
"57260",-0.6147
"57261",-1.5533
"57264",-1.8776
"57265",1.1341
"57266",0.0314
"57267",-1.8811
"57274",-1.1682
"57275",-0.9038
"57276",-0.5224
"57278",1.1499
"57279",1.6221
"57294",0.7748
"57295",-2.8818
"57296",1.0487
"57312",2.1581
"57314",-1.1727
"57315",-0.4575
"57316",1.2181
"57317",-2.6314
"57319",2.2457
"57320",-0.5437
"57321",0.8948
"57330",-2.891
"57339",1.457
"57340",-3.2152
"57342",-0.1953
"57344",0.6725
"57349",-1.6422
"57354",-0.0281
"57355",0.1304
"57357",0.1244
"57370",-0.285
"57373",0.2306
"57376",-0.1942
"57377",-1.171
"57394",1.096
"57423",1.9796
"57429",0.074
"57431",-0.528
"57432",1.1695
"57434",-0.2131
"57435",-1.94
"57436",-1.2912
"57437",0.4742
"57438",-0.1075
"57439",-0.2768
"57440",0.7161
"57441",-0.4549
"57442",1.7051
"57443",-0.333
"57444",1.2111
"57738",-1.6797
"57740",-2.4497
"57741",-2.0398
"57742",2.1102
"57743",0.6462
"57745",-0.5233
"57746",-0.0787
"57748",-0.6941
"57749",0.5741
"57750",1.2024
"57751",1.2158
"57752",0.0889
"57753",0.6229
"57754",-1.6683
"57764",1.0422
"57765",0.6721
"57773",-1.7309
"57775",1.0192
"57776",-2.2554
"57778",-1.078
"57780",-1.3867
"57781",0.2519
"57782",0.3085
"57783",-1.8815
"57784",1.2678
"57785",-0.3172
"57808",-2.7647
"57810",-0.4573
"57813",-0.4333
"57814",0.1573
"57815",1.9226
"57816",-2.8919
"57837",0.3348
"57869",-0.1164
"57874",-1.7666
"57875",1.0591
"57890",0.7146
"57895",0.0033
"57896",2.4365
"57905",0.3542
"57908",0.9278
"57912",-0.6968
"57913",-1.713
"57914",-1.9671
"57915",-0.9283
"57916",0.2575
"58172",2.7683
"58175",-0.1699
"58176",-0.2899
"58178",1.8309
"58180",1.1091
"58182",0.9732
"58184",1.2083
"58185",0.8452
"58186",-0.0107
"58187",-0.482
"58188",-2.0875
"58193",-0.039
"58194",0.2916
"58198",-0.4061
"58200",1.7028
"58202",-1.4547
"58203",-0.6626
"58205",1.3091
"58206",0.8762
"58207",-0.6049
"58208",-0.4393
"58212",-3.6367
"58220",-1.2331
"58222",-1.5253
"58223",-0.4356
"58226",0.3423
"58227",-0.2209
"58229",0.7137
"58230",-2.1127
"58231",-0.2912
"58233",-2.4198
"58234",-0.9296
"58235",-3.599
"58237",-0.9583
"58238",-1.3804
"58239",-1.4415
"58240",-0.0068
"58242",1.6221
"58243",0.6622
"58244",-0.3171
"58245",-0.5627
"58246",0.1724
"58248",0.1834
"58249",1.5522
"58250",0.9532
"58251",-0.6613
"58520",0.685
"58521",1.3612
"58523",0.4837
"58799",1.853
"58800",1.3771
"58801",-1.3983
"58802",-1.7577
"58804",1.5452
"58805",-0.6357
"58807",1.2779
"58809",0.4791
"58810",-0.7316
"58859",-0.6513
"58861",-0.057
"58865",-1.6907
"58867",0.16
"58869",1.2858
"58875",1.0086
"58887",-1.2328
"58894",-1.0209
"58909",0.5979
"58911",-0.1377
"58988",-1.4808
"58991",-0.1934
"58992",-2.7846
"58994",-0.1893
"58996",-2.5106
"58998",1.7277
"59001",-2.4612
"59002",-0.3856
"59003",-0.1032
"59004",0.5505
"59005",1.2147
"59006",-0.0847
"59007",1.007
"59008",-1.5953
"59009",0.7416
"59010",-0.169
"59011",0.5239
"59012",0.7895
"59013",-0.9464
"59014",0.5287
"59015",0.5872
"59016",-1.2827
"59020",0.1299
"59021",0.7889
"59022",-2.3661
"59024",2.3055
"59025",2.0865
"59026",-0.3263
"59027",2.4247
"59028",-0.5443
"59029",1.1079
"59030",2.0958
"59031",-1.3057
"59032",2.4401
"59033",-0.4594
"59035",-0.9076
"59036",-0.2104
"59038",0.1158
"59040",2.0709
"59041",-0.5598
"59042",-1.4933
"59043",-1.0944
"59044",-0.0531
"59045",-2.1313
"59046",-0.6506
"59047",-0.8616
"59048",1.311
"59049",-0.3624
"59050",0.4812
"59052",-0.8244
"59053",-1.9004
"59054",-0.468
"59056",-2.7613
"59057",1.7277
"59058",-2.0014
"59069",-0.5333
"59079",-0.3429
"59083",-1.0224
"59090",2.163
"59091",0.8585
"59092",-3.5478
"59093",0.6873
"59095",-4.8443
"59125",0.9959
"59126",1.3412
"59287",0.5728
"59288",1.0698
"59289",-1.2847
"59308",-0.7522
"60315",-0.0884
"60321",0.7489
"60322",-1.3258
"60344",-0.1004
"60345",-1.05
"60364",0.82
"60365",-1.8888
"60367",-0.9458
"60406",1.9814
"60409",0.5607
"60411",-0.1254
"60425",0.5467
"60440",0.1553
"60441",-1.6365
"60455",-0.5611
"60504",-1.1143
"60505",2.134
"60507",-1.3317
"60510",-0.1114
"60525",-0.3692
"60527",0.6363
"60530",0.1275
"60532",1.5156
"60533",0.1923
"60534",-1.5795
"60594",1.5581
"60595",-0.5844
"60596",-2.1434
"60597",-2.9759
"60599",-0.2775
"60611",-0.8563
"60613",-0.19
"63828",-3.1504
"63830",-0.9101
"63856",-1.6453
"63857",0.3621
"63859",1.5365
"63872",1.4325
"63873",0.6775
"63913",1.2548
"63953",-0.0286
"63954",-0.3117
"63955",-1.0129
"63958",0.8271
"63959",0.6022
"63985",1.0904
"63986",1.1498
"63993",0.9213
"64008",0.1213
"64009",0.5671
"64010",1.6514
"64050",0.5926
"64051",-2.167
"64058",-0.2805
"64074",-3.4422
"64075",-1.4952
"64082",-0.1852
"64085",0.9435
"64095",-2.2324
"64099",-1.099
"64103",-2.2071
"64113",0.4522
"64136",-3.74
"64138",-0.8958
"64143",0.5299
"64144",-1.8823
"64176",0.2296
"64177",-1.5046
"64209",-0.7632
"64213",0.963
"64214",-0.2988
"64242",0.9306
"64291",-1.8212
"64292",-0.781
"64293",0.8125
"64294",-3.513
"64295",-0.18
"64296",-5.0757
"64297",-2.9314
"64337",0.6082
"64339",-0.6313
"64340",-1.9526
"64378",-2.1471
"64379",0.6315
"64380",0.728
"64383",0.7338
"64384",-2.348
"64385",0.8721
"64406",0.8412
"64424",2.0727
"64436",-2.2081
"64450",1.6871
"64451",-1.2727
"64452",-0.9
"64453",1.414
"64540",1.454
"64580",2.13
"64602",1.5878
"64652",-2.3014
"64654",-0.9089
"64655",1.7496
"64656",-0.8545
"64657",-0.4491
"64658",-2.4411
"64659",2.903
"64660",-0.7013
"64685",-0.423
"64704",1.4758
"64705",0.4049
"64706",7.641
"64707",3.1007
"64817",0.9647
"64833",0.6522
"64898",-0.5544
"64899",-1.1825
"64918",-1.7331
"64929",0.6248
"64930",-1.5404
"64933",-0.8295
"64934",-0.524
"64945",1.2257
"65019",0.7447
"65020",0.0125
"65079",0.0951
"65086",-0.5962
"65098",-0.899
"65099",2.8438
"65100",0.0451
"65102",-0.7072
"65103",0.6081
"65105",-0.2261
"65106",-1.5899
"65107",-0.7564
"65111",-0.8856
"65112",2.2185
"65113",1.7612
"65114",3.6593
"65115",-0.1479
"65116",-0.387
"65221",-0.6894
"65246",-0.1811
"65247",0.006
"65254",0.0739
"65255",0.9321
"65256",1.311
"65257",-0.0775
"65945",-3.6459
"65960",-0.511
"65961",-1.9515
"65962",-0.9313
"65963",0.6525
"65964",-0.898
"65967",1.3679
"65969",0.9795
"65970",0.5979
"65971",-1.6346
"65972",1.0914
"65973",1.393
"66011",0.4378
"66039",1.236
"66042",0.9598
"66043",-0.6437
"66044",-0.2387
"66046",-0.1082
"66047",0.0215
"66048",-0.5495
"66049",-1.1242
"66050",1.1595
"66052",1.3141
"66053",-0.9008
"66054",-0.3049
"66055",0.4433
"66056",-0.9966
"66058",1.2823
"66059",2.2953
"66060",-0.8723
"66061",1.4696
"66066",-1.5259
"66067",2.1179
"66069",-0.6428
"66070",0.456
"66071",-0.2231
"66072",2.2231
"66073",-0.0582
"66074",1.3541
"66075",0.5866
"66077",0.2584
"66078",-2.291
"66079",-0.4844
"66082",0.1035
"66083",0.9898
"66084",-1.3593
"66085",0.3227
"66086",0.6155
"66087",-0.2723
"66089",0.1077
"66090",-0.9127
"66091",-0.8241
"66092",0.6634
"66094",0.2708
"66096",-2.1099
"66098",-1.0172
"66101",0.9088
"66102",0.2565
"66104",-1.7608
"66105",1.8479
"66108",0.0732
"66109",2.4517
"66111",1.9235
"66112",0.5543
"66114",-0.2075
"66116",-0.5274
"66117",-1.7258
"66118",1.0174
"66119",0.4534
"66120",1.5136
"66121",-1.5805
"66123",-0.0959
"66124",-1.9948
"66125",-0.8956
"66126",0.5476
"66128",-1.0294
"66129",0.8652
"66131",1.3506
"66132",2.0404
"66136",1.327
"66138",-1.1202
"66139",1.8149
"66140",-1.0737
"66141",0.8923
"66142",0.5997
"66143",2.914
"66144",-1.1297
"66146",0.42
"66147",-1.2245
"66148",0.613
"66151",0.2597
"66152",-0.2922
"66153",0.2217
"66154",-0.0854
"66155",0.6382
"66156",1.5345
"66158",0.7262
"66161",2.3809
"66162",-0.1275
"66163",-1.0871
"66164",0.6225
"66165",-1.504
"66167",0.442
"66168",-0.9799
"66169",-2.6036
"66170",-1.1864
"66171",-2.5574
"66172",0.3852
"66174",0.1821
"66175",0.931
"66176",-1.2409
"66177",-0.0014
"66179",-0.1747
"66180",-0.3743
"66181",0.2273
"66183",-1.0275
"66184",-0.1749
"66185",1.639
"66190",1.2605
"66191",1.3088
"66192",0.4725
"66193",-1.1916
"66194",-0.0646
"66196",0.0475
"66197",-0.4189
"66199",1.0611
"66200",2.2257
"66201",0.7591
"66202",0.775
"66204",-1.8829
"66205",1.5665
"66206",2.3386
"66208",-2.8636
"66209",-1.6247
"66211",-0.1241
"66212",1.7362
"66213",2.3348
"66214",0.2448
"66218",2.7916
"66220",-0.6942
"66222",0.0232
"66223",1.5747
"66225",-1.6149
"66226",1.5435
"66229",-0.0539
"66230",-1.5165
"66231",0.8833
"66233",-1.3315
"66234",1.9645
"66235",0.9053
"66236",-1.6416
"66237",1.2913
"66240",0.5388
"66241",-0.9577
"66242",-1.1908
"66244",0.8931
"66245",-1.1377
"66246",-1.5221
"66248",0.3206
"66249",2.2504
"66251",0.5391
"66253",0.1101
"66254",1.5179
"66255",0.2762
"66256",1.5894
"66257",-1.0571
"66258",1.8297
"66259",-3.7312
"66262",-1.299
"66263",0.485
"66264",0.1521
"66268",-0.0404
"66270",2.5801
"66271",2.9911
"66272",0.2016
"66273",0.9864
"66274",1.3712
"66276",0.4789
"66277",-0.4002
"66278",-0.7966
"66279",0.3936
"66282",1.5655
"66286",0.3335
"66290",0.3878
"66291",0.0448
"66292",1.0586
"66293",0.0724
"66294",0.6175
"66296",2.3106
"66297",-1.9806
"66300",-0.9889
"66302",2.3809
"66306",-0.7101
"66307",1.7375
"66308",1.4639
"66309",3.1825
"66310",0.1509
"66311",1.1734
"66313",2.4403
"66314",-1.6262
"66315",2.0083
"66317",0.5294
"66320",-1.2336
"66323",-1.8492
"66329",-0.6365
"66330",-2.3297
"66333",0.0584
"66335",2.0865
"66336",1.5269
"66337",0.8323
"66338",0.759
"66340",2.0848
"66341",0.6907
"66343",-1.4927
"66349",0.1647
"66350",-1.0183
"66352",1.9486
"66353",0.4929
"66354",-2.2353
"66355",0.8006
"66356",-0.1329
"66357",-0.141
"66358",1.2038
"66359",2.7739
"66361",0.8609
"66362",0.2587
"66364",0.2627
"66365",0.5324
"66366",1.2969
"66367",-1.2705
"66368",1.6874
"66369",1.5075
"66371",1.3523
"66373",0.2262
"66374",-2.0001
"66375",-0.072
"66377",-0.1764
"66379",-1.2643
"66381",-0.449
"66383",1.9894
"66384",1.1337
"66385",1.5185
"66387",-1.3784
"66388",0.4414
"66390",0.0548
"66391",0.967
"66394",-1.4736
"66395",-0.855
"66396",-0.622
"66397",1.546
"66398",-0.779
"66399",0.2724
"66400",-0.6082
"66401",0.4663
"66402",1.2973
"66403",0.972
"66404",-1.4381
"66405",3.0868
"66406",-1.4551
"66407",1.9157
"66408",-0.2207
"66409",2.9007
"66410",1.8923
"66411",-2.0162
"66412",1.1383
"66413",4.2304
"66414",-0.3602
"66416",-1.8677
"66419",-1.0579
"66420",0.6064
"66421",-2.0213
"66422",0.6363
"66423",-1.2444
"66425",-0.1092
"66427",0.5296
"66431",-0.1549
"66432",0.5898
"66433",2.063
"66435",0.8677
"66437",0.6182
"66439",1.3759
"66440",1.2793
"66441",0.5417
"66442",-1.3726
"66443",-0.2275
"66445",-0.2028
"66446",-0.4016
"66447",1.3515
"66448",1.1598
"66449",0.7108
"66454",-0.7413
"66455",-1.6015
"66456",0.8775
"66457",-1.8748
"66459",1.0231
"66460",-0.4571
"66461",1.5485
"66462",-1.556
"66464",0.0183
"66467",0.2387
"66468",0.3187
