"","GSE197754_enriched environment (EE)"
"12518",0.337765450161873
"12519",0.112123837358143
"12520",0.00188556890303169
"12521",0.00437144150055004
"12522",0.00903090158558698
"12523",0.0191087410744857
"12524",0.0396094409065144
"12527",0.00531205157628958
"12530",0.0155339896120478
"12531",0.019092010828492
"12532",0.135398512021889
"12534",0.0907304244871984
"12537",0.00194801806693229
"12539",0.00179962532758998
"12540",0.00154156303438724
"12544",0.0393230023513551
"12545",0.00767182972214487
"12549",0.00335679966293402
"12550",0.0591302333288158
"12552",0.00223394029384815
"12554",0.0025530072056082
"12555",0.0613486583593421
"12557",0.880156027659449
"12558",0.00212061363027793
"12560",0.166937057628924
"12561",0.00920399246987409
"12562",0.0194699837750135
"12563",0.00766176106694415
"12564",0.00214889677987318
"12565",0.00376927695468832
"12566",0.0405890087368535
"12567",0.00333986182599703
"12568",0.00300930612244898
"12569",0.00228176817602041
"12570",0.00311471830229731
"12571",0.031267244318006
"12572",0.00278265215513486
"12575",0.0157738086842209
"12576",0.00341718105386427
"12577",0.0263503805498788
"12579",0.224394450733438
"12580",0.0393391026209765
"12581",0.00458005487654511
"12583",0.00512447738718144
"12585",0.00864966837055304
"12587",0.0350373303206161
"12589",0.00315091999083683
"12593",0.00835127886474919
"12606",0.0127214773302341
"12607",0.00204642093774667
"12608",0.0238980292074282
"12609",0.0233363469458286
"12611",0.00406011479018699
"12614",0.00924500826325157
"12615",0.0532746233857485
"12616",0.00242942082140454
"12617",0.00397820004467138
"12626",0.00243728265334837
"12628",0.0032348168086078
"12631",0.00152361078481502
"12632",0.00253741610606033
"12633",0.00843398583923365
"12638",0.109037543402778
"12642",0.379398584291716
"12643",0.169996520621937
"12647",0.573605959649119
"12648",0.00288096007321614
"12649",0.0625371129115068
"12651",0.00594357070954518
"12652",0.00294256570283834
"12654",0.0120604206200514
"12659",0.023890127580448
"12660",0.00384592272099033
"12661",0.00166921527956517
"12662",0.00214078293411051
"12663",0.00866684127181577
"12667",0.00658499969779357
"12669",0.00217092956715826
"12671",0.00273654573493509
"12672",0.00981662368408696
"12675",0.0051351006828042
"12677",0.220312890625
"12683",0.0138050848403783
"12684",0.043176828716962
"12695",0.0196886375353466
"12696",0.00826554784786675
"12700",0.0246892339535346
"12702",0.061818806175162
"12703",0.935487703478839
"12704",0.00698687908109269
"12705",0.0658213318932321
"12709",0.00222296995764781
"12716",0.00203963352400717
"12721",0.00552925706771861
"12722",0.148537970964258
"12723",0.0617744282460161
"12724",0.00502790990356612
"12725",0.00184457560148186
"12727",0.00154720895677087
"12728",0.00977292313906284
"12729",0.00259532955379735
"12733",0.564388435627211
"12737",0.044063560028578
"12738",0.0809588034241658
"12739",0.153667021209455
"12741",0.0119848638463517
"12745",0.00654230109297671
"12747",0.00724602763769568
"12748",0.00512197222247634
"12750",0.00559733095306932
"12751",0.00331086980975892
"12752",0.0157659880066759
"12753",0.0026704066664586
"12757",0.00176107417787161
"12759",0.00124371298887304
"12763",0.213903997424594
"12764",0.00206611570247934
"12766",1.08722589551477
"12767",0.035868793991534
"12768",0.18613800617611
"12769",0.22478781101112
"12770",1.23239532285873
"12771",1.09727394432809
"12772",0.653528692462224
"12774",0.0154699141110369
"12777",0.257812030527012
"12778",0.00817339504414768
"12780",0.369871776634604
"12785",0.0014994126811534
"12789",0.378818379757273
"12790",0.216738415555334
"12793",0.00258203946131132
"12794",0.00389387082857168
"12795",0.0131006856558847
"12797",0.208168883428166
"12798",0.0272824930075988
"12799",0.00230377927334575
"12801",0.00152698507734195
"12802",0.391415408226033
"12803",0.0501496019996676
"12804",0.00245967368566827
"12805",0.0016804172922412
"12807",0.0063942424472514
"12808",0.0160584356750372
"12810",0.0164942703712697
"12812",0.00497402301841291
"12813",0.51085450640245
"12814",0.0134636924394599
"12815",0.00670268990588697
"12816",0.0150070655903092
"12817",0.0599977432882398
"12818",0.0665856521101277
"12819",0.0220031412796907
"12821",0.190946967022103
"12822",0.0401707575433827
"12823",0.0107229259577239
"12824",0.137575875175154
"12825",0.0321261893289076
"12826",0.0063149567057559
"12827",0.00715477466443365
"12828",0.114648135687703
"12829",0.0796566709389443
"12830",0.020155693572418
"12831",0.0159886773147486
"12832",0.0181874819678333
"12833",0.00863563733110596
"12834",0.0120844021930486
"12835",0.070657264041137
"12836",0.062649134963894
"12837",0.0693315862556223
"12839",0.0793408694883764
"12840",0.0310914222052407
"12841",0.0265578359490677
"12842",0.0258733128454608
"12843",0.0221730384498346
"12845",0.232643362220714
"12846",0.00279123603793128
"12847",0.00161498820857717
"12848",0.00246195382980977
"12850",0.0052315525674599
"12854",0.0172853067751376
"12856",0.00275294330799789
"12857",0.00190630308641787
"12858",0.00426208411286508
"12859",0.00329640303777213
"12861",0.0035019803643629
"12862",0.0343229956549413
"12864",0.00568800960100754
"12865",0.0691741787185893
"12866",0.00488266820718942
"12867",0.00337510461398043
"12868",0.00323881287593364
"12869",0.0874252198539434
"12870",0.006368274536732
"12873",1.09804724586601
"12874",0.00198217852881813
"12876",0.00111092823474042
"12877",0.00438812055489287
"12879",0.00756117668907031
