"","GSE270831_social isolation"
"306883",-0.7741
"306889",-0.4556
"306890",-0.3737
"306891",-0.1451
"306926",0.4531
"306942",0.0601
"306945",-0.1489
"306950",0.6915
"306956",0.2526
"306957",0.2622
"306962",2.3494
"306966",-0.3629
"306969",0.0329
"306970",-0.3655
"306974",-0.0295
"306977",-0.1611
"307016",0.0469
"307024",0.1839
"307035",-0.0069
"307036",-0.2955
"307039",-0.0525
"307056",-0.2047
"307096",0.4681
"307100",-0.3717
"307102",-0.0663
"307106",0.607
"307126",-0.3071
"307148",0.055
"307151",-0.0923
"307169",-0.0304
"307189",0.0214
"307199",-0.4337
"307200",0.0229
"307206",-0.0034
"307212",0.086
"307234",-0.2362
"307237",0.0545
"307248",0.1717
"307253",-0.2112
"307288",-0.217
"307296",0.2739
"307302",0.1121
"307305",0.4157
"307310",0.774
"307332",-9e-04
"307348",-0.2232
"307351",0.5016
"307366",0.051
"307376",0.6695
"307380",0.4762
"307393",0.4893
"307398",-0.1816
"307401",-0.4689
"307403",-0.0078
"307404",-0.0429
"307412",0.9619
"307414",0.2117
"307428",-0.0613
"307429",0.2086
"307446",0.132
"307449",0.0311
"307459",0.0829
"307472",0.9309
"307475",-0.4455
"307480",-0.2249
"307481",0.3419
"307482",0.0921
"307485",-0.0413
"307487",0.1408
"307494",-0.1553
"307511",-0.125
"307555",0.6274
"307562",0.2959
"307579",-0.022
"307582",0.3561
"307585",-0.8006
"307594",0.4082
"307615",0.5282
"307616",0.503
"307618",0.4362
"307639",-0.4551
"307643",0.1892
"307645",-0.4955
"307657",0.278
"307660",-0.0971
"307665",-7e-04
"307715",0.6178
"307721",-0.2397
"307724",0.0375
"307742",0.4362
"307759",-0.1893
"307767",0.2277
"307774",0.4139
"307796",-0.1935
"307799",-0.0622
"307801",-0.1949
"307805",0.5261
"307810",1.0581
"307811",-0.0827
"307820",0.0663
"307829",0.1654
"307838",0.6163
"307845",0.1148
"307848",-0.0205
"307851",0.4098
"307858",-0.0243
"307859",0.0035
"307865",0.1542
"307893",0.8352
"307897",-0.1497
"307913",0.3052
"307919",3e-04
"307920",0.4476
"307924",-0.1596
"307925",-0.1872
"307938",0.5666
"307940",-0.2412
"307947",-0.0893
"307948",-0.3673
"307950",-0.0095
"307982",-0.351
"307988",0.9658
"307989",0.1063
"308003",0.4082
"308004",0.0388
"308009",-0.2066
"308015",0.0995
"308016",-1.2253
"308022",1.3781
"308028",-0.2527
"308056",-0.3662
"308064",0.1586
"308068",0.378
"308069",0.3525
"308097",0.106
"308099",-0.0634
"308100",-0.2086
"308107",0.0496
"308108",0.4288
"308113",-0.0286
"308118",-0.1464
"308129",-0.2498
"308134",-0.3073
"308163",0.2757
"308169",0.3684
"308173",0.2602
"308190",0.1096
"308212",-0.0831
"308215",0.2396
"308222",-0.0677
"308232",-0.2759
"308236",0.0171
"308265",0.175
"308266",0.9781
"308282",0.1716
"308283",0.1872
"308291",-0.0049
"308306",-0.1457
"308310",-0.9338
"308318",-0.2486
"308320",-0.0078
"308322",0.3202
"308336",-0.1366
"308337",-0.1783
"308339",-0.1256
"308341",0.3539
"308345",0.1938
"308346",-0.4498
"308350",0.5715
"308361",-0.05
"308362",-0.2082
"308372",0.1152
"308376",0.0606
"308387",0.0793
"308406",0.0882
"308408",0.4965
"308417",0.0481
"308420",0.0026
"308428",-0.729
"308429",-0.2639
"308430",0.0659
"308431",-0.6508
"308435",0.3239
"308436",-0.0091
"308440",0.8472
"308444",0.0031
"308445",-0.2208
"308451",0.2252
"308463",0.3124
"308476",-0.1274
"308490",0.0922
"308492",0.5526
"308496",-0.1419
"308501",0.414
"308503",0.03
"308516",0.0023
"308523",0.2288
"308543",-0.0809
"308556",-0.1528
"308561",0.0995
"308562",0.3684
"308564",-0.0335
"308565",0.259
"308568",-0.0117
"308569",-1.3929
"308577",-0.0411
"308581",0.0252
"308582",-0.016
"308584",-0.1729
"308586",0.0649
"308587",0.0727
"308594",-0.186
"308596",0.7528
"308602",0.1167
"308607",-0.2202
"308622",0.7038
"308624",-0.1106
"308632",-0.5277
"308637",-0.1614
"308653",-1.2882
"308654",-0.1727
"308667",-0.0322
"308668",-0.0254
"308669",0.1696
"308678",1.3361
"308692",1.2172
"308703",0.1016
"308704",0.0415
"308708",-0.0959
"308709",0.0646
"308716",-0.3751
"308717",0.0442
"308724",0.3748
"308739",-0.0241
"308742",-0.1298
"308755",0.2273
"308760",0.066
"308761",-0.0179
"308762",-0.1311
"308765",0.0071
"308766",-0.9333
"308768",0.843
"308773",-0.0874
"308776",0.1898
"308779",-0.5231
"308787",0.2016
"308790",0.1771
"308794",-1.2958
"308797",0.1414
"308800",0.1246
"308807",-0.0858
"308810",0.1105
"308821",0.0557
"308831",0.0886
"308836",-0.2098
"308839",0.0855
"308843",0.4798
"308850",-0.0122
"308854",-0.2405
"308857",-0.0225
"308864",0.2074
"308865",0.0627
"308868",-0.1946
"308871",-0.1449
"308873",-0.1704
"308875",0.0037
"308894",0.094
"308899",0.1388
"308900",0.2091
"308901",0.0116
"308911",-0.4092
"308912",0.192
"308918",0.1309
"308937",-0.2263
"308939",-0.0698
"308954",-0.1331
"308958",0.0065
"308965",0.1413
"308971",0.2934
"308977",0.2397
"308983",-0.0843
"308990",-0.1709
"308992",-0.0391
"308995",0.1096
"309002",-0.1681
"309003",0.2432
"309004",-0.1508
"309008",0.0779
"309014",-0.4282
"309029",-0.0827
"309036",0.6471
"309069",-0.027
"309070",0.5615
"309071",0.0573
"309081",0.1555
"309082",0.4744
"309095",0.1039
"309097",-0.1875
"309100",-0.0702
"309103",0.0733
"309104",-0.1154
"309106",0.4444
"309108",0.3759
"309110",0.0718
"309111",-0.1787
"309112",0.0478
"309114",-0.3662
"309122",-0.2028
"309126",0.0315
"309129",-0.0652
"309131",0.5488
"309133",0.6391
"309135",0.43
"309139",-0.0442
"309142",0.0056
"309147",-0.225
"309150",0.4228
"309153",-0.0718
"309164",-0.3029
"309174",-0.3649
"309175",0.0629
"309176",-0.1369
"309178",0.3802
"309186",0.0895
"309187",0.2026
"309201",-0.1833
"309207",0.2416
"309208",-0.0394
"309209",0.7547
"309212",0.1306
"309217",0.2936
"309225",0.6589
"309242",-0.2819
"309243",0.0897
"309256",0.1389
"309266",-0.4617
"309275",0.3684
"309280",0.1202
"309288",0.4678
"309300",0.3448
"309304",0.0042
"309306",0.0838
"309312",-0.0523
"309326",-0.06
"309349",0.2208
"309361",-0.0085
"309368",0.0523
"309373",-0.228
"309374",2.762e-05
"309377",-0.528
"309380",0.1633
"309381",0.6395
"309390",0.3566
"309399",-0.1822
"309400",0.0362
"309407",0.5972
"309410",0.3528
"309429",0.2407
"309430",0.5417
"309433",0.1917
"309444",-0.0555
"309449",0.5752
"309452",-0.0228
"309457",-0.256
"309459",0.3503
"309460",0.2615
"309465",-0.0485
"309475",0.0171
"309478",0.026
"309486",-0.0208
"309499",0.1796
"309513",-0.0616
"309514",0.1485
"309523",0.2575
"309525",-0.8315
"309526",1.5836
"309527",0.275
"309533",0.1214
"309544",0.8397
"309550",0.0533
"309584",-0.4606
"309591",-0.0526
"309595",0.1645
"309596",0.0051
"309600",-1.24
"309603",0.3443
"309607",-0.1222
"309609",-0.5392
"309611",-0.0396
"309621",-1.1273
"309622",-1.0184
"309627",-0.1853
"309638",0.1124
"309641",0.0189
"309642",-0.2095
"309646",0.1354
"309649",0.6661
"309650",0.0378
"309653",0.1216
"309665",-9e-04
"309666",0.2257
"309673",-0.0529
"309680",-0.5181
"309684",-0.0419
"309696",0.0422
"309722",0.5456
"309724",0.4595
"309728",0.2519
"309729",0.3062
"309732",0.1501
"309757",-0.0035
"309758",0.102
"309760",0.6436
"309762",3.0933
"309767",-0.3933
"309772",0.0025
"309773",0.0059
"309775",-0.0925
"309809",-0.0695
"309810",1.2141
"309812",0.2736
"309816",0.5355
"309828",0.1835
"309837",-0.208
"309859",-0.2993
"309866",-0.0073
"309871",-0.8504
"309888",-0.4892
"309900",-1.3042
"309902",0.0813
"309922",-0.0808
"309925",0.134
"309927",0.3968
"309928",-0.0221
"309945",0.0879
"309953",0.0029
"310019",0.0746
"310034",-0.1548
"310062",0.0536
"310074",0.9541
"310086",0.1817
"310090",-0.5434
"310091",-0.1308
"310131",0.1129
"310132",0.7726
"310152",-1.0683
"310166",-0.7533
"310174",0.2089
"310177",0.4826
"310178",0.2583
"310201",-0.2656
"310207",0.1272
"310218",0.042
"310230",0.3731
"310233",0.6202
"310244",0.052
"310250",0.7347
"310256",0.9838
"310257",-0.957
"310261",-0.0725
"310269",-0.1871
"310288",-0.2329
"310303",0.1873
"310306",0.0383
"310314",0.0025
"310315",-0.0267
"310324",-0.0686
"310326",0.1309
"310327",0.0777
"310341",0.2794
"310344",0.3157
"310348",-0.2537
"310352",0.2465
"310358",0.228
"310362",-0.0489
"310363",-0.1584
"310376",-0.0913
"310377",-0.0103
"310392",0.2794
"310395",-0.2598
"310399",-0.1369
"310405",0.2366
"310417",0.2609
"310418",0.4827
"310443",-6e-04
"310444",-0.0473
"310448",0.4376
"310461",-0.0654
"310463",0.3169
"310467",0.1938
"310483",-0.6415
"310486",-0.074
"310506",0.0501
"310511",-0.4084
"310519",0.2045
"310537",-0.3781
"310538",0.2293
"310540",0.3402
"310548",-0.3899
"310550",0.203
"310552",0.0611
"310553",-0.1199
"310575",-0.3751
"310586",-9e-04
"310588",-0.179
"310611",-0.3737
"310616",-6e-04
"310621",0.3293
"310625",-0.7012
"310626",-0.4174
"310631",-0.0952
"310632",0.3747
"310633",-0.0868
"310638",0.229
"310640",0.0436
"310643",0.3889
"310644",0.0331
"310655",0.262
"310662",-0.1402
"310663",-0.1018
"310669",-0.1392
"310670",0.6147
"310674",0.012
"310678",-0.2592
"310681",-0.7245
"310683",0.3913
"310685",0.0956
"310689",0.4357
"310693",-1.2139
"310694",-1.5585
"310695",0.3219
"310698",0.1965
"310704",0.306
"310707",0.1867
"310721",-0.241
"310727",0.1422
"310732",0.2153
"310738",-0.3411
"310743",-0.0951
"310749",0.1468
"310756",0.3286
"310772",-1.1914
"310773",-0.2279
"310775",-0.0639
"310782",-0.1307
"310784",-0.19
"310787",-0.2278
"310791",-0.1621
"310803",-0.0041
"310806",-0.1874
"310807",-0.0022
"310808",-0.0085
"310810",0.3294
"310811",0.1247
"310820",-0.0816
"310833",0.3023
"310836",0.6235
"310838",-0.0359
"310849",0.022
"310855",0.0365
"310859",0.3578
"310869",0.4529
"310879",0.1222
"310880",0.756
"310900",0.1853
"310903",-0.5455
"310914",0.2965
"310917",-0.1465
"310935",0.025
"310960",0.0276
"310968",1.3234
"310969",-0.0578
"311013",0.7368
"311020",0.5464
"311021",-0.2119
"311026",0.1951
"311029",0.3978
"311039",0.1418
"311047",-0.0611
"311051",0.1898
"311059",0.1202
"311061",-0.2217
"311071",0.4949
"311078",-0.1972
"311088",0.3846
"311093",0.0997
"311098",-0.4682
"311111",-0.1477
"311112",-0.1482
"311113",-0.0533
"311115",0.1425
"311120",0.5186
"311123",-1.3951
"311134",0.1588
"311144",0.1091
"311146",0.0726
"311151",-0.1065
"311163",0.2793
"311165",-0.2423
"311166",-0.1725
"311167",0.0364
"311168",1.0555
"311169",0.0884
"311170",-0.1165
"311171",0.3111
"311183",0.1623
"311187",-0.1196
"311209",0.0947
"311210",-0.0417
"311218",0.0181
"311236",0.1945
"311241",-0.4387
"311245",0.0377
"311252",-0.2503
"311266",0.2015
"311287",0.0502
"311299",-0.173
"311323",0.2563
"311325",0.1138
"311326",-0.2113
"311327",0.0475
"311329",0.078
"311331",-0.0179
"311332",0.3475
"311334",-0.1848
"311336",-0.0173
"311338",0.194
"311341",0.173
"311349",0.0417
"311352",-0.1531
"311358",-0.1996
"311359",-0.0193
"311361",0.3295
"311368",0.1432
"311373",0.1054
"311374",0.1475
"311384",0.2359
"311387",0.0343
"311391",-0.2548
"311396",0.528
"311399",0.0018
"311401",-0.1818
"311403",0.037
"311404",0.1214
"311406",-0.1421
"311412",0.2353
"311415",0.1741
"311416",0.0903
"311423",0.051
"311425",0.5151
"311426",-0.3148
"311427",0.1849
"311428",-0.1581
"311429",-0.0174
"311430",-0.0642
"311443",-2.1282
"311446",0.7109
"311450",0.0629
"311462",0.0417
"311468",0.1051
"311486",0.4168
"311491",0.0611
"311494",-0.1249
"311496",-0.2113
"311529",-0.0774
"311532",-0.316
"311536",0.0046
"311545",-0.095
"311546",0.2304
"311547",0.1481
"311548",0.5518
"311549",0.0939
"311550",0.5509
"311551",0.2373
"311559",-0.8605
"311562",-0.4709
"311570",0.084
"311573",0.0372
"311578",0.4047
"311592",-0.1047
"311598",-0.4656
"311607",0.2507
"311613",0.0984
"311615",0.0882
"311633",0.0797
"311637",0.4834
"311639",-0.5004
"311642",0.1665
"311647",0.2436
"311655",0.1233
"311658",0.3702
"311661",-0.2897
"311671",0.0608
"311693",-0.5939
"311713",-0.0929
"311715",-0.1805
"311716",0.1424
"311718",-0.0885
"311720",-0.9714
"311721",0.2359
"311723",-0.0789
"311730",-0.1298
"311731",0.2778
"311742",-0.2749
"311748",0.1012
"311760",-0.459
"311764",0.1878
"311785",0.0359
"311786",-0.1423
"311793",-0.0018
"311795",-0.1274
"311797",-0.4605
"311803",-0.8353
"311807",-0.0057
"311821",0.8823
"311825",1.4374
"311826",-0.1941
"311827",0.0178
"311832",-0.9542
"311833",-0.4762
"311835",-0.1272
"311836",0.2023
"311840",-0.0508
"311852",0.1393
"311854",-0.0669
"311860",0.1736
"311862",-0.1027
"311866",-0.0925
"311876",-0.021
"311901",0.1536
"311909",-0.097
"311910",-0.2859
"311926",0.3063
"311934",0.1392
"311956",-1.0277
"311968",0.226
"311984",-0.1322
"312046",-0.367
"312052",-0.0052
"312054",-0.1292
"312086",-0.3495
"312113",0.2253
"312115",-0.547
"312135",0.1578
"312203",-0.8128
"312213",0.1493
"312226",0.3157
"312248",0.0865
"312251",-0.1129
"312272",-0.0235
"312279",-1.0605
"312309",-0.1368
"312312",0.1587
"312316",-0.0419
"312317",0.4777
"312320",-0.0704
"312331",0.2128
"312358",0.4492
"312365",0.0331
"312382",-0.0815
"312401",0.0728
"312437",-0.1956
"312451",0.2684
"312474",-0.0661
"312477",-0.1116
"312478",-0.1831
"312492",-0.4687
"312495",0.2183
"312510",-0.2106
"312538",0.0974
"312559",-0.3326
"312566",1.1778
"312574",0.4028
"312603",-3e-04
"312607",0.0206
"312616",-0.1119
"312641",0.1081
"312652",0.3133
"312667",0.1821
"312668",-0.2408
"312677",0.0824
"312678",0.2192
"312680",-0.1614
"312688",0.1908
"312701",-0.4165
"312705",0.1776
"312707",-0.0185
"312720",-0.1261
"312721",0.0138
"312727",0.2017
"312728",0.0426
"312745",0.0015
"312777",0.267
"312790",-1.1037
"312793",-0.962
"312806",0.2317
"312812",0.049
"312846",0.038
"312849",-0.0749
"312855",-0.1016
"312890",0.0761
"312896",-1.3949
"312897",-0.0119
"312907",0.2362
"312912",0.0198
"312913",0.3153
"312927",0.032
"312936",0.4415
"312937",0.0717
"312952",0.0716
"312965",0.0611
"312974",0.3395
"312994",-0.1743
"313018",-1.1197
"313019",-0.47
"313022",0.117
"313024",0.0905
"313033",-0.1146
"313040",0.1153
"313045",0.0504
"313049",-0.1348
"313050",-0.0186
"313052",0.1109
"313057",-0.2419
"313060",-0.1365
"313061",0.2087
"313063",0.9334
"313067",0.1132
"313069",-0.3528
"313085",-0.1344
"313098",0.1131
"313108",0.0737
"313125",0.6776
"313126",-0.657
"313128",0.0343
"313138",0.1342
"313139",-0.0401
"313149",-0.3252
"313152",-6e-04
"313155",0.0911
"313156",0.483
"313169",-0.0654
"313170",0.5006
"313173",-0.1067
"313183",-0.4306
"313208",0.0216
"313210",0.3174
"313219",-0.401
"313220",-0.3662
"313225",1.3112
"313228",-0.0168
"313233",-0.4089
"313235",-0.0873
"313236",-0.3453
"313242",0.005
"313243",-0.0145
"313245",-0.1131
"313253",0.2099
"313262",0.3987
"313270",0.3213
"313278",0.1685
"313304",-0.0827
"313308",0.1441
"313325",-0.0634
"313339",0.1483
"313340",0.2464
"313341",0.2526
"313352",-0.8351
"313365",-0.1294
"313370",0.0298
"313373",0.2033
"313375",-0.1968
"313385",0.1906
"313391",-0.1117
"313413",-0.0024
"313417",-0.1303
"313418",-0.0562
"313421",0.9522
"313429",0.1495
"313430",0.619
"313433",-0.1519
"313436",-0.2092
"313438",-0.0084
"313445",0.1765
"313453",0.0112
"313471",-0.3527
"313474",0.027
"313479",-0.195
"313481",0.071
"313482",0.9733
"313484",0.2275
"313488",0.2205
"313494",0.2714
"313495",-0.1296
"313498",0.5217
"313504",1.0689
"313506",0.4251
"313507",-0.1078
"313511",0.2106
"313512",-0.0093
"313520",-0.2283
"313521",-0.4012
"313529",-0.285
"313545",0.2054
"313546",0.9499
"313548",-0.2861
"313552",0.1068
"313557",0.7066
"313558",0.2678
"313563",0.0712
"313574",0.248
"313575",-0.1617
"313582",-0.2707
"313587",0.2682
"313589",-0.2987
"313592",0.3706
"313593",0.2853
"313594",0.2584
"313596",0.6394
"313604",-0.1432
"313609",0.0303
"313615",-0.0615
"313625",0.1926
"313633",0.3701
"313641",0.1874
"313650",0.2212
"313653",0.0559
"313662",0.2493
"313663",0.0687
"313681",-0.1507
"313689",0.0242
"313702",-0.171
"313705",0.1939
"313713",0.1713
"313722",-0.0954
"313725",0.6281
"313729",-0.18
"313742",0.2067
"313755",-0.1068
"313756",0.1964
"313765",0.0741
"313774",-0.109
"313776",-0.1698
"313782",0.1064
"313783",-0.2127
"313786",-0.1212
"313790",0.3984
"313819",0.166
"313825",0.3595
"313831",0.4616
"313834",0.1313
"313837",0.1189
"313838",0.135
"313840",-0.0126
"313851",-0.1271
"313860",-0.1755
"313866",0.3769
"313874",0.2275
"313876",0.1606
"313878",-0.0872
"313891",-0.0896
"313892",-0.3142
"313905",-0.1327
"313922",0.4838
"313936",-0.8255
"313954",0.937
"313969",0.0967
"313974",-0.1189
"313982",1.6801
"313994",0.352
"314028",0.0437
"314061",0.3806
"314111",0.0797
"314119",0.262
"314126",0.1066
"314128",-0.2139
"314131",0.0888
"314140",-0.1598
"314148",0.5306
"314168",-0.0697
"314171",-0.1439
"314172",0.0525
"314180",0.0749
"314212",0.109
"314214",-0.1115
"314224",-0.4311
"314228",0.0533
"314243",-0.0731
"314245",-0.0122
"314248",0.9104
"314249",0.2251
"314251",0.216
"314260",-0.5912
"314262",0.2705
"314264",0.1915
"314265",0.1129
"314280",0.2753
"314288",0.2023
"314297",0.0636
"314300",0.0381
"314313",-0.0653
"314319",0.5633
"314320",-0.1424
"314321",-0.1001
"314322",1.8712
"314323",0.0302
"314328",0.3684
"314329",0.2175
"314349",0.8331
"314360",0.0107
"314380",-2.89e-05
"314381",0.2154
"314386",0.1087
"314388",-0.1227
"314396",0.0208
"314397",-0.1846
"314401",0.2911
"314415",0.2102
"314416",-0.504
"314423",0.1779
"314431",-0.4645
"314438",0.443
"314441",-0.2185
"314443",0.048
"314459",0.1547
"314467",0.245
"314473",0.3838
"314478",-0.1891
"314480",0.4007
"314487",2.0484
"314492",0.4929
"314523",0.2448
"314532",-0.3471
"314539",-0.5047
"314543",-0.0344
"314548",-0.0748
"314556",0.6924
"314584",-0.1042
"314586",-0.0563
"314587",-0.0385
"314596",-0.0147
"314598",0.2931
"314600",-0.0822
"314615",0.6637
"314616",0.1995
"314618",-0.0359
"314623",0.3061
"314626",-0.0806
"314627",0.6241
"314634",0.0095
"314636",0.0751
"314638",-0.4545
"314639",-0.1472
"314640",-0.0857
"314649",-0.8315
"314652",-1.1053
"314654",-0.0855
"314655",-0.0736
"314660",1.2872
"314670",-1.3019
"314675",0.2015
"314678",0.0448
"314690",-0.0164
"314718",-0.0583
"314740",-0.079
"314746",0.2822
"314756",-0.232
"314759",0.7973
"314764",0.1706
"314771",0.0921
"314772",-0.2743
"314785",0.0731
"314787",0.0146
"314788",-0.2038
"314798",-0.0353
"314800",-0.1004
"314814",0.1969
"314818",1.216
"314824",0.1466
"314836",0.0558
"314843",0.652
"314847",1.4759
"314848",2.4428
"314859",0.0502
"314862",-0.2205
"314870",-0.0847
"314897",0.177
"314904",-0.0038
"314906",0.2509
"314915",0.038
"314917",-0.1649
"314930",0.1553
"314942",0.1772
"314964",0.1431
"314979",0.0281
"314981",0.581
"314992",0.2056
"314993",-0.0033
"314996",0.6169
"314997",-0.5026
"314999",-0.1034
"315000",-0.0087
"315023",-0.0366
"315033",-0.0946
"315034",-0.1945
"315036",0.2858
"315039",8e-04
"315045",-0.0416
"315055",0.3437
"315058",-0.076
"315069",0.0999
"315071",0.34
"315072",-0.0119
"315073",0.2615
"315074",0.5317
"315084",-0.2066
"315085",-0.0852
"315088",0.0822
"315091",-0.0973
"315094",-0.1683
"315095",0.4881
"315108",-0.2669
"315111",7e-04
"315112",-0.1523
"315114",0.784
"315119",-0.2199
"315120",0.5435
"315131",-0.0562
"315135",-0.255
"315137",-0.1532
"315145",0.8328
"315151",-0.2769
"315159",0.3201
"315162",2.6594
"315163",0.2503
"315164",-0.3549
"315167",-0.052
"315174",-0.031
"315179",-0.0582
"315189",-0.7098
"315190",0.3577
"315191",-0.0632
"315196",-0.237
"315212",0.1875
"315214",0.2366
"315218",0.2387
"315219",-0.4432
"315250",1.1032
"315259",0.2835
"315263",-0.1374
"315264",0.2041
"315272",0.1878
"315283",0.0337
"315286",-0.1579
"315291",0.0226
"315294",0.2327
"315298",-0.3028
"315311",0.2676
"315318",-0.813
"315326",0.4144
"315330",0.4364
"315333",0.2878
"315337",-0.2813
"315338",-0.5363
"315341",0.3684
"315344",0.0951
"315346",0.3815
"315347",0.3745
"315348",0.3008
"315350",-0.0658
"315352",-0.1672
"315362",-0.381
"315388",0.2622
"315394",0.1244
"315405",-0.2584
"315409",-0.084
"315417",-0.1615
"315422",-0.2308
"315423",-0.2688
"315430",0.4703
"315434",-0.2426
"315438",0.1168
"315447",-0.1071
"315463",-0.4624
"315465",4e-04
"315473",-0.1461
"315497",-0.4623
"315500",0.4745
"315509",-0.1127
"315510",0.5023
"315521",-0.3751
"315524",-0.1995
"315530",0.2685
"315532",0.2521
"315546",-0.1479
"315564",-0.41
"315567",-0.2998
"315578",-0.1256
"315579",0.168
"315593",0.2335
"315594",-0.2237
"315597",0.571
"315598",-0.0023
"315601",-0.217
"315606",0.3022
"315609",0.1111
"315610",-0.8784
"315611",0.0269
"315615",0.211
"315644",-0.5983
"315645",-0.1884
"315646",0.0339
"315650",-0.3986
"315651",0.9353
"315652",0.1712
"315658",0.2303
"315663",0.3329
"315665",-0.141
"315666",0.1406
"315668",-0.0052
"315675",-0.2405
"315691",0.1563
"315695",-0.0388
"315696",0.1835
"315702",0.1392
"315705",-0.0264
"315711",0.1622
"315712",-0.0587
"315714",-0.0577
"315716",0.2266
"315722",0.1916
"315723",0.0534
"315728",-0.1798
"315732",0.1093
"315740",0.0371
"315741",-0.1699
"315744",0.4709
"315745",0.4167
"315748",-0.0053
"315750",-0.6924
"315756",0.1705
"315759",0.0193
"315760",-0.2373
"315761",-0.0538
"315762",0.5205
"315764",0.0809
"315771",0.1244
"315795",0.1151
"315798",-0.0032
"315804",0.2297
"315806",0.1454
"315807",0.0622
"315820",0.916
"315824",-0.8296
"315829",1.4465
"315833",-0.9005
"315843",0.1753
"315852",-0.1091
"315863",-0.0122
"315866",0.2183
"315870",0.5719
"315871",0.1321
"315879",0.3566
"315882",0.3993
"315883",0.5609
"315891",-0.3458
"315904",0.3212
"315907",-9e-04
"315911",-0.2262
"315912",0.2427
"315914",-0.2821
"315915",-1.476
"315916",0.3048
"315920",1.3117
"315923",0.2102
"315926",0.1416
"315936",0.3707
"315947",-1.1283
"315952",0.1197
"315953",0.0015
"315959",0.1252
"315962",-0.1381
"315963",-0.2805
"315969",-0.0071
"315978",0.0023
"315979",-0.1684
"315981",0.0864
"315992",0.2494
"315994",-0.035
"315996",-0.0859
"315999",-0.1279
"316000",-0.0017
"316001",0.1412
"316003",0.0373
"316008",-0.2013
"316009",0.1464
"316010",0.7041
"316014",0.2819
"316017",0.382
"316018",-0.9455
"316019",0.4735
"316021",-0.0089
"316022",0.0977
"316023",-0.0974
"316033",-0.1593
"316039",0.0909
"316052",0.5435
"316061",0.1875
"316062",-7e-04
"316067",-0.0943
"316077",0.1287
"316088",0.0614
"316090",0.085
"316096",0.1347
"316098",-0.3168
"316101",-0.0748
"316102",-0.1439
"316124",0.302
"316130",-0.1666
"316137",0.0224
"316153",1.2131
"316157",-0.1865
"316158",-6e-04
"316207",0.8895
"316212",0.1266
"316216",-0.1416
"316218",-0.7622
"316228",0.1741
"316229",0.3141
"316231",0.2266
"316233",0.0593
"316238",-0.158
"316241",0.0734
"316242",-0.0708
"316254",-1.5155
"316258",-4.746e-05
"316259",-0.368
"316273",0.363
"316290",0.3553
"316304",0.8858
"316312",-0.055
"316313",0.3057
"316325",0.2104
"316326",0.5685
"316327",-0.0348
"316330",-0.2816
"316335",0.2017
"316342",-0.105
"316353",0.2116
"316370",-0.165
"316384",-0.0191
"316399",-0.0619
"316400",0.4482
"316406",-0.0286
"316413",-0.9602
"316415",0.0552
"316424",1.5666
"316425",-0.2295
"316440",0.2358
"316444",-0.2359
"316457",0.2107
"316465",-0.648
"316482",0.2919
"316507",-0.0977
"316519",-0.3333
"316521",-1.421
"316526",0.2126
"316527",-0.4075
"316539",0.2083
"316552",-1.2501
"316557",-0.1707
"316559",-0.1962
"316579",-0.6332
"316580",0.0791
"316583",0.2292
"316602",-0.23
"316614",-0.8435
"316616",-0.1029
"316620",-0.2014
"316624",0.1034
"316626",-0.1276
"316632",-0.6329
"316638",0.258
"316643",-0.4067
"316711",0.2452
"316717",1.1841
"316729",-0.5969
"316731",0.2826
"316736",0.043
"316737",-0.1354
"316740",-0.195
"316742",-0.2506
"316758",0.203
"316764",0.2357
"316767",0.2401
"316777",-0.1347
"316794",-0.0738
"316810",0.022
"316820",-0.0137
"316842",-0.0071
"316940",-9e-04
"316976",-0.0464
"316982",0.1011
"317036",-0.6973
"317051",0.4634
"317161",-1.276
"317163",-0.2811
"317170",0.0827
"317181",1.579
"317183",0.0541
"317189",0.1544
"317191",-0.2575
"317196",-0.0376
"317203",-0.0689
"317204",0.4097
"317213",0.147
"317218",0.4086
"317219",-0.0509
"317221",-0.9403
"317224",-0.0634
"317227",-0.2254
"317235",-0.0957
"317237",0.0444
"317241",0.104
"317252",0.0472
"317258",0.0062
"317268",0.1111
"317270",0.5029
"317310",0.5218
"317312",-0.1533
"317314",-0.5278
"317335",0.1168
"317343",0.171
"317344",-0.159
"317346",0.4866
"317371",-0.0905
"317374",0.0462
"317377",-0.0318
"317379",-0.305
"317380",-0.0037
"317382",-0.5785
"317391",0.8713
"317395",-0.1949
"317398",0.0501
"317405",-0.0366
"317407",-0.0364
"317409",-0.1051
"317416",-1.0702
"317420",0.0294
"317431",-0.0658
"317456",2.8247
"317468",-0.2474
"317470",0.0022
"317486",0.3031
"317494",0.2476
"317498",-0.2085
"317517",0.3915
"317546",-0.1192
"317553",0.2046
"317578",0.021
"317580",-0.0764
"317589",0.0612
"317598",-0.3471
"317599",0.0848
"317608",0.2322
"317614",0.6468
"317617",0.118
"317627",0.3007
"317646",-0.0823
"317673",0.4844
"317674",0.2348
"317675",-0.3534
"317676",0.1943
"319104",-0.2335
"337868",-0.5676
"337920",-0.3662
"338443",-0.1796
"338457",-0.0095
"338458",0.1023
"338477",-0.4273
"353118",0.1363
"353218",-0.5466
"353228",-0.4272
"353250",-1.4908
"353251",0.0045
"353255",-0.1815
"353257",-0.3057
"353302",0.3723
"353305",1.1139
"353306",-0.3737
"353317",0.5232
"353498",8e-04
"359726",0.3088
"359959",0.1657
"360202",-0.3415
