"","GSE179081_physical activity derived from voluntary running"
"20452",0.008
"20454",0.1063
"20459",0.687
"20460",-0.4014
"20462",0.0688
"20463",0.0106
"20465",-0.3745
"20466",-0.1009
"20467",0.0488
"20469",-0.2809
"20471",1.4306
"20473",1.27
"20474",0.0632
"20475",-0.712
"20479",-0.1499
"20480",0.0147
"20481",-0.0207
"20482",0.0219
"20491",-0.1438
"20492",0.1244
"20493",-0.2014
"20495",-0.8536
"20496",0.2325
"20498",0.2332
"20499",0.0499
"20501",0.14
"20502",0.1318
"20503",0.1147
"20509",0.1663
"20510",0.0341
"20512",-0.0933
"20513",-0.1091
"20514",0.4148
"20515",-0.027
"20516",0.1391
"20518",-0.2486
"20519",0.4342
"20520",0.246
"20521",0.143
"20522",-0.0205
"20523",0.1671
"20524",0.2488
"20525",-0.3212
"20527",0.1029
"20528",-0.6778
"20529",0.6168
"20530",0.1343
"20532",-0.78
"20533",-1.1102
"20534",-0.0046
"20535",0.6745
"20536",-0.1464
"20537",-0.5433
"20539",-0.0396
"20540",-0.7496
"20541",-0.4
"20544",-0.2484
"20556",-0.9783
"20557",-1.0814
"20558",-0.0977
"20562",-0.0713
"20563",-0.2335
"20564",-0.217
"20583",-0.2507
"20585",0.0342
"20586",-0.1417
"20587",5e-04
"20588",-0.0351
"20589",-0.1714
"20591",-0.1125
"20592",0.018
"20595",-0.1033
"20597",0.0313
"20598",0.0336
"20602",-0.2598
"20603",-0.0376
"20604",-0.1049
"20605",0.0839
"20606",0.0032
"20607",-0.048
"20608",-0.8925
"20610",0.1596
"20612",-0.3301
"20615",0.0329
"20616",-0.0216
"20617",0.0567
"20618",0.1101
"20619",-0.0281
"20620",-0.0884
"20621",0.025
"20623",-0.1454
"20624",-0.0553
"20630",0.0032
"20637",-0.1109
"20638",0.1409
"20639",0.4253
"20641",0.1727
"20643",0.7058
"20646",0.0865
"20648",0.0064
"20649",0.0271
"20650",-0.0603
"20652",0.0044
"20655",0.1576
"20656",0.1906
"20657",0.4645
"20658",-0.1081
"20660",-0.0435
"20661",-0.1177
"20662",-0.0947
"20663",-0.0265
"20664",0.0585
"20665",-0.2712
"20666",0.0545
"20667",-0.111
"20668",-0.1431
"20670",-0.4274
"20671",-0.3282
"20672",0.3032
"20674",0.2198
"20675",0.9752
"20677",0.0401
"20678",-0.2722
"20679",-0.0606
"20680",-0.1183
"20681",-0.3184
"20682",0.2775
"20683",-0.0231
"20684",-0.6488
"20686",0.1491
"20687",-0.0062
"20688",0.1257
"20689",-0.5817
"20692",0.0807
"20698",-0.0091
"20708",-0.4312
"20713",0.0174
"20715",-1.8451
"20716",-0.0973
"20719",0.1286
"20720",0.0648
"20723",0.0251
"20725",-0.1919
"20729",0.1485
"20732",0.328
"20733",0.7584
"20737",-0.2801
"20740",0.0211
"20741",-0.0607
"20742",-0.099
"20743",-0.105
"20744",0.025
"20745",-0.3304
"20747",0.1492
"20750",-0.764
"20751",0.4682
"20768",0.332
"20773",0.1325
"20775",0.1299
"20776",0.0801
"20778",-0.0635
"20779",-0.0097
"20787",-0.1045
"20788",-0.0162
"20807",-0.1306
"20810",-0.0988
"20811",0.0771
"20813",0.0336
"20815",-0.0935
"20817",0.0429
"20818",0.0813
"20821",-0.1125
"20822",0.051
"20823",0.0482
"20826",0.1771
"20832",0.1035
"20833",-0.0304
"20840",-0.977
"20841",0.003
"20842",-0.0772
"20843",0.1646
"20844",0.1428
"20845",-0.0744
"20846",-0.0346
"20847",-0.1749
"20848",-0.0311
"20850",-0.3626
"20851",0.0366
"20852",-0.185
"20853",-0.2614
"20855",-0.3919
"20856",-0.4619
"20866",0.0925
"20867",-0.0425
"20868",0.0407
"20869",0.0464
"20871",-0.7762
"20872",0.1616
"20873",0.4243
"20874",-0.0425
"20877",0.5057
"20878",0.0493
"20887",-0.1088
"20892",-0.089
"20893",-0.4311
"20897",0.5076
"20901",0.1168
"20907",-0.1288
"20908",-0.1908
"20909",0.1074
"20910",-0.0743
"20911",-0.1099
"20912",0.1605
"20913",0.1429
"20916",0.188
"20917",0.1697
"20918",0.4347
"20922",0.2735
"20924",-0.1661
"20926",-0.1536
"20927",-0.0636
"20928",-0.5868
"20930",-0.0103
"20931",-0.1495
"20932",0.1413
"20933",0.1081
"20935",-0.1186
"20937",0.0087
"20947",-0.1638
"20955",0.3167
"20962",-0.3638
"20963",0.0761
"20964",-0.121
"20965",0.086
"20969",-0.0421
"20970",-0.0929
"20971",0.0011
"20972",0.0181
"20973",-0.1835
"20974",0.0258
"20975",-0.2133
"20977",0.0639
"20979",-0.193
"20980",-0.397
"20981",-0.0868
"20983",0.0824
"21331",-0.4619
"21333",-0.2526
"21334",-0.4188
"21335",0.1258
"21336",-0.4368
"21337",0.0942
"21338",-0.996
"21339",-0.1578
"21340",-0.0667
"21341",-0.2634
"21343",-0.1112
"21345",-0.558
"21346",-0.2657
"21349",-0.1208
"21350",0.5509
"21351",0.1751
"21353",-0.13
"21354",-0.1601
"21355",-0.129
"21356",0.1083
"21357",0.1226
"21366",-0.1652
"21367",-0.3441
"21371",0.4446
"21372",-0.075
"21374",-0.2204
"21375",-0.2127
"21376",0.0832
"21378",0.4761
"21379",-0.0417
"21380",-1.3796
"21384",0.0245
"21385",-0.0306
"21386",-1.036
"21387",-0.1625
"21389",-0.6852
"21390",0.0911
"21391",-0.0554
"21393",0.4256
"21399",0.1633
"21400",-0.0799
"21401",1.1528
"21402",0.2291
"21405",-0.0694
"21406",-0.1582
"21407",0.2922
"21408",-0.0182
"21410",-0.11
"21411",-0.1767
"21413",-0.0256
"21414",-0.0284
"21415",-0.1538
"21416",-0.2335
"21417",-0.0664
"21419",-0.0694
"21420",0.0232
"21422",-0.2049
"21423",-0.1009
"21425",-0.1692
"21427",-0.185
"21428",-8e-04
"21429",-0.0793
"21452",0.5202
"21453",-0.2899
"21454",0.0895
"21461",-1.5765
"21462",-0.6172
"21463",-0.0898
"21645",-0.5716
"21646",-0.2612
"21648",-0.1531
"21652",-0.1539
"21664",-0.0292
"21665",1.1582
"21667",-0.7684
"21672",0.2084
"21676",-0.1182
"21677",-0.0545
"21678",0.0888
"21679",-0.3835
"21681",-0.0089
"21682",0.0489
"21683",-0.0973
"21684",-0.0806
"21685",-0.1673
"21687",-0.5389
"21689",1.034
"21743",-0.0418
"21745",-0.0343
"21749",-0.1485
"21750",-0.044
"21752",-0.2303
"21753",-0.5236
"21754",-0.1429
"21756",0.1941
"21761",0.0489
"21762",0.1106
"21763",-0.0546
"21766",0.0792
"21767",0.0562
"21769",0.0155
"21770",-0.2202
"21771",-0.1141
"21778",-0.1435
"21780",0.3097
"21781",0.0363
"21787",0.0123
"21788",-0.0597
"21802",0.0264
"21803",-0.0997
"21804",-0.2324
"21807",0.1595
"21808",-0.2394
"21809",-0.2508
"21810",0.0487
"21812",0.0194
"21813",-0.0012
"21814",-0.2268
"21815",0.1959
"21816",0.0846
"21817",-0.0633
"21818",-0.2236
"21819",0.247
"21821",-0.0454
"21822",4.0566
"21823",-0.1672
"21824",-0.4633
"21825",0.0372
"21826",0.1172
"21827",-0.3158
"21828",-1.8096
"21830",0.3538
"21832",-0.3889
"21833",0.0018
"21834",0.0146
"21835",0.2992
"21838",-0.106
"21841",-0.0788
"21843",0.0064
"21844",0.0207
"21846",-0.343
"21847",-0.1389
"21848",-0.048
"21849",0.032
"21853",-0.0617
"21854",0.0831
"21855",-0.0117
"21856",-0.2273
"21857",-0.8206
"21858",-0.1674
"21859",-0.0357
"21869",0.0204
"21871",0.0284
"21872",-0.2701
"21873",-0.1264
"21877",0.4181
"21881",-0.0312
"21885",0.0629
"21886",-0.6948
"21887",-0.4549
"21888",0.21
"21892",0.0255
"21894",-0.2423
"21897",0.7567
"21898",-0.1221
"21899",-0.1099
"21907",-0.0561
"21912",0.0752
"21915",0.1229
"21916",0.0372
"21917",0.1818
"21922",-2.0328
"21923",-0.2868
"21924",-0.955
"21927",-0.0176
"21928",-0.0419
"21929",-0.1911
"21930",-0.3039
"21933",0.4582
"21934",0.0626
"21935",0.5952
"21936",-0.0488
"21937",0.1309
"21938",0.1609
"21939",-0.9687
"21940",0.4435
"21941",0.0826
"21942",0.5913
"21944",0.1941
"21945",-0.1128
"21946",0.0601
"21950",1.6753
"21951",-0.0969
"21952",-0.5118
"21954",-0.2257
"21955",-0.1929
"21956",0.6956
"21957",0.377
"21960",0.0573
"21961",-0.1771
"21968",-0.1088
"21969",-0.0541
"21973",0.6192
"21974",0.0573
"21975",-0.3029
"21976",-0.0089
"21981",-0.2895
"21982",0.1246
"21983",-0.0632
"21985",0.0393
"21987",0.2657
"21990",-0.241
"21991",0.0489
"22003",0.0648
"22004",-0.2751
"22017",0.065
"22018",0.5153
"22019",-0.0221
"22021",0.0202
"22022",0.0192
"22025",-0.1344
"22026",0.0536
"22027",0.2196
"22029",-0.1978
"22030",0.1697
"22031",-0.1179
"22032",0.021
"22033",-0.5732
"22034",-0.1301
"22035",-0.3713
"22036",-0.7431
"22038",0.1394
"22040",-1.0116
"22041",0.0888
"22042",0.2657
"22044",-0.1387
"22045",-0.385
"22051",-0.1645
"22057",0.0432
"22059",-0.0241
"22061",0.1137
"22062",-0.1791
"22063",0.1557
"22065",-0.2345
"22066",-0.1405
"22067",-0.0262
"22068",0.0576
"22070",0.5139
"22083",-0.1679
"22084",-0.2255
"22088",-0.0025
"22092",0.7725
"22094",-0.2707
"22095",-1.1951
"22097",-0.0464
"22099",0.2445
"22110",0.1545
"22114",1.8575
"22115",-2.2075
"22116",0.2923
"22117",0.0493
"22121",0.3107
"22122",-0.205
"22123",-0.0857
"22127",1.067
"22130",-0.1421
"22134",0.0795
"22137",0.2033
"22138",-0.2088
"22139",4.3209
"22141",-0.1142
"22142",0.0627
"22143",-0.009
"22144",1.0519
"22145",-0.0633
"22146",3.6126
"22151",0.1866
"22152",0.034
"22153",-0.2324
"22154",0.0154
"22156",0.2792
"22158",0.0071
"22160",0.3401
"22163",-0.2351
"22166",0.3337
"22169",0.1162
"22171",-0.2971
"22174",-0.0055
"22177",-0.0639
"22178",0.3081
"22183",-0.0485
"22184",0.0729
"22185",0.1067
"22186",0.2954
"22187",-0.059
"22190",0.2295
"22192",0.1073
"22193",0.3296
"22194",0.1662
"22195",-0.1143
"22196",0.1034
"22200",0.1896
"22201",-0.0664
"22202",0.272
"22209",0.2099
"22210",0.1671
"22213",-0.0541
"22214",0.0934
"22215",0.0468
"22217",0.0401
"22218",0.0581
"22221",-0.1912
"22222",0.0339
"22223",0.0428
"22224",-0.1016
"22225",-0.0393
"22228",0.9766
"22229",0.0657
"22230",0.1549
"22232",0.1459
"22234",0.1419
"22235",0.0414
"22239",-0.0528
"22240",0.0668
"22241",-0.1551
"22245",-0.076
"22247",0.109
"22248",0.2629
"22249",-0.1532
"22253",-0.0045
"22256",0.2601
"22258",0.0484
"22259",0.2409
"22260",-0.2373
"22262",0.5936
"22264",0.039
"22268",-0.7465
"22271",-0.0021
"22272",0.2699
"22273",0.0845
"22275",0.2182
"22276",0.0252
"22278",-0.1993
"22282",-0.1365
"22283",-1.4159
"22284",0.0793
"22288",-0.3179
"22289",-0.0504
"22290",0.0397
"22293",-0.8161
"22294",0.1735
"22295",-6e-04
"22306",-1.4904
"22310",0.0914
"22317",0.073
"22318",-0.107
"22319",0.0692
"22320",1.0041
"22321",0.0581
"22323",-0.13
"22324",-0.0314
"22325",0.0571
"22326",-0.1059
"22327",0.2351
"22329",0.032
"22330",-0.3467
"22333",0.2133
"22334",0.0807
"22335",0.2174
"22337",0.9553
"22339",-0.0186
"22340",-0.0241
"22341",0.1156
"22342",0.1854
"22343",0.2389
"22344",-0.1044
"22346",0.3725
"22348",-0.1379
"22349",0.1865
"22350",0.2213
"22351",-0.671
"22352",-0.2391
"22353",0.0682
"22354",-0.2626
"22355",-0.1628
"22359",0.0061
"22360",0.1411
"22361",-0.3304
"22365",0.0681
"22367",0.0142
"22368",-0.2918
"22370",-0.5644
"22371",-0.5178
"22375",0.0403
"22376",-0.3848
"22377",0.1208
"22378",-0.1708
"22379",-0.1651
"22380",-0.0028
"22381",0.0702
"22384",0.1354
"22385",-0.03
"22388",0.0528
"22390",-0.0414
"22393",-0.6752
"22401",-0.0095
"22402",0.1642
"22404",-0.2655
"22408",1.5133
"22409",0.1932
"22410",-0.0154
"22411",-0.6615
"22412",0.4336
"22413",-0.2675
"22414",-0.1385
"22415",0.2937
"22417",-0.5487
"22418",-0.1203
"22419",-0.3335
"22420",0.5105
"22421",-0.273
"22422",0.1482
"22423",0.0354
"22427",-0.0722
"22428",-0.0907
"22433",0.1814
"22436",-0.6033
"22437",3.9991
"22439",0.0586
"22441",-0.4885
"22445",-1.3434
"22589",-0.1152
"22590",0.1526
"22591",-0.0798
"22592",-0.0341
"22594",-0.3786
"22596",0.1562
"22599",0.3312
"22601",0.4216
"22608",0.0315
"22612",-0.0291
"22619",0.2359
"22625",-0.3865
"22626",0.2339
"22627",-0.0499
"22628",0.0379
"22629",0.0341
"22630",9e-04
"22631",0.2371
"22632",0.054
"22634",-0.4252
"22635",-0.9791
"22637",-0.0079
"22640",-0.1639
"22642",-0.1206
"22643",0.2039
"22644",0.2035
"22646",0.555
"22648",-0.015
"22652",0.824
"22654",-0.3023
"22658",-0.3974
"22661",0.0604
"22666",0.0682
"22668",-0.0701
"22670",-0.1235
"22671",0.1443
"22673",0.7135
"22678",-0.0164
"22680",-0.0954
"22682",0.2881
"22685",-0.0932
"22687",-0.0642
"22688",0.0665
"22689",-0.0516
"22690",-0.0782
"22691",0.0156
"22693",-0.1488
"22694",0.1287
"22695",-0.4073
"22696",0.0843
"22697",0.0677
"22698",0.0151
"22700",0.0286
"22701",0.1585
"22704",0.1096
"22709",0.0288
"22710",0.1645
"22712",0.459
"22715",-0.2162
"22717",0.1393
"22718",0.1028
"22719",-0.1526
"22720",0.0923
"22722",-0.1601
"22724",-0.1831
"22746",0.2183
"22750",-0.0301
"22751",0.0925
"22754",-0.0468
"22755",-0.205
"22756",-0.0552
"22757",0.0659
"22758",0.1817
"22759",-0.1557
"22761",-0.2899
"22762",0.1064
"22763",0.0522
"22764",0.222
"22770",0.0119
"22771",0.0559
"22772",-0.0723
"22773",-0.2567
"22774",-0.4326
"22775",0.2807
"22776",-0.3686
"22778",-0.2756
"22779",-0.113
"22781",-0.2442
"22782",0.1991
"22784",-0.1585
"22785",0.1858
"22787",-0.8714
"22789",-0.4843
"22791",-0.0607
"22793",-0.164
"23789",-0.1096
"23790",-0.0965
"23792",-0.1798
"23794",0.2325
"23796",-0.4274
"23797",0.0402
"23801",-0.37
"23802",0.155
"23805",-0.1956
"23806",0.0966
"23807",-0.1191
"23808",0.0676
"23821",-0.0031
"23825",0.0153
"23827",0.1102
"23828",-0.3362
"23829",-0.0705
"23830",0.1735
"23831",0.6693
"23832",0.6399
"23833",0.5494
"23834",-0.3402
"23836",-0.1939
"23837",-0.0019
"23845",0.3589
"23849",-0.1322
"23850",0.6886
"23853",-0.0978
"23854",0.0643
"23856",-0.0697
"23857",-0.0699
"23863",-0.0394
"23871",-0.2462
"23872",0.1398
"23873",0.258
"23874",0.1176
"23876",-0.0972
"23877",-0.1736
"23879",-0.0343
"23880",-0.3017
"23881",0.0591
"23882",0.1548
"23885",-0.0313
"23887",-0.2991
"23888",-0.0832
"23890",-0.0659
"23892",-1.6166
"23893",-0.3071
"23894",0.0621
"23897",0.066
"23908",0.1328
"23912",-0.1475
"23917",0.0379
"23918",0.1028
"23919",0.6093
"23921",-0.0824
"23922",0.6359
"23923",1.0762
"23924",-0.0371
"23925",-1.9944
"23928",-0.5966
"23934",0.1163
"23936",-0.0539
"23938",-0.1227
"23939",-0.0513
"23942",-0.0231
"23943",-0.1247
"23945",-0.0701
"23947",-0.0414
"23948",0.0252
"23950",0.1542
"23954",0.0309
"23955",0.0681
"23956",0.9044
"23959",0.1527
"23961",-0.0387
"23962",-0.2012
"23963",-0.0552
"23964",-0.2481
"23965",-0.4557
"23966",-0.2778
"23967",-0.5817
"23969",-0.1379
"23970",0.0641
"23971",0.1653
"23972",-0.207
"23980",0.3535
"23983",0.2288
"23984",-0.1684
"23985",0.1357
"23986",0.0297
"23988",0.2733
"23989",-0.148
"23991",0.0732
"23992",0.1775
"23993",0.048
"23994",0.07
"23996",0.0327
"23997",0.0459
"23999",-0.1144
"24000",-0.1454
"24001",-0.1022
"24004",-0.0764
"24010",-0.1266
"24012",-0.077
"24014",-0.1195
"24015",0.0619
"24017",-0.042
"24018",0.041
"24030",0.0156
"24044",-0.1033
"24045",-0.4734
"24047",0.1544
"24050",-0.0977
"24051",-0.0692
"24052",-0.2798
"24053",-0.7762
"24055",-0.4691
"24056",-0.0803
"24057",0.0945
"24058",-0.2895
"24059",-0.1104
"24060",0.2488
"24061",0.0029
"24063",0.0446
"24064",0.1224
"24066",-0.0756
"24067",0.5391
"24068",0.2515
"24069",-0.1045
"24070",0.0121
"24071",0.0067
"24074",-0.1587
"24075",0.2334
"24082",0.4914
"24083",0.0208
"24084",0.118
"24086",-0.0158
"24087",-0.5822
"24088",0.6417
"24099",-0.4285
"24100",0.0336
"24105",0.1361
"24109",0.2271
"24110",0.7979
"24115",0.2126
"24116",-0.1338
"24117",-0.1401
"24127",0.0445
"24128",-0.0822
"24131",-0.4741
"24132",0.0159
"24135",0.0937
"24136",0.0501
"26356",-0.0294
"26357",-0.0978
"26358",-0.6256
"26360",0.5124
"26361",-2.2817
"26362",-0.2322
"26363",0.2126
"26364",-0.4622
"26365",-0.1327
"26367",0.4513
"26370",0.1382
"26371",0.0158
"26372",-0.0405
"26373",-0.0236
"26374",0.1702
"26377",-0.078
"26378",0.0443
"26379",0.2143
"26380",0.1651
"26381",0.0197
"26382",-0.0336
"26383",0.0154
"26384",-0.0086
"26385",-0.0753
"26386",-0.1353
"26388",-1.6342
"26390",-0.089
"26394",-0.0592
"26395",0.24
"26396",-0.047
"26397",0.0818
"26398",-0.0072
"26399",0.2226
"26400",-0.075
"26401",-0.1471
"26403",-0.1768
"26404",-0.0274
"26405",-0.0012
"26406",-0.1672
"26407",-0.2046
"26408",-0.1211
"26409",-0.0025
"26410",-0.0044
"26411",-0.0999
"26412",-0.2584
"26413",0.1952
"26414",-0.1317
"26415",-1.5487
"26416",0.0327
"26417",-0.1241
"26419",0.0018
"26420",0.0699
"26422",-0.0126
"26424",-0.7228
"26425",0.2484
"26426",0.0234
"26427",0.2887
"26428",0.0342
"26429",-0.0063
"26430",0.0873
"26431",-0.2441
"26432",0.0889
"26433",-0.2866
"26434",0.8785
"26436",0.1426
"26440",0.204
"26441",0.0996
"26442",0.2921
"26443",0.1413
"26444",0.188
"26445",-0.0477
"26446",0.2977
"26447",0.1626
"26448",-0.2102
"26450",-0.1417
"26451",0.2739
"26456",-0.3328
"26457",-0.0719
"26458",-0.3484
"26459",0.9628
"26462",0.1334
"26465",-0.0156
"26466",0.1737
"26549",-0.0529
"26554",0.0894
"26556",0.0055
"26557",-0.5637
"26558",0.0759
"26559",-0.1886
"26561",0.1521
"26562",0.0912
"26563",-0.0831
"26564",-0.1628
"26565",0.6321
"26568",-0.0705
"26569",-0.0955
"26570",-0.4746
"26572",0.0269
"26611",0.1922
"26754",0.1557
"26757",-9e-04
"26874",0.2007
"26875",-0.2609
"26877",0.0078
"26878",0.0014
"26879",0.0411
"26885",-0.1635
"26886",0.5091
"26887",-0.5914
"26888",1.4987
"26889",0.0521
"26891",0.0112
"26893",0.1439
"26894",-0.1211
"26895",0.1242
"26896",-0.0987
"26897",0.5099
"26900",0.1835
"26901",0.4874
"26903",-0.1043
"26905",0.0584
"26908",0.0085
"26909",0.0575
"26912",0.0611
"26913",0.0228
"26914",-0.045
"26918",0.0563
"26919",0.1114
"26920",-0.4671
"26921",-0.1035
"26922",-0.1219
"26926",0.2831
"26927",2.0313
"26931",-0.0484
"26932",-0.0011
"26934",-0.2203
"26936",-0.0335
"26938",-0.0129
"26939",-0.1054
"26940",-0.0981
"26941",0.1062
"26942",-0.2617
"26943",0.0496
"26945",-0.027
"26946",0.2046
"26949",0.0454
"26950",0.0284
"26951",-0.1407
"26961",0.1823
"26965",0.0434
"26968",0.2286
"26971",0.3239
"26987",0.0675
"26992",-0.0339
"27008",-0.0281
"27015",-0.3725
"27027",0.1179
"27028",0.3096
"27029",-0.0361
"27041",0.0179
"27045",0.1692
"27047",-0.0234
"27049",0.1022
"27050",0.3225
"27053",-0.0057
"27054",-0.0012
"27055",0.0018
"27056",-0.5149
"27057",0.1045
"27058",0.4929
"27059",0.0056
"27060",-0.2451
"27061",0.2853
"27062",-0.1573
"27078",0.0537
"27081",0.1005
"27083",-2.9991
"27096",0.1529
"27103",-0.1429
"27176",0.2087
"27204",0.3187
"27205",-0.3924
"27207",0.3142
"27208",-0.6128
"27209",-0.0267
"27210",-0.9363
"27212",-0.3651
"27214",-0.15
"27215",0.1399
"27218",1.0032
"27219",-0.6064
"27220",-0.2708
"27221",-0.2048
"27222",0.1639
"27223",-0.0483
"27224",-0.0426
"27225",-0.0492
"27226",0.1092
"27260",2.1833
"27261",-0.5908
"27267",-0.1363
"27273",0.0025
"27274",-0.0634
"27275",0.1731
"27276",-0.2115
"27277",-0.0051
"27278",-0.5666
"27279",0.6151
"27280",0.2475
"27281",0.0358
"27354",0.0725
"27355",-0.0604
"27356",-0.1714
"27357",0.0492
"27359",-0.0416
"27360",-0.0991
"27361",0.2099
"27362",0.1041
"27364",0.0249
"27366",0.0401
"27367",0.1889
"27368",-0.0118
"27369",-0.127
"27370",-0.0305
"27371",-1.5135
"27373",-0.1801
"27374",-0.171
"27375",0.8302
"27376",0.0873
"27377",0.2061
"27384",-1.5378
"27385",-0.2138
"27386",0.0329
"27387",-0.101
"27388",0.1729
"27389",0.7697
"27390",-0.9965
"27392",0.0527
"27393",-0.0398
"27395",0.1468
"27397",0.0936
"27398",0.2042
"27399",0.0685
"27401",-0.2787
"27402",0.0803
"27403",-0.3424
"27404",-0.1119
"27405",-0.7943
"27406",-0.159
"27407",-0.0368
"27410",-0.1039
"27411",-0.8912
"27412",0.0555
"27414",-0.0641
"27416",-0.1818
"27418",-3e-04
"27419",0.2451
"27421",-0.214
"27425",0.4654
"27426",-0.174
"27428",0.4814
"27493",-0.5862
"27494",-0.0124
"27528",0.3845
"27632",0.0022
"27643",0.2375
"27660",0.8077
"27681",0.151
"27756",0.3627
"27762",-0.1111
"27784",0.2884
"27801",-0.1241
"27878",0.1502
"27883",0.076
"27886",-0.2109
"27965",0.1996
"27966",0.0847
"27967",-0.2663
"27973",0.2236
"27979",-0.0561
"27981",0.0812
"27984",0.0492
"27993",-0.1979
"27998",-0.2823
"27999",0.3082
"28000",0.2376
"28006",-0.1922
"28010",-0.2458
"28015",0.169
"28018",0.0759
"28019",0.056
"28028",0.0318
"28030",-0.0773
"28035",-0.0631
"28036",0.025
"28040",0.1949
"28042",0.1521
"28064",0.0883
"28071",0.2757
"28075",-0.2272
"28077",0.0316
"28080",0.1783
"28081",-0.0789
"28084",-0.066
"28088",0.0994
"28105",0.0713
"28106",0.074
"28109",-0.0895
"28113",-0.1492
"28114",0.0016
"28126",-0.0833
"28135",0.1895
"28146",0.2013
"28169",-0.0456
"28185",0.2164
"28193",-0.2191
"28199",-7e-04
"28200",0.0476
"28240",-0.2982
"28250",-0.2839
"28253",1.0222
"28295",0.0804
"29805",0.381
"29806",0.0902
"29807",-0.017
"29808",-0.0922
"29809",0.0444
"29810",-0.2226
"29811",-0.0285
"29812",-0.0134
"29813",-0.1572
"29815",0.0366
"29816",0.0208
"29817",0.416
"29818",-0.491
"29819",-0.0395
"29820",0.0942
"29856",-0.4621
"29857",0.2235
"29858",-0.0124
"29859",0.0231
"29861",-0.1429
"29862",-0.0956
"29863",0.2419
"29864",0.2514
"29867",0.0166
"29869",0.035
"29870",-0.1327
"29871",-0.1705
"29873",0.1319
"29875",-0.1139
"29876",-0.2321
"29877",0.1016
"30044",-0.3122
"30045",0.2679
"30046",-0.1061
"30049",-0.3325
"30050",0.0104
"30051",0.0771
"30052",0.7216
"30054",-2.0947
"30055",0.2271
"30056",0.1144
"30057",0.1404
"30058",0.1905
"30059",0.2207
"30060",-0.2072
"30785",0.0666
"30791",0.0609
"30794",0.6553
"30795",-0.0071
"30805",-0.194
"30806",-0.3906
"30838",0.0905
"30839",0.0602
"30840",0.1563
"30841",-0.1151
"30843",-0.0978
"30853",-0.0103
"30877",-0.07
"30878",-0.0582
"30924",-0.8391
"30925",-0.3992
"30926",0.2836
"30928",0.1785
"30930",-0.0919
"30931",0.0268
"30932",0.2928
"30933",0.0564
"30934",-0.0039
"30935",0.3043
"30937",0.0545
"30938",0.1594
"30939",-0.0138
"30940",0.0462
"30941",-0.0794
"30942",3.0422
"30944",-0.0162
"30945",0.0512
"30946",-0.0233
"30947",-0.0808
"30948",-0.0892
"30949",0.0929
"30951",-0.2215
"30953",0.1238
"30954",0.353
"30955",-0.4928
"30956",0.266
"30957",-0.026
"30959",0.1555
"30960",0.2142
"30963",0.0386
"50490",1.7288
"50492",0.026
"50493",0.0258
"50496",-0.1203
"50497",-0.0023
"50498",-0.4022
"50500",0.0798
"50501",-2.4478
"50505",-0.0167
"50518",-0.0017
"50523",-0.1843
"50524",-0.0319
"50525",0.0903
"50527",-0.0116
"50528",0.886
"50529",0.1057
"50530",-0.6194
"50540",-0.0011
"50706",-0.3594
"50708",0.7211
"50709",0.7247
"50720",-0.0089
"50721",-0.1172
"50722",-0.2748
"50723",-0.5374
"50724",0.073
"50753",0.0854
"50754",0.0946
"50755",-0.0178
"50758",0.1181
"50759",0.2517
"50760",0.1801
"50762",-0.2255
"50764",-0.4468
"50765",0.0048
"50766",-0.163
"50767",-0.2599
"50768",-0.2227
"50769",-0.1459
"50770",-0.2895
"50771",0.0072
"50772",-0.0561
"50773",0.0603
"50776",0.3463
"50778",-0.0343
"50779",0.181
"50780",-0.0031
"50781",-0.1732
"50782",-0.4074
"50783",0.104
"50784",0.4166
"50785",0.0316
"50786",0.1385
"50787",0.0729
"50788",0.3403
"50789",0.1593
"50790",-0.0109
"50791",-0.0112
"50793",0.0071
"50794",0.1766
"50795",-0.1856
"50797",0.1413
"50798",-0.1095
"50799",0.4499
"50817",-0.188
"50849",0.1117
"50850",0.0938
"50868",0.051
"50873",-0.2801
"50874",1.0533
"50875",-0.2339
"50876",-0.055
"50877",0.0108
"50878",0.0018
"50880",0.2435
"50883",-0.0077
"50884",0.168
"50887",0.1993
"50905",-0.344
"50907",0.0592
"50908",0.2988
"50909",-0.3666
"50911",0.2419
"50912",-0.212
"50913",-0.221
"50914",0.2575
"50915",-0.0429
"50917",-0.0223
"50918",-0.4611
"50926",0.0201
"50927",0.0409
"50928",0.0201
"50931",-0.2291
"50932",-0.1628
"50933",0.1999
"50934",-0.1818
"50935",-0.0411
"50994",0.2395
"50995",0.0987
"50996",0.099
"50997",-0.2259
"51786",0.1589
"51788",0.4357
"51789",-0.1853
"51791",-0.6692
"51792",0.0045
"51793",0.2686
"51795",0.4383
"51796",-0.2656
"51797",0.2222
"51798",0.0775
"51799",-0.0978
"51800",0.8037
"51801",0.126
"51810",0.0369
"51812",0.1583
"51813",0.1577
"51869",-0.1872
"51875",-0.0809
"51885",-0.1216
"51886",-0.1205
"51897",-0.0751
"51902",-0.2709
"51938",-0.0991
"51944",-0.3552
"51960",-0.1149
"52004",0.0553
"52009",-0.0881
"52013",0.0713
"52014",0.2153
"52020",-0.052
"52023",0.0628
"52028",-0.1459
"52033",0.5408
"52036",0.0301
"52040",-0.0785
"52055",0.0583
"52064",0.0978
"52065",-0.0802
"52076",0.1283
"52118",0.0393
"52120",0.0211
"52123",0.2641
"52132",-0.1753
"52150",-0.4588
"52163",0.2496
