"","GSE111215_enriched environment"
"11287",0.1714
"11298",-2.2199
"11302",-1.3792
"11303",0.0679
"11304",-1.2086
"11305",-1.2161
"11306",1.6171
"11307",-0.6343
"11308",1.3565
"11350",-0.1598
"11352",-0.0788
"11363",-0.519
"11364",0.0347
"11370",-1.0322
"11409",0.2747
"11416",-0.2137
"11418",-0.0663
"11419",-0.6705
"11421",-1.4997
"11423",0.0836
"11425",-1.068
"11426",-1.212
"11428",-0.5571
"11429",-0.0585
"11430",-0.5655
"11431",0.7374
"11432",-0.1031
"11433",-2.4947
"11434",0.9502
"11435",0.4497
"11438",-1.454
"11440",1.5772
"11441",1.1338
"11443",0.0793
"11444",-0.5908
"11447",0.8807
"11448",0.3179
"11449",-0.0845
"11450",1.7188
"11451",0.306
"11459",1.8396
"11461",1.0068
"11464",-2.0588
"11465",0.4831
"11468",-1.2144
"11470",0.1269
"11471",0.8059
"11472",1.1109
"11474",0.0974
"11475",-0.6349
"11477",0.0065
"11479",-1.6553
"11480",0.6364
"11481",-0.9253
"11482",-0.0023
"11484",0.1549
"11486",-1.1476
"11487",0.9817
"11488",-1.0163
"11489",-0.8204
"11490",-1.2167
"11491",-1.0476
"11492",-0.3811
"11495",1.1302
"11496",0.191
"11497",1.9523
"11498",-1.8855
"11499",-0.002
"11500",2.1563
"11501",-0.6877
"11502",1.6917
"11504",0.7715
"11512",-0.6894
"11513",0.0215
"11514",-0.6722
"11515",-0.0981
"11516",1.5304
"11517",-1.5649
"11518",-1.5203
"11519",0.4962
"11520",0.0601
"11522",-1.0361
"11529",1.1756
"11532",1.1079
"11534",1.2646
"11535",-1.3082
"11536",-1.5093
"11538",0.2881
"11539",-1.4359
"11540",-2.1847
"11541",-0.1162
"11542",0.2538
"11544",-0.0759
"11545",0.6162
"11546",0.8864
"11548",0.2472
"11549",1.6586
"11550",-0.1688
"11551",-1.0923
"11552",-1.2761
"11553",-1.6992
"11554",1.1043
"11555",-0.7738
"11556",1.642
"11564",0.5217
"11565",-0.134
"11566",2.4913
"11567",-1.4725
"11568",-0.8796
"11569",-0.9464
"11571",-0.7386
"11572",-0.8206
"11576",0.8678
"11593",-0.5917
"11595",0.7064
"11596",-1.6127
"11600",0.0158
"11601",-1.3309
"11602",1.6096
"11603",-0.999
"11604",1.4175
"11605",1.1233
"11606",-0.2604
"11607",0.8324
"11608",-0.831
"11609",0.6386
"11610",-0.5092
"11611",0.8063
"11614",-0.641
"11615",1.4061
"11622",0.8845
"11624",0.6925
"11625",-0.6768
"11628",-0.007
"11629",1.4794
"11630",0.4084
"11632",0.637
"11634",-2.5951
"11636",0.4911
"11637",-0.611
"11639",-1.6718
"11640",-0.1008
"11642",0.1887
"11647",-1.1245
"11648",0.407
"11651",-1.2284
"11652",-0.6353
"11655",0.1368
"11656",-2.4612
"11657",-0.2206
"11658",-1.4818
"11666",-1.3999
"11668",1.1356
"11669",-1.1883
"11670",-1.1041
"11671",0.3631
"11674",0.2193
"11676",0.9743
"11677",1.5849
"11682",-0.875
"11684",0.242
"11685",-2.2508
"11686",-0.8919
"11687",-0.518
"11688",-0.4071
"11689",0.6385
"11690",-1.1019
"11692",0.5481
"11694",-2.0958
"11695",-2.2472
"11698",0.0924
"11699",-0.0256
"11702",-0.3755
"11704",2.0631
"11705",-0.1252
"11717",-0.9401
"11720",-0.8524
"11722",-1.6791
"11727",-0.5339
"11731",0.7816
"11732",0.5732
"11733",0.3297
"11735",0.4161
"11736",1.0056
"11737",1.0333
"11739",1.0578
"11740",0.489
"11744",0.4499
"11745",-0.2601
"11746",0.1859
"11747",0.0992
"11749",0.581
"11750",0.216
"11752",2.0615
"11754",-1.6349
"11757",1.0019
"11758",0.7314
"11761",-0.3117
"11764",-1.399
"11765",0.4384
"11766",-1.1517
"11767",-0.108
"11768",-0.2264
"11769",0.7696
"11770",-0.4382
"11771",-0.7681
"11772",0.2808
"11773",-0.3723
"11774",0.9027
"11775",-0.7163
"11776",-1.1344
"11777",0.0672
"11778",-0.068
"11781",2.1777
"11782",0.9903
"11783",-0.5739
"11784",-0.1922
"11785",-1.806
"11787",1.2098
"11789",0.249
"11790",-1.9187
"11792",2.4642
"11793",0.396
"11796",0.3265
"11797",-0.658
"11798",0.5735
"11799",2.4411
"11800",1.452
"11801",0.2362
"11803",-0.7549
"11804",-0.4776
"11806",-0.2302
"11807",0.7724
"11808",1.672
"11810",0.1193
"11811",-0.3065
"11812",-1.8396
"11813",-0.634
"11814",-1.1702
"11815",-0.6489
"11816",-0.9747
"11818",-0.7542
"11819",1.5255
"11820",-0.5189
"11821",1.2136
"11826",-0.6879
"11827",0.7816
"11828",-1.35
"11829",-0.0792
"11830",3.608
"11831",2.4333
"11832",-3.8816
"11833",-0.8677
"11834",0.1004
"11835",0.0619
"11836",-0.0607
"11837",0.642
"11838",-0.9232
"11839",-0.51
"11840",-0.2655
"11841",1.0885
"11842",-0.0498
"11843",0.9558
"11844",0.9724
"11845",0.3101
"11846",1.263
"11847",1.4054
"11848",-0.0827
"11852",-0.4469
"11853",-0.1403
"11854",-1.199
"11855",1.0031
"11856",-0.0771
"11857",1.0444
"11858",0.3369
"11859",-0.0168
"11861",-0.4746
"11863",-1.1587
"11864",0.0217
"11865",-0.4668
"11867",-0.0804
"11870",-0.2428
"11871",0.0405
"11872",0.6049
"11875",-0.9664
"11876",2.6859
"11877",-1.4991
"11878",-0.9009
"11881",-0.531
"11883",-1.3116
"11886",-0.4435
"11889",-0.8788
"11890",-0.1845
"11891",1.5343
"11898",-0.104
"11899",-0.5279
"11905",0.663
"11906",-0.1235
"11907",0.9729
"11908",-1.3971
"11909",2.4275
"11910",1.2406
"11911",-0.4237
"11920",0.4224
"11922",0.8431
"11923",3.8833
"11924",-1.2587
"11925",-1.7919
"11927",0.7754
"11928",-0.3523
"11931",1.345
"11932",-0.6753
"11933",-0.7243
"11936",0.2415
"11937",0.7379
"11938",-0.0489
"11941",0.0289
"11944",0.4094
"11945",0.1003
"11946",0.3423
"11947",0.3921
"11949",0.7452
"11950",1.2113
"11951",0.2577
"11957",0.5695
"11958",0.8993
"11964",1.7529
"11966",0.2766
"11972",-0.318
"11973",0.5485
"11974",-1.0754
"11975",-0.2373
"11977",-2.0075
"11979",0.1517
"11980",0.0851
"11981",-1.6279
"11982",-0.433
"11983",0.941
"11984",0.0265
"11987",-0.8651
"11988",-0.6992
"11989",0.5704
"11990",-0.4084
"11991",0.5712
"11992",1.764
"11993",-0.6741
"11994",0.258
"11997",-1.5724
"11998",0.7947
"12000",-0.5356
"12005",-1.9276
"12006",0.4006
"12007",0.3266
"12009",-1.4783
"12010",0.8765
"12012",-0.7289
"12013",1.339
"12014",0.3114
"12015",-0.3903
"12017",0.6294
"12018",-0.1281
"12020",-0.7956
"12021",-0.4821
"12022",0.8296
"12023",-0.9478
"12028",-1.2195
"12029",0.1627
"12032",-2.9808
"12033",0.8258
"12034",0.3415
"12035",0.9133
"12036",-0.4701
"12038",-0.163
"12039",-0.4614
"12040",1.1617
"12041",1.2289
"12042",0.0691
"12043",0.07
"12044",-1.3341
"12045",2.6506
"12046",0.5431
"12047",1.7357
"12048",-0.4007
"12050",-0.6829
"12051",0.0762
"12053",-1.6073
"12054",0.1088
"12055",0.5281
"12057",2.5241
"12061",-0.8593
"12062",-1.1477
"12064",3.151
"12068",1.0827
"12069",0.4854
"12070",0.6712
"12075",0.4167
"12091",-0.4484
"12095",-2.5916
"12096",-1.9572
"12097",0.9351
"12111",-0.2514
"12116",-1.1438
"12121",1.1481
"12122",-1.7372
"12123",-3.0178
"12124",0.1371
"12125",-0.8304
"12140",-0.5838
"12142",0.1001
"12143",-0.7141
"12144",0.8407
"12145",0.2073
"12151",0.918
"12153",-0.2565
"12155",-1.9964
"12156",-1.8543
"12159",-2.1392
"12160",-1.7292
"12161",-1.2834
"12162",-1.9544
"12163",-1.0621
"12164",1.4994
"12165",3.2932
"12166",1.1635
"12167",-1.6628
"12168",0.8125
"12169",-2.5824
"12173",-0.1595
"12175",0.743
"12176",0.9083
"12177",0.8408
"12180",-0.2519
"12181",0.0822
"12182",0.2101
"12183",1.1807
"12189",0.8954
"12190",0.769
"12192",0.3106
"12193",1.6016
"12209",1.8039
"12211",-0.1885
"12212",0.8261
"12215",-1.5035
"12217",0.0627
"12223",0.1293
"12224",-0.7681
"12226",0.5656
"12227",1.5617
"12228",0.5362
"12229",1.395
"12231",1.9779
"12234",-1.0876
"12235",0.7855
"12236",-0.7826
"12237",0.6203
"12238",0.8977
"12257",0.3865
"12258",-0.7628
"12259",0.7704
"12260",1.6719
"12261",1.4807
"12262",1.5699
"12263",-0.1939
"12265",-0.6235
"12266",1.1661
"12267",1.7857
"12268",-0.6565
"12269",1.3758
"12270",-1.2287
"12273",1.3644
"12274",-0.7899
"12279",-0.1548
"12282",-0.1734
"12283",0.7022
"12286",-0.7923
"12287",-0.5448
"12288",0.4703
"12289",0.4607
"12290",-0.3343
"12291",-1.1608
"12292",0.0433
"12293",0.631
"12294",-0.2889
"12295",-1.6153
"12296",0.6307
"12297",-2.0333
"12298",0.8858
"12299",1.8839
"12300",-0.1895
"12301",0.7944
"12304",-0.3216
"12305",-0.3369
"12306",-0.6447
"12307",-0.5823
"12308",1.0036
"12309",0.0111
"12310",0.1336
"12311",-1.0387
"12313",0.2209
"12314",1.0817
"12315",0.5925
"12316",-0.9055
"12317",-0.5504
"12319",0.3582
"12321",-0.5003
"12323",0.1977
"12325",0.1321
"12326",0.1885
"12328",1.6738
"12330",-0.4482
"12331",0.7427
"12332",0.7978
"12333",0.5551
"12334",-0.6525
"12335",0.8182
"12336",0.8719
"12337",-0.7523
"12338",-0.065
"12339",0.4058
"12340",0.2872
"12343",0.9292
"12344",0.866
"12345",1.1841
"12346",1.946
"12348",-2.4158
"12349",-0.3016
"12350",2.2294
"12351",0.2643
"12352",0.0229
"12353",0.4893
"12354",1.0138
"12355",-0.4241
"12359",-0.4258
"12361",1.085
"12362",0.7137
"12363",2.7039
"12364",0.4762
"12366",-0.592
"12367",1.1168
"12368",-0.7424
"12369",0.9989
"12370",0.6355
"12371",-0.2995
"12372",2.0485
"12373",-1.1977
"12374",7e-04
"12380",-0.2578
"12385",-1.2938
"12386",-1.1179
"12387",-0.8642
"12388",-1.017
"12389",-0.6638
"12390",0.5356
"12391",-0.5242
"12393",-0.5282
"12394",-0.0885
"12395",-1.1957
"12396",-0.2824
"12398",-1.6799
"12399",-1.3729
"12400",2.1301
"12401",-0.2534
"12402",-0.7105
"12404",-0.3327
"12405",0.919
"12406",-1.4431
"12408",0.7114
"12409",-0.4116
"12411",0.4928
"12412",-1.2719
"12416",0.2888
"12417",0.6397
"12418",0.0561
"12419",0.0607
"12421",0.7547
"12424",-1.8351
"12425",-0.8625
"12426",-0.3202
"12427",-2.2473
"12428",-0.567
"12442",-0.8448
"12443",1.1707
"12444",-1.7021
"12445",-0.8927
"12447",1.0619
"12448",-0.0914
"12449",-0.0472
"12450",0.6498
"12452",-0.2289
"12453",0.2874
"12454",-1.3636
"12455",-1.1868
"12457",0.3841
"12458",1.5593
"12460",0.3183
"12461",0.1216
"12462",0.8222
"12464",1.4172
"12465",0.5432
"12466",0.975
"12467",-2.66
"12468",-0.0107
"12469",0.6299
"12475",0.3458
"12476",-0.931
"12477",-1.8868
"12478",0.0924
"12479",0.8873
"12480",0.9752
"12481",0.5415
