"","GSE124954_exercise"
"11298",0.440733467527826
"11302",0.0170225997445655
"11303",0.00834206297407434
"11304",0.041822523582685
"11305",0.019579110046781
"11306",0.00862898485123866
"11307",0.00425780018941171
"11308",0.00429413148793389
"11350",0.00661010728931187
"11352",0.00506761456313741
"11363",0.0218113013060409
"11364",0.00469258451491455
"11370",0.0096051923316987
"11409",0.0210075936555758
"11416",0.00390096235255181
"11418",0.00707485369901302
"11419",0.0195005448959227
"11421",0.0694398963292257
"11423",0.0182689851390026
"11426",0.00408665373949667
"11428",0.00341234364551767
"11429",0.00289304644658949
"11430",0.00143993144132653
"11431",0.00496182904157272
"11432",0.00286989795918367
"11433",0.514675750469343
"11434",0.286799280526739
"11435",0.0707731195488845
"11438",0.173209930168064
"11440",0.827230624772562
"11441",0.0130602539903264
"11443",0.0960756240885379
"11444",0.00399299311094743
"11459",0.0272074980905805
"11465",0.00276136701553704
"11470",0.111980862087674
"11471",0.567338687395236
"11472",0.0223151958542905
"11474",0.136495062817392
"11475",0.108539181792186
"11477",0.00980616743433534
"11479",0.00668853097488742
"11480",0.00998227736280871
"11481",0.0175265049265351
"11482",0.0253545173541204
"11484",0.0601092357515382
"11486",0.203698383396717
"11487",0.00733196794134426
"11488",0.0168928513519077
"11489",0.0335310189153804
"11490",0.00945549900523383
"11491",0.00777312059794843
"11492",0.015196875784235
"11496",0.00127042342867323
"11498",0.035016350075429
"11499",0.61412582041047
"11501",0.0261725733174699
"11502",0.00200012160739373
"11504",0.0194999940889111
"11512",0.00683409749789787
"11513",0.0185231626059502
"11514",0.0239870353520489
"11515",0.00421898876799655
"11516",0.0606514727536541
"11517",0.00743739108226669
"11518",0.00219808654679925
"11519",0.00553124777372267
"11520",0.021963198615757
"11522",0.421821280923486
"11532",0.00344257600999584
"11534",0.00628919411930049
"11535",0.186577352746542
"11536",0.308113026005123
"11538",0.199249614738935
"11539",0.012003777717814
"11540",0.195862080672441
"11541",0.0420576867100554
"11542",0.121575321060869
"11544",0.00399750260145681
"11545",0.010619452378145
"11546",0.00625224433115216
"11548",0.220137632980765
"11549",0.0151916475983085
"11550",0.0196801926110264
"11551",0.0723106820047875
"11552",1.06099904077293
"11553",0.018532848914783
"11554",0.0169959128780265
"11555",0.120489430987099
"11556",0.560359183673469
"11564",0.00555875916439333
"11565",0.0469315943947012
"11566",0.00261763115197404
"11567",0.109599755625674
"11568",0.12567249455066
"11569",0.00294659054110526
"11593",0.0166493236212279
"11595",0.0274882222510593
"11596",0.272051203840188
"11600",0.0372167471893074
"11601",0.0340229932943458
"11603",0.0126766476926613
"11605",0.00962906992203471
"11606",0.0655207173089775
"11607",0.244185079638711
"11609",0.481772669243185
"11610",0.0225732302201071
"11615",0.0128608191777419
"11622",0.0150998276357369
"11624",0.0575807245044435
"11629",0.037556791806162
"11630",0.10248450587633
"11632",0.00466515180507708
"11634",0.464172983908162
"11636",0.00394983629356279
"11637",0.00360690569391957
"11639",0.0221868998345492
"11640",0.00357330196300642
"11642",0.46378095986515
"11647",0.0371384263808672
"11651",0.00429377453031695
"11652",0.0105808384378279
"11655",0.00399735982139597
"11656",0.0780323568956777
"11658",0.00813447837328827
"11666",0.0170269621732237
"11668",0.0328987282396538
"11669",0.00666389004581425
"11670",0.375103267441721
"11671",0.00280758887823794
"11676",0.0123200788553916
"11677",0.00386635307022369
"11682",0.0482239086698554
"11684",0.154079495131043
"11686",0.384098478822154
"11687",0.0371938775510204
"11688",0.0403857723311188
"11689",0.145827281071642
"11690",0.0386024284634138
"11692",0.00808947124200203
"11694",0.444349584096933
"11695",0.0738105941239185
"11702",0.00297914889468958
"11705",0.151923521463918
"11717",0.0114036939169335
"11722",0.0133589459784864
"11727",0.185618840233408
"11732",0.00293029847687999
"11733",0.0197007605412078
"11735",0.0127232009791919
"11736",0.00165704506360584
"11737",0.00470955163393612
"11739",0.00282822008083588
"11740",0.00469131169074873
"11744",0.0180132731679332
"11745",0.0348841033172683
"11746",0.0132727388562085
"11747",0.0151109436702777
"11749",0.00635073783546236
"11750",0.00867942591799055
"11754",0.404417124228417
"11757",0.00348309441316698
"11758",0.0295443455971687
"11761",0.0257120757507501
"11764",0.00345223937649982
"11765",0.00262984878369494
"11766",0.0784577053987277
"11767",0.00437647340696736
"11768",0.500703232959821
"11769",0.00463483742800348
"11771",0.0100478776592202
"11772",0.00877525949859583
"11773",0.00389422152369059
"11774",0.00276253811272889
"11775",0.00425330812854442
"11776",0.00498228617077231
"11777",0.0134870925219333
"11778",0.00454753957690493
