"","GSE124954_exercise"
"11298",-0.8366
"11302",1.5743
"11303",-0.0427
"11304",-1.0254
"11305",0.4288
"11306",-1.2789
"11307",0.3157
"11308",0.1114
"11350",0.4637
"11352",1.8346
"11363",-0.5295
"11364",-0.7372
"11370",0.5918
"11409",0.4664
"11416",-0.5908
"11418",0.0642
"11419",1.3384
"11421",-0.6789
"11423",1.4649
"11426",-0.657
"11428",-0.5187
"11429",-0.3644
"11430",0.448
"11431",0.0795
"11432",-0.1792
"11433",1.1023
"11434",-0.2209
"11435",-0.4413
"11438",-0.0173
"11440",-0.2951
"11441",1.3458
"11443",1.8312
"11444",1.2407
"11459",1.3762
"11465",1.0162
"11470",1.4592
"11471",0.233
"11472",-0.081
"11474",1.7147
"11475",1.1167
"11477",1.3451
"11479",1.57
"11480",-1.128
"11481",-0.0423
"11482",1.2328
"11484",-0.9165
"11486",-1.241
"11487",-0.0327
"11488",0.5455
"11489",1.0447
"11490",0.9708
"11491",-1.7229
"11492",0.3407
"11496",-0.7014
"11498",-1.1046
"11499",-0.6647
"11501",-1.7017
"11502",-0.6708
"11504",-2.4663
"11512",0.4137
"11513",0.3446
"11514",0.2163
"11515",2.5726
"11516",-0.6846
"11517",-0.2064
"11518",1.6061
"11519",2.0115
"11520",-1.0027
"11522",-0.6031
"11532",-0.6272
"11534",-0.7591
"11535",0.5334
"11536",0.4666
"11538",0.0979
"11539",0.0502
"11540",-0.3012
"11541",-0.3701
"11542",1.0276
"11544",0.5425
"11545",0.5638
"11546",-0.6804
"11548",0.4706
"11549",0.1647
"11550",1.0835
"11551",-0.759
"11552",-0.2496
"11553",2.4696
"11554",1.113
"11555",0.1959
"11556",0.5775
"11564",0.4064
"11565",-0.2248
"11566",0.0645
"11567",0.6594
"11568",-1.5478
"11569",1.5143
"11593",0.2759
"11595",-0.2105
"11596",-0.4239
"11600",-1.0362
"11601",-0.0759
"11603",2.0277
"11605",0.1549
"11606",-0.402
"11607",0.7437
"11609",0.6744
"11610",0.3075
"11615",-1.1816
"11622",0.4012
"11624",-0.0996
"11629",0.8607
"11630",-0.1212
"11632",-1.2679
"11634",0.4054
"11636",0.4853
"11637",0.5911
"11639",0.1289
"11640",-0.2961
"11642",1.5217
"11647",-0.1043
"11651",1.7138
"11652",0.943
"11655",-0.4571
"11656",0.6816
"11658",-1.0766
"11666",-0.9089
"11668",0.4565
"11669",0.0049
"11670",-0.0289
"11671",1.1116
"11676",0.0964
"11677",-1.4844
"11682",0.699
"11684",2.6933
"11686",1.8667
"11687",-0.098
"11688",-0.8315
"11689",0.8893
"11690",0.6922
