"","GSE111270_enriched environment"
"11287",0.2271
"11298",-2.201
"11302",0.2213
"11303",-1.2605
"11304",0.8943
"11305",-1.1789
"11306",0.8979
"11307",-1.1716
"11308",0.861
"11350",0.2601
"11352",0.0317
"11363",1.7254
"11364",1.344
"11370",1.8366
"11409",0.0557
"11416",1.3954
"11418",-1.2047
"11419",-0.3696
"11421",0.7171
"11423",-1.5922
"11425",-0.1154
"11426",0.1486
"11428",-0.0567
"11429",-0.0851
"11430",0.2075
"11431",1.533
"11432",-1.0708
"11433",1.4697
"11434",0.0687
"11435",1.7326
"11438",-0.63
"11440",-0.7564
"11441",-0.4131
"11443",1.5127
"11444",-1.0614
"11447",-0.2306
"11448",-1.9745
"11449",0.6393
"11450",-0.7999
"11459",2.0611
"11461",-0.3563
"11464",0.1414
"11465",0.2486
"11468",0.112
"11470",-0.8119
"11471",1.2843
"11472",-2.5476
"11474",0.3785
"11475",-0.7879
"11477",-0.8793
"11479",-1.2356
"11480",0.1325
"11481",-0.8365
"11482",-0.2262
"11484",-0.3308
"11486",0.4457
"11487",-0.5283
"11488",-2.0681
"11489",-1.8449
"11490",-1.2136
"11491",0.4925
"11492",-0.0796
"11495",-1.4016
"11496",-1.3009
"11497",1.5428
"11498",-2.0049
"11499",-0.8888
"11500",0.589
"11501",-1.0241
"11502",0.0131
"11504",-2.2293
"11512",-0.7981
"11513",-1.4854
"11514",0.6234
"11515",-0.8522
"11516",3.4792
"11517",-1.1204
"11518",-0.6623
"11519",0.1924
"11520",0.1835
"11522",1.9395
"11529",-2.2026
"11532",0.9578
"11534",1.1621
"11535",-0.1332
"11536",0.5316
"11537",0.1595
"11538",-0.7798
"11539",1.1043
"11540",1.3962
"11541",-0.7145
"11542",-0.8483
"11544",-0.456
"11545",0.0256
"11546",0.4496
"11548",-0.0626
"11549",0.3532
"11550",-1.6736
"11551",0.2986
"11552",0.0436
"11553",0.0424
"11554",-2.0977
"11555",1.4819
"11556",1.5059
"11564",-0.0425
"11565",0.7707
"11566",-0.6227
"11567",0.9009
"11568",-1.1823
"11569",-1.5583
"11571",2.4782
"11572",1.4534
"11576",-0.2243
"11593",1.0247
"11595",-0.5381
"11596",-2.5127
"11600",-0.3169
"11601",-0.0667
"11602",1.916
"11603",-1.2663
"11604",1.2857
"11605",0.3034
"11606",0.6775
"11607",2
"11608",-1.4741
"11609",-0.4056
"11610",1.6117
"11611",-0.7854
"11614",-1.9141
"11615",-2.1454
"11622",-1.9431
"11624",0.3386
"11625",-1.2027
"11628",-1.13
"11629",0.8995
"11630",2.4538
"11632",0.6731
"11634",-1.5871
"11636",-0.8967
"11637",-1.4115
"11639",-2.9059
"11640",-1.5519
"11642",-1.4411
"11647",-0.4902
"11648",-0.4958
"11650",-0.6067
"11651",-0.2583
"11652",1.7633
"11655",-0.4857
"11656",0.0212
"11657",1.9489
"11658",-1.2076
"11666",-1.2556
"11668",2.1716
"11669",-0.5178
"11670",1.3235
"11671",-0.0786
"11674",-0.9222
"11676",1.7032
"11677",-0.6199
"11682",-0.3881
"11684",-1.8611
"11685",1.0611
"11686",-0.7784
"11687",-0.7444
"11688",-1.3788
"11689",-1.7002
"11690",1.7216
"11692",-0.3056
"11694",-0.2454
"11695",0.3087
"11699",1.6617
"11702",-0.0746
"11704",0.1368
"11705",-2.3576
"11717",0.6047
"11720",0.7761
"11722",-4.2979
"11727",-0.7965
"11731",-0.7099
"11732",-0.3449
"11733",0.1287
"11735",-0.5144
"11736",0.8389
"11737",0.3698
"11739",1.2882
"11740",0.8082
"11744",1.5681
"11745",1.2447
"11746",2.5397
"11747",1.2642
"11749",0.1384
"11750",-1.8099
"11752",-1.3212
"11754",-0.7059
"11757",1.0484
"11758",0.0974
"11761",2.811
"11764",-2.6977
"11765",-0.3111
"11766",-5.1673
"11767",-0.1285
"11768",1.4936
"11769",2.1954
