"","GSE299436_exercise"
"24153",-1.4984
"24157",-0.0172
"24158",-0.2576
"24159",-0.1696
"24161",-0.1169
"24162",-0.0536
"24163",0.2618
"24165",-0.0234
"24166",1.9781
"24167",-0.1937
"24170",0.0315
"24171",0.6086
"24172",-2.2584
"24173",-2.2206
"24174",-5.1548
"24175",-0.1191
"24176",-0.8358
"24177",-0.2379
"24179",-0.8137
"24180",-1.2898
"24182",-2.6687
"24183",0.0589
"24184",-0.2146
"24185",0.044
"24186",-1.1128
"24188",-0.4415
"24189",0.2315
"24190",-0.8688
"24191",-0.1987
"24192",-0.2931
"24197",0.5429
"24203",-0.3908
"24205",0.0794
"24206",-0.1107
"24208",0.417
"24209",-0.3846
"24210",-0.8117
"24211",0.5245
"24212",0.1606
"24213",0.2451
"24214",-0.2068
"24215",0.1511
"24216",-0.7827
"24217",0.7964
"24218",-0.2048
"24221",-1.7024
"24223",-0.2852
"24224",0.1942
"24225",1.5914
"24230",-0.5435
"24231",-0.562
"24232",-0.4566
"24233",-0.2009
"24235",2.0369
"24236",0.506
"24237",-1.389
"24239",-0.3352
"24240",-0.1644
"24241",2.5667
"24242",0.1131
"24244",0.2873
"24245",0.268
"24246",-0.8315
"24247",-1.1856
"24248",-0.4142
"24249",-0.3782
"24250",0.0672
"24251",-0.0643
"24252",0.177
"24253",0.571
"24254",-0.7111
"24255",2.9215
"24257",-0.5758
"24258",-0.0526
"24259",0.4068
"24260",0.6727
"24261",0.1674
"24264",-0.1522
"24265",0.3239
"24267",0.1311
"24268",-0.8949
"24273",-0.3169
"24278",1.8717
"24291",0.7276
"24294",0.7905
"24296",-1.1428
"24298",0.0145
"24299",1.1149
"24303",0.4382
"24307",-0.8612
"24309",-0.5644
"24310",-2.2832
"24311",-0.6073
"24312",-0.1024
"24314",-0.4176
"24316",-2.641
"24318",-3.6589
"24323",0.3233
"24326",-0.0481
"24329",0.1748
"24330",1.2065
"24331",0.2799
"24332",-0.3359
"24333",-0.2462
"24334",-0.0535
"24335",-0.6993
"24336",-0.4841
"24337",-0.0455
"24338",-0.2967
"24356",0.034
"24361",-0.0672
"24362",0.8131
"24367",-0.7242
"24368",-0.1102
"24370",0.9237
"24373",-0.5397
"24375",-0.3629
"24377",-0.263
"24379",-0.6709
"24380",-0.684
"24382",-0.0179
"24383",0.1726
"24385",-2.498
"24387",-0.3172
"24388",-0.1052
"24390",-0.5416
"24391",1.4895
"24392",-0.0428
"24397",-1.1452
"24398",0.1028
"24399",-0.4541
"24400",-0.1403
"24401",-0.1822
"24404",-0.7809
"24406",0.3055
"24407",0.2736
"24408",0.2244
"24409",1.4139
"24410",0.3446
"24411",-0.4288
"24412",-1.1899
"24413",-0.0706
"24414",-0.4707
"24415",0.4299
"24416",-0.0418
"24417",-1.7673
"24418",-0.0064
"24419",2.501
"24420",-0.0266
"24421",-0.1949
"24423",0.1159
"24424",-0.5238
"24426",-0.5534
"24434",-0.1426
"24437",-0.0227
"24438",0.0385
"24439",-0.0904
"24440",-0.3128
"24443",-0.7364
"24446",0.5488
"24448",0.6191
"24450",-1.0044
"24451",-0.14
"24464",0.5898
"24465",0.0137
"24468",0.0427
"24471",-0.753
"24472",0.2949
"24473",1.7277
"24476",-1.4884
"24477",1.8589
"24479",-0.0936
"24482",-0.1029
"24483",-2.4269
"24484",0.2592
"24493",0.363
"24494",1.4184
"24499",0.7629
"24500",0.9396
"24503",-0.2348
"24504",0.1107
"24506",-0.3611
"24508",0.2262
"24511",-0.2645
"24513",-0.1192
"24514",0.1378
"24516",0.3695
"24517",0.7365
"24518",-0.1653
"24520",-0.182
"24521",-0.3828
"24522",-0.0921
"24525",0.0886
"24530",-0.6806
"24533",0.3655
"24534",-0.3741
"24536",-1.1213
"24539",0.3766
"24546",-0.3187
"24547",-0.4588
"24551",-0.1052
"24552",-0.1168
"24553",1.1483
"24558",-0.6759
"24559",1.3056
"24560",-0.1834
"24561",-0.0361
"24564",-1.0282
"24565",-0.1827
"24566",-0.8415
"24567",0.021
"24571",-0.5051
"24572",-0.4396
"24575",-0.3889
"24577",0.927
"24581",1.2066
"24582",-0.1597
"24583",2.6414
"24584",0.2975
"24585",-0.7733
"24586",-0.2622
"24587",-0.6649
"24588",-0.1011
"24590",-1.2788
"24591",-0.2427
"24592",-0.0852
"24594",-0.5057
"24596",-1.8902
"24598",0.0154
"24599",-0.6794
"24600",0.1402
"24602",1.6591
"24603",-0.3532
"24604",0.2252
"24605",-0.1098
"24609",-0.1351
"24610",0.2839
"24611",-2.2352
"24612",-1.292
"24613",0.9434
"24615",-0.1639
"24616",2.1674
"24617",-0.2061
"24618",0.5304
"24624",-0.1546
"24626",-0.2413
"24627",0.0902
"24628",0.4284
"24629",0.0796
"24631",0.3464
"24638",-0.4919
"24640",0.2842
"24641",-0.4112
"24642",0.0244
"24644",-0.1421
"24645",-0.1751
"24646",1.9442
"24648",0.1814
"24649",0.0919
"24650",0.0197
"24651",0.6228
"24653",-0.081
"24654",0.6007
"24655",0.2122
"24659",-3.8801
"24660",-0.11
"24661",0.3414
"24664",0.0044
"24666",0.0134
"24667",-0.2
"24668",-0.1629
"24669",-0.3968
"24672",-0.154
"24673",0.039
"24674",0.3911
"24675",0.304
"24678",0.6013
"24679",-0.337
"24680",0.727
"24681",0.3426
"24683",2.6059
"24684",-3.4897
"24686",-0.0545
"24688",-0.1962
"24689",0.0275
"24693",0.1362
"24695",-0.1792
"24697",0.4819
"24699",-0.0424
"24701",-0.0678
"24703",-0.0915
"24705",0.8702
"24706",-1.4422
"24708",-0.0256
"24710",-2.0535
"24711",-1.5721
"24715",-0.3108
"24716",-1.0364
"24717",-0.1876
"24718",0.4274
"24723",-0.2332
"24747",0.0105
"24750",0.2377
"24763",-3.0628
"24765",-0.2086
"24766",0.4066
"24767",-0.0326
"24768",1.2355
"24769",-0.5041
"24770",-0.1989
"24771",-0.2088
"24772",0.8367
"24775",0.4724
"24777",0.5198
"24778",-0.1899
"24779",0.7718
"24780",-0.9565
"24781",-0.205
"24782",-0.3871
"24783",2.0188
"24784",-0.3728
"24785",2.2345
"24786",-0.3408
"24787",-0.1839
"24788",-0.2676
"24790",-0.2818
"24791",-0.7201
"24795",0.3417
"24796",0.9582
"24797",0.6764
"24799",0.1944
"24800",-0.2515
"24803",0.1897
"24804",0.1854
"24805",-0.42
"24806",-2.7613
"24807",-0.6074
"24808",1.9549
"24811",-0.1713
"24812",-0.0127
"24816",-0.2944
"24817",0.0846
"24818",-0.0107
"24822",-0.1601
"24825",-0.8312
"24826",0.9494
"24827",-0.6717
"24831",1.0242
"24832",-0.0064
"24834",-0.0052
"24835",0.0098
"24837",0.7214
"24838",0.042
"24840",0.4401
"24842",-0.0394
"24848",-2.0368
"24849",-0.1302
"24851",0.1567
"24852",-0.1802
"24854",-0.531
"24855",0.2925
"24856",-4.5409
"24861",1.5998
"24864",0.0189
"24867",0.8042
"24873",-0.6079
"24874",0.0612
"24875",1.7011
"24877",0.0494
"24881",1.6965
"24882",-2.5352
"24884",-0.4561
"24886",0.1033
"24887",0.1436
"24888",-0.2732
"24889",-2.0634
"24890",-1.4507
"24891",-0.0079
"24896",-0.1438
"24898",-0.7335
"24903",-0.3756
"24907",0.2281
"24908",-0.207
"24913",-0.3564
"24914",1.1856
"24915",-0.2842
"24916",0.1868
"24917",-0.1878
"24918",-0.5122
"24919",0.0616
"24922",0.5253
"24923",0.2063
"24924",-0.0917
"24925",0.3999
"24929",-1.5035
"24930",0.8318
"24931",-1.1346
"24932",-0.2204
"24934",-0.5422
"24936",-0.7509
"24938",1.7216
"24941",-0.2328
"24942",-0.5307
"24943",-0.6977
"24944",-0.4833
"24947",0.1305
"24948",-0.0229
"24949",0.7228
"24950",-0.363
"24953",-0.9959
"24954",-0.0045
"24957",-0.0685
"24959",-0.0636
"24962",0.1979
"24963",0.6183
"24967",-0.364
"24968",-0.5315
"24973",-0.3454
"24974",-0.4343
"24984",-1.1563
"25007",1.1254
"25008",-0.3559
"25009",-0.0611
"25012",0.451
"25014",-0.1054
"25017",-0.1353
"25019",-0.132
"25021",-0.2564
"25022",-0.5099
"25023",0.5308
"25024",-0.1589
"25026",-0.1125
"25027",-0.5198
"25028",0.0693
"25029",-0.395
"25031",-1.9407
"25033",2.0256
"25035",0.0585
"25037",-0.3907
"25040",0.398
"25041",-1.4929
"25043",-0.0386
"25044",0.252
"25045",-0.4362
"25046",-0.7517
"25048",0.1484
"25049",0.1983
"25050",-0.0626
"25051",-0.8586
"25053",-1.4043
"25054",-0.1132
"25055",-0.2427
"25056",-0.8464
"25058",0.349
"25059",0.0011
"25060",-0.9578
"25061",-0.8499
"25062",0.4877
"25065",-0.8833
"25066",0.3899
"25069",-1.2019
"25073",0.3543
"25075",-0.2203
"25081",0.1126
"25083",0.5849
"25084",0.246
"25085",0.7394
"25086",2.1435
"25094",-0.5623
"25095",-0.5143
"25096",-0.4776
"25097",-0.2829
"25098",1.725
"25100",-0.009
"25101",-3.5543
"25102",2.122
"25103",-3.2849
"25104",-0.181
"25106",-1.0934
"25107",-0.5876
"25108",-0.0313
"25109",0.1023
"25110",-0.4964
"25111",0.586
"25112",-0.6745
"25113",1.2674
"25114",-0.8523
"25116",0.7079
"25117",-2.2834
"25118",0.295
"25119",-0.5666
"25120",-0.1573
"25121",-0.2184
"25122",-0.7232
"25123",-0.487
"25124",-0.3787
"25125",-0.1757
"25126",-0.2383
"25128",-0.5176
"25129",0.7149
"25130",0.181
"25132",0.1824
"25133",0.1958
"25134",-2.0839
"25135",-0.087
"25136",-0.1996
"25139",-0.3313
"25145",0.3124
"25146",0.0212
"25147",0.5473
"25148",1.1322
"25149",-1.4014
"25150",0.0713
"25151",0.05
"25152",0.0299
"25153",1.8046
"25154",0.7136
"25155",0.5923
"25156",0.0019
"25157",-0.3837
"25159",0.3311
"25162",-0.1884
"25163",-0.5776
"25164",0.1413
"25165",-0.2506
"25166",0.1104
"25167",-0.1148
"25172",0.4692
"25176",-0.2445
"25177",-0.379
"25179",-0.0437
"25181",0.0955
"25183",-0.0564
"25186",0.4511
"25187",-1.5092
"25192",0.9976
"25193",0.2268
"25194",0.3016
"25195",0.3749
"25196",-0.1364
"25197",-0.593
"25202",-0.1344
"25203",-0.1748
"25204",0.6172
"25205",-0.2749
"25206",-0.2913
"25211",-0.2797
"25216",0.811
"25217",0.069
"25218",0.0101
"25225",-1.5293
"25227",-0.0144
"25229",1.5661
"25230",-0.0661
"25231",-3.3018
"25232",0.4001
"25233",0.2576
"25235",0.6901
"25236",-0.3038
"25237",0.1675
"25238",0.4235
"25239",-1.0304
"25240",-2.7264
"25241",0.0985
"25242",4e-04
"25243",0.5198
"25244",-0.1913
"25245",-0.2122
"25246",-0.0557
"25247",-0.468
"25248",0.7726
"25249",0.0427
"25250",-1.1009
"25252",0.0505
"25253",1.6546
"25255",0.1631
"25256",-0.7264
"25257",-0.24
"25258",-2.7917
"25259",0.5894
"25260",0.1148
"25261",-0.3343
"25262",0.2586
"25263",-0.4024
"25264",-0.3633
"25265",-1.1878
"25266",-0.2268
"25267",-0.3838
"25269",-0.1515
"25270",-0.1953
"25271",0.1325
"25272",0.6032
"25273",-0.0429
"25274",-0.1323
"25275",-0.7289
"25277",0.1982
"25278",0.8982
"25280",0.2854
"25281",-0.0079
"25282",-0.0808
"25283",-0.3865
"25284",-0.2467
"25285",-1.3992
"25287",-0.3096
"25288",-0.2741
"25289",-0.1521
"25290",0.2421
"25291",-0.2612
"25292",0.5913
"25293",-0.7082
"25294",1.0634
"25295",-1.1101
"25296",-0.2845
"25297",0.3143
"25298",0.1544
"25300",0.3594
"25301",0.0297
"25302",1.0064
"25303",0.7314
"25304",-0.9554
"25305",3.5783
