"","GSE299436_exercise"
"24153",-5.7217
"24157",-0.1759
"24158",-2.5144
"24159",-2.5066
"24161",-1.3217
"24162",-0.7052
"24163",0.7941
"24165",-0.0806
"24166",5.5833
"24167",-1.7589
"24170",0.6026
"24171",5.9417
"24172",-4.0489
"24173",-5.4614
"24174",-5.5215
"24175",-0.5927
"24176",-3.029
"24177",-0.5027
"24179",-3.9036
"24180",-2.5817
"24182",-2.3156
"24183",0.8427
"24184",-2.1626
"24185",0.6862
"24186",-4.2519
"24188",-3.2015
"24189",3.9852
"24190",-1.1529
"24191",-2.1905
"24192",-3.4589
"24197",0.7811
"24203",-0.561
"24205",0.4511
"24206",-1.3571
"24208",1.7271
"24209",-1.1711
"24210",-1.6615
"24211",2.915
"24212",2.1821
"24213",1.8167
"24214",-2.199
"24215",1.0281
"24216",-1.6328
"24217",1.3318
"24218",-1.3032
"24221",-1.5082
"24223",-2.9577
"24224",0.9128
"24225",6.2403
"24230",-2.7752
"24231",-3.5231
"24232",-3.4035
"24233",-1.2928
"24235",2.6826
"24236",1.2676
"24237",-2.1995
"24239",-2.4041
"24240",-1.7346
"24241",3.9646
"24242",1.8411
"24244",3.9145
"24245",2.637
"24246",-3.3364
"24247",-1.7362
"24248",-4.1887
"24249",-0.5787
"24250",0.7755
"24251",-0.3866
"24252",0.9944
"24253",1.921
"24254",-1.1799
"24255",4.0192
"24257",-0.895
"24258",-0.6442
"24259",4.3688
"24260",3.8301
"24261",0.5023
"24264",-2.1372
"24265",0.772
"24267",1.666
"24268",-4.3087
"24273",-0.3996
"24278",4.1354
"24291",1.7259
"24294",1.0672
"24296",-1.6609
"24298",0.0329
"24299",1.693
"24303",0.9223
"24307",-3.3037
"24309",-4.185
"24310",-4.8967
"24311",-2.1069
"24312",-0.5195
"24314",-3.7279
"24316",-4.3654
"24318",-4.2821
"24323",0.9207
"24326",-0.2096
"24329",1.1485
"24330",4.0347
"24331",0.4519
"24332",-0.5534
"24333",-3.3672
"24334",-0.9238
"24335",-1.022
"24336",-0.9765
"24337",-0.2248
"24338",-2.9824
"24356",0.2789
"24361",-0.5302
"24362",1.4338
"24367",-1.0613
"24368",-1.2275
"24370",3.6134
"24373",-1.9188
"24375",-3.8576
"24377",-3.6488
"24379",-4.203
"24380",-4.6362
"24382",-0.168
"24383",2.2381
"24385",-3.749
"24387",-2.489
"24388",-0.1739
"24390",-2.3985
"24391",1.025
"24392",-0.3737
"24397",-3.9267
"24398",0.9371
"24399",-4.6456
"24400",-2.5025
"24401",-2.3614
"24404",-6.4667
"24406",2.4733
"24407",2.2283
"24408",3.5989
"24409",4.7793
"24410",2.0008
"24411",-3.1555
"24412",-4.179
"24413",-0.7557
"24414",-3.2917
"24415",2.704
"24416",-0.4312
"24417",-5.1103
"24418",-0.0426
"24419",4.5504
"24420",-0.3891
"24421",-1.6806
"24423",0.9709
"24424",-1.2417
"24426",-6.0005
"24434",-0.9434
"24437",-0.2749
"24438",0.0524
"24439",-1.0601
"24440",-1.2151
"24443",-1.7283
"24446",1.3377
"24448",3.9498
"24450",-4.2417
"24451",-0.8799
"24464",1.49
"24465",0.1401
"24468",0.6281
"24471",-3.9941
"24472",1.1694
"24473",5.6071
"24476",-2.8282
"24477",3.2502
"24479",-1.168
"24482",-0.5259
"24483",-4.7866
"24484",1.7843
"24493",0.6255
"24494",1.6386
"24499",4.6114
"24500",1.4301
"24503",-1.8946
"24504",0.8092
"24506",-2.0793
"24508",1.7186
"24511",-3.2613
"24513",-1.496
"24514",1.1577
"24516",4.0359
"24517",3.2283
"24518",-1.6985
"24520",-1.6872
"24521",-0.6262
"24522",-0.5717
"24525",0.6941
"24530",-4.9749
"24533",3.8134
"24534",-4.7145
"24536",-3.3605
"24539",1.7573
"24546",-1.2811
"24547",-2.546
"24551",-1.3219
"24552",-1.2333
"24553",4.5137
"24558",-6.1217
"24559",1.8821
"24560",-1.6583
"24561",-0.2877
"24564",-2.1942
"24565",-2.2735
"24566",-0.9829
"24567",0.1291
"24571",-2.0202
"24572",-1.1424
"24575",-0.823
"24577",3.7901
"24581",2.1944
"24582",-1.0338
"24583",3.6628
"24584",0.6907
"24585",-1.0018
"24586",-2.5202
"24587",-5.2016
"24588",-0.9629
"24590",-4.0027
"24591",-2.0754
"24592",-0.756
"24594",-0.7458
"24596",-2.9425
"24598",0.1211
"24599",-0.9205
"24600",0.892
"24602",4.3972
"24603",-2.8991
"24604",1.097
"24605",-1.1582
"24609",-1.7377
"24610",0.3585
"24611",-5.8786
"24612",-1.7567
"24613",2.5907
"24615",-1.0849
"24616",6.2875
"24617",-0.4831
"24618",0.7312
"24624",-1.622
"24626",-2.9614
"24627",0.7452
"24628",3.9864
"24629",0.7847
"24631",0.4082
"24638",-0.8716
"24640",2.8391
"24641",-1.1673
"24642",0.348
"24644",-1.8908
"24645",-2.2154
"24646",5.4056
"24648",0.685
"24649",0.4222
"24650",0.3157
"24651",1.8252
"24653",-0.3714
"24654",3.1026
"24655",1.8838
"24659",-1.5825
"24660",-1.0275
"24661",0.7186
"24664",0.0069
"24666",0.1771
"24667",-2.5724
"24668",-1.6906
"24669",-4.8347
"24672",-2.1575
"24673",0.5746
"24674",2.2236
"24675",3.2236
"24678",2.1772
"24679",-2.12
"24680",3.825
"24681",2.8254
"24683",2.2642
"24684",-4.3
"24686",-0.9366
"24688",-0.7196
"24689",0.2507
"24693",1.1419
"24695",-0.5048
"24697",4.8536
"24699",-0.1968
"24701",-0.6122
"24703",-1.5382
"24705",4.7133
"24706",-3.9999
"24708",-0.2452
"24710",-4.6971
"24711",-2.5802
"24715",-0.8316
"24716",-3.4852
"24717",-0.555
"24718",3.2507
"24723",-1.1377
"24747",0.1071
"24750",1.8421
"24763",-4.4955
"24765",-1.1875
"24766",3.3269
"24767",-0.0458
"24768",2.3505
"24769",-0.6761
"24770",-0.2972
"24771",-1.6788
"24772",8.1378
"24775",2.4853
"24777",1.4357
"24778",-1.7863
"24779",0.9016
"24780",-5.1774
"24781",-1.9919
"24782",-2.8013
"24783",5.805
"24784",-2.8013
"24785",5.9132
"24786",-3.1965
"24787",-2.6801
"24788",-3.5255
"24790",-2.8114
"24791",-3.4604
"24795",0.5167
"24796",3.3437
"24797",2.7087
"24799",2.6122
"24800",-1.9164
"24803",3.5994
"24804",3.0519
"24805",-2.4618
"24806",-4.03
"24807",-2.2192
"24808",3.4242
"24811",-0.7529
"24812",-0.111
"24816",-1.4736
"24817",0.1299
"24818",-0.1128
"24822",-2.6558
"24825",-7.5912
"24826",1.5807
"24827",-4.8481
"24831",4.5466
"24832",-0.0921
"24834",-0.0273
"24835",0.0158
"24837",1.5022
"24838",0.0544
"24840",0.7478
"24842",-0.2952
"24848",-2.8794
"24849",-1.3609
"24851",1.8951
"24852",-1.6271
"24854",-5.4492
"24855",2.9058
"24856",-3.4031
"24861",1.1914
"24864",0.0261
"24867",1.5523
"24873",-0.7715
"24874",0.8256
"24875",5.0674
"24877",0.3494
"24881",3.6342
"24882",-4.9643
"24884",-3.1702
"24886",0.5998
"24887",1.2803
"24888",-3.8926
"24889",-3.2478
"24890",-4.0673
"24891",-0.0642
"24896",-2.3457
"24898",-0.9054
"24903",-0.5532
"24907",1.3701
"24908",-2.144
"24913",-3.9648
"24914",3.8714
"24915",-2.7157
"24916",2.1423
"24917",-2.4697
"24918",-3.2758
"24919",0.5177
"24922",3.5746
"24923",3.5719
"24924",-1.1978
"24925",1.6819
"24929",-4.1941
"24930",1.2059
"24931",-2.1017
"24932",-1.3614
"24934",-0.7899
"24936",-7.5139
"24938",2.6322
"24941",-1.6887
"24942",-2.1524
"24943",-5.4478
"24944",-6.9246
"24947",0.8318
"24948",-0.1102
"24949",5.61
"24950",-3.6213
"24953",-1.4722
"24954",-0.0475
"24957",-1.1829
"24959",-0.2928
"24962",1.2677
"24963",2.3726
"24967",-2.5469
"24968",-2.4696
"24973",-2.5891
"24974",-2.7077
"24984",-1.9098
"25007",1.9524
"25008",-0.6269
"25009",-0.6167
"25012",3.0855
"25014",-1.4178
"25017",-0.8221
"25019",-1.7212
"25021",-1.5883
"25022",-5.2209
"25023",3.389
"25024",-1.4654
"25026",-0.4569
"25027",-5.3022
"25028",0.1012
"25029",-2.7248
"25031",-6.0682
"25033",3.9742
"25035",0.791
"25037",-4.2391
"25040",0.7016
"25041",-7.3955
"25043",-0.2327
"25044",1.1278
"25045",-2.951
"25046",-1.0505
"25048",0.7406
"25049",1.4937
"25050",-0.3299
"25051",-0.9784
"25053",-2.5815
"25054",-1.3914
"25055",-2.2201
"25056",-3.9443
"25058",5.1314
"25059",0.0058
"25060",-1.1886
"25061",-1.9563
"25062",3.9314
"25065",-1.1421
"25066",2.1082
"25069",-3.1322
"25073",4.1425
"25075",-1.176
"25081",0.257
"25083",3.8872
"25084",1.395
"25085",1.4726
"25086",3.3528
"25094",-4.5295
"25095",-4.8513
"25096",-4.2252
"25097",-3.7391
"25098",4.0223
"25100",-0.0157
"25101",-4.3994
"25102",3.7236
"25103",-3.1484
"25104",-1.9807
"25106",-2.193
"25107",-1.9794
"25108",-0.0942
"25109",0.3597
"25110",-0.7439
"25111",2.511
"25112",-3.6427
"25113",4.9728
"25114",-1.3715
"25116",5.4063
"25117",-3.1612
"25118",1.4289
"25119",-2.0725
"25120",-0.4684
"25121",-2.2155
"25122",-2.2879
"25123",-3.3149
"25124",-4.0648
"25125",-2.01
"25126",-2.1339
"25128",-0.6954
"25129",1.9272
"25130",2.0919
"25132",1.0269
"25133",0.9177
"25134",-3.2971
"25135",-0.6201
"25136",-1.1093
"25139",-1.4132
"25145",1.801
"25146",0.0342
"25147",1.1163
"25148",4.4427
"25149",-2.7534
"25150",1.1073
"25151",0.5652
"25152",0.3958
"25153",4.9972
"25154",2.8948
"25155",4.2283
"25156",0.0109
"25157",-0.6913
"25159",2.2087
"25162",-1.4656
"25163",-1.0684
"25164",0.4479
"25165",-1.1435
"25166",0.2782
"25167",-2.058
"25172",0.7593
"25176",-3.0053
"25177",-4.1693
"25179",-0.6336
"25181",0.6476
"25183",-0.9404
"25186",3.1822
"25187",-5.8681
"25192",1.395
"25193",3.014
"25194",0.4193
"25195",0.9092
"25196",-0.6087
"25197",-5.2225
"25202",-1.2599
"25203",-0.9132
"25204",3.2861
"25205",-3.3838
"25206",-0.9067
"25211",-2.0235
"25216",2.7268
"25217",0.5753
"25218",0.1865
"25225",-1.8641
"25227",-0.2195
"25229",5.658
