"","GSE184615_enrichment"
"21367",-0.1312
"21371",-0.0203
"21372",0.0982
"21374",0.0226
"21375",0.0899
"21376",-0.1089
"21378",-0.1682
"21379",-0.0352
"21380",-0.3726
"21384",-0.0739
"21385",0.551
"21386",-0.112
"21390",-0.71
"21391",0.3366
"21393",0.614
"21399",-0.0091
"21400",0.1177
"21401",0.0585
"21402",0.0433
"21406",-2e-04
"21407",-0.9459
"21408",-0.0467
"21411",-0.0655
"21413",0.0181
"21414",0.0438
"21415",-0.0694
"21416",-0.0935
"21417",-0.0697
"21419",-0.208
"21422",-0.0659
"21423",0.0734
"21425",0.2678
"21427",-0.0564
"21428",-0.0448
"21429",-0.0352
"21452",0.192
"21453",-0.2
"21454",0.0227
"21462",-0.8696
"21463",-0.2578
"21645",-0.1152
"21646",0.8321
"21648",-0.262
"21652",-0.1132
"21664",0.5089
"21665",0.2489
"21667",-0.2816
"21672",0.047
"21676",0.2908
"21677",0.6412
"21678",0.1021
"21679",-0.0604
"21681",0.1221
"21682",0.3789
"21683",0.3384
"21685",-0.1725
"21687",0.1214
"21689",0.0758
"21743",-1.6843
"21745",-0.1391
"21748",0.1609
"21749",-0.2244
"21750",0.039
"21752",0.1479
"21753",0.2323
"21754",-0.0939
"21761",-0.0393
"21762",0.025
"21763",-0.1233
"21766",0.047
"21767",0.1079
"21769",-0.0386
"21770",0.027
"21771",-0.0705
"21778",-0.0328
"21780",-0.0419
"21781",0.0819
"21787",0.0318
"21788",0.5218
"21802",-0.0862
"21803",-0.0731
"21804",0.3785
"21807",-0.0286
"21808",-0.1266
"21809",-0.1998
"21810",0.526
"21812",0.0448
"21813",0.1367
"21814",0.0091
"21815",0.1042
"21817",-0.0073
"21818",0.3464
"21819",1.1888
"21821",-0.1892
"21822",-0.4007
"21823",0.2907
"21824",0.1213
"21825",0.2021
"21826",0.0728
"21827",0.151
"21828",0.4412
"21832",0.113
"21833",0.0694
"21834",0.0572
"21835",-0.0897
"21838",0.0588
"21841",-0.1593
"21843",0.0277
"21844",-0.1364
"21846",0.2648
"21847",0.0205
"21848",0.0445
"21849",-0.0701
"21853",-0.2155
"21854",0.0666
"21855",-0.0476
"21856",-0.0435
"21858",0.5123
"21859",-0.0168
"21871",0.0131
"21872",0.0919
"21873",-0.0612
"21881",-0.0839
"21885",-0.2419
"21886",0.1027
"21887",0.1918
"21888",0.0933
"21892",-0.0975
"21894",-0.0297
"21897",0.3147
"21898",0.2975
"21899",0.3935
"21907",0.0861
"21912",-0.0713
"21915",0.0691
"21916",-0.0141
"21917",-0.0376
"21922",2.2935
"21923",0.6688
"21924",0.5867
"21927",0.082
"21928",-0.1694
"21929",0.1053
"21930",-0.3924
"21933",-0.5169
"21934",0.1184
"21935",-0.1285
"21937",-0.1101
"21938",0.2216
"21939",0.5711
"21941",-0.4361
"21944",0.0715
"21945",-0.1059
"21946",0.1137
"21950",0.0546
"21951",-0.0109
"21952",-0.2124
"21955",0.1911
"21956",-0.2982
"21960",0.0969
"21961",0.1019
"21968",0.0791
"21969",0.0717
"21973",0.8679
"21974",0.0697
"21975",-0.1041
"21976",-0.0316
"21981",-0.0555
"21982",0.0214
"21983",0.4058
"21985",0.1302
"21987",-0.0101
"21990",-1.5153
"21991",0.0314
"22003",0.0509
"22004",0.3081
"22017",0.0231
"22019",0.0482
"22021",-0.0259
"22022",-0.0158
"22025",0.0505
"22026",-0.0018
"22027",0.1459
"22029",0.1958
"22030",-0.0712
"22031",0.3019
"22032",0.2078
"22033",0.0502
"22034",-0.1773
"22035",0.1199
"22036",-0.0642
"22038",-0.7856
"22040",-0.1633
"22041",-0.0534
"22042",0.0742
"22044",-1.0259
"22045",0.601
"22051",0.1487
"22057",0.0528
"22059",-0.0028
"22061",0.0627
"22062",-0.2199
"22063",-0.1047
"22064",-1.2953
"22065",-0.0399
"22066",0.157
"22067",0.0849
"22068",-0.599
"22070",0.0329
"22083",-0.0584
"22084",-0.0408
"22088",0.0419
"22092",0.2069
"22094",0.5849
"22095",0.1647
"22099",-0.0869
"22110",-0.0357
"22116",0.3476
"22117",0.0817
"22121",-0.0928
"22122",-0.1175
"22123",-0.0805
"22130",-0.0237
"22134",-0.0476
"22137",-0.6352
"22138",-0.2417
"22139",-0.374
"22141",-0.1549
"22142",0.2304
"22143",0.0626
"22145",0.0143
"22146",0.2477
"22151",0.1605
"22152",0.1636
"22153",0.0992
"22154",0.0942
"22156",-0.3384
"22158",-0.1302
"22160",-0.283
"22166",0.0682
"22169",0.1102
"22171",0.1969
"22174",0.1344
"22177",0.216
"22183",-0.1338
"22184",-0.015
"22185",-0.0384
"22186",-0.0603
"22190",0.0338
"22192",-0.057
"22193",0.0467
"22194",-0.0448
"22195",0.0525
"22196",-0.0139
"22200",-0.0093
"22201",0.0082
"22202",0.017
"22209",0.0426
"22210",0.074
"22213",-0.1253
"22214",0.0015
"22215",0.0724
"22217",-0.1616
"22218",-0.0245
"22221",-0.0409
"22222",-0.034
"22223",0.0931
"22224",-0.0414
"22225",-0.0498
"22228",0.2502
"22229",-0.102
"22230",-0.1242
"22232",0.0607
"22234",0.0835
"22235",0.0258
"22239",0.5089
"22240",0.5045
"22241",-0.028
"22245",0.0809
"22247",-0.0177
"22248",-0.0269
"22249",0.0266
"22253",0.1839
"22256",-0.1732
"22258",0.0373
"22259",0.0291
"22260",-0.0879
"22262",0.0604
"22268",-0.7295
"22271",-0.8525
"22272",0.0212
"22273",-0.0311
"22275",-0.0947
"22276",0.1846
"22278",0.0161
"22282",-0.0806
"22283",0.0294
"22284",0.0791
"22288",0.0799
"22289",0.0535
"22290",0.0327
"22294",-0.38
"22295",-0.0318
"22317",-0.1556
"22318",0.1028
"22319",0.2045
"22320",-0.1986
"22321",-0.2116
"22323",0.0949
"22324",-0.0592
"22325",0.3543
"22326",-0.1968
"22327",0.0845
"22329",0.2344
"22330",0.1135
"22333",0.0522
"22334",-0.0474
"22335",-0.0238
"22339",-0.1763
"22340",-0.0526
"22341",-0.0387
"22342",-0.0802
"22343",-0.1296
"22344",-0.0537
"22346",0.1177
"22348",-0.087
"22349",-0.2224
"22350",-0.084
"22351",0.5392
"22352",0.0418
"22353",-0.0379
"22354",0.0832
"22355",-0.4851
"22359",0.0749
"22360",0.1367
"22361",1.077
"22365",-0.1271
"22367",-0.255
"22368",0.1352
"22370",0.2033
"22371",0.4019
"22375",0.0159
"22376",-0.2605
"22377",0.0918
"22378",-0.0606
"22379",0.05
"22380",0.0116
"22381",0.1011
"22384",0.0467
"22385",-0.0956
"22388",0.0578
"22390",-0.2517
"22393",0.2216
"22401",0.2042
"22402",0.3155
"22403",0.097
"22404",0.1872
"22408",-0.8901
"22409",-0.2904
"22410",-1.1044
"22411",-0.0915
"22412",0.1293
"22413",-0.1195
"22414",0.1089
"22415",0.384
"22417",0.6374
"22418",0.3366
"22419",-0.2455
"22420",0.2565
"22421",0.102
"22422",0.0295
"22427",-0.0068
"22428",-0.0138
"22433",-0.0842
"22436",-0.9441
"22439",-0.0499
"22441",0.2358
"22445",0.1989
"22589",0.0054
"22590",-0.5921
"22591",0.1095
"22592",-0.0312
"22594",0.0352
"22596",-0.1457
"22599",1.4517
"22601",0.0515
"22608",-0.0683
"22612",0.1504
"22619",-0.022
"22625",-0.0311
"22626",1.2609
"22627",-0.0178
"22628",0.0407
"22629",0.0248
"22630",0.1054
"22631",0.006
"22632",-0.0601
"22634",0.8378
"22637",-0.0876
"22640",-0.0436
"22642",-0.0527
"22643",-0.3556
"22644",0.0645
"22646",-0.1162
"22648",0.0523
"22652",0.6005
"22654",-0.0742
"22658",0.049
"22661",-0.0725
"22666",-0.1068
"22668",-0.0535
"22670",0.0779
"22671",-0.1446
"22673",-0.0073
"22678",0.0501
"22680",-0.0624
"22682",0.0504
"22685",0.0278
"22687",-0.0274
"22688",0.1057
"22689",-0.1071
"22690",-0.1559
"22691",-0.1543
"22693",0.0088
"22694",-0.0073
"22695",0.6143
"22696",0.1466
"22697",0.0832
"22698",-0.0839
"22700",9e-04
"22701",0.2025
"22704",0.247
"22709",-0.2628
"22710",-0.0011
"22712",-0.4331
"22715",0.9793
"22717",-0.017
"22718",-0.0407
"22719",-0.2303
"22720",-0.1986
"22722",0.0172
"22724",-0.0885
"22746",-0.074
"22750",0.025
"22751",0.0104
"22754",0.0812
"22755",-0.1907
"22756",0.1176
"22757",-0.0592
"22758",0.1972
"22759",-0.2798
"22761",-0.2939
"22762",0.0104
"22763",0.0664
"22764",-0.0364
"22770",-0.0949
"22771",-0.4089
"22772",0.101
"22773",-0.2613
"22774",0.2492
"22775",-0.023
"22776",0.329
"22778",0.0288
"22779",-0.1343
"22781",-0.038
"22782",0.1705
"22784",-0.47
"22785",-0.0321
"22791",-0.0815
"22793",0.1797
"23789",0.0619
"23790",-0.1215
"23792",-0.0531
"23794",0.4741
"23796",1.3378
"23797",-0.1041
"23801",0.1674
"23802",-0.0447
"23805",-0.0435
"23806",-0.0302
"23807",-0.0646
"23808",0.0212
"23821",0.183
"23825",0.0529
"23827",-0.0926
"23828",0.1701
"23829",0.3698
"23830",0.0602
"23831",0.2768
"23833",0.3023
"23834",0.1054
"23836",0.0876
"23837",0.0776
"23845",0.0123
"23849",0.2348
"23850",0.0115
"23853",0.0072
"23854",0.161
"23856",-0.0014
"23857",0.0603
"23859",0.1786
"23863",-0.1205
"23871",0.258
"23872",-0.0616
"23873",0.013
"23874",-0.0256
"23876",0.5179
"23877",0.0744
"23879",-0.1261
"23880",0.2825
"23881",0.02
"23882",0.3598
"23885",0.072
"23887",0.3902
"23888",0.0828
"23890",-0.0917
"23892",-0.1024
"23893",0.3936
"23894",-0.1632
"23897",0.063
"23908",0.0023
"23912",-0.0266
"23917",0.1898
"23918",-0.0554
"23920",1.084
"23921",0.5725
"23922",-0.1365
"23924",0.1552
"23928",0.1585
"23934",0.2216
"23936",0.1205
"23938",-0.2191
"23939",0.0623
"23942",-0.0662
"23943",-0.3058
"23945",0.0047
"23947",0.0418
"23948",-0.03
"23950",0.0081
"23954",0.0507
"23955",0.1345
"23956",0.1253
"23959",-0.0052
"23962",-0.0181
"23963",0.378
"23964",0.2002
"23965",0.1431
"23966",0.286
"23967",0.0985
"23969",-0.059
"23970",-0.0071
"23971",-0.0299
"23972",0.0211
"23980",-0.1362
"23983",0.0071
"23984",-0.1247
"23985",-0.1965
"23986",0.0104
"23988",0.0971
"23989",-0.049
"23991",-0.071
"23992",-0.0285
"23994",0.1115
"23996",-0.0263
"23997",-0.0128
"23999",-0.1373
"24000",-0.1505
"24001",-0.0087
"24004",0.3692
"24010",-0.1058
"24012",-3e-04
"24014",-0.0327
"24015",0.0297
"24017",-0.026
"24018",-0.0795
"24030",0.0014
"24044",-0.1013
"24045",0.1048
"24047",2.4137
"24050",-0.068
"24051",0.0155
"24052",0.128
"24055",0.1962
"24056",-0.1759
"24057",0.0187
"24058",-0.1996
"24059",-0.6651
"24060",-0.0765
"24061",-0.0114
"24063",-0.3354
"24064",0.0324
"24066",-0.0881
"24067",0.1799
"24068",0.0048
"24069",-0.0516
"24070",-0.0442
"24071",-0.0202
"24074",0.0796
"24075",0.0827
"24082",0.1845
"24083",0.2913
"24086",-0.0593
"24087",0.3664
"24088",-0.539
"24099",-0.3495
"24100",-0.0919
"24105",-0.1377
"24109",-0.0126
"24110",0.1324
"24115",-0.2302
"24116",-0.0032
"24117",-0.3301
"24127",-0.0678
"24128",0.0555
"24131",-0.1294
"24132",-0.1483
"24135",-0.1651
"24136",-0.1457
"26356",0.1961
"26357",-0.0347
"26358",0.3444
"26360",0.2792
"26361",-0.5982
"26362",-0.165
"26363",0.21
"26364",0.1783
"26365",-0.1657
"26367",-1.0305
"26370",0.1885
"26371",-0.0608
"26372",-0.0423
"26373",-0.0606
"26374",-0.003
"26377",0.1739
"26378",0.0767
"26379",-0.094
"26380",-0.0903
"26381",0.0772
"26382",0.0908
"26383",-0.0044
"26384",-0.1288
"26385",-0.0867
"26386",-0.406
"26390",0.0699
"26394",-0.0034
"26395",-0.0878
"26396",-0.1067
"26397",-0.1501
"26398",0.0503
"26399",-0.1122
"26400",-0.2101
"26401",0.1526
"26403",-0.0773
"26404",0.1432
"26405",-0.0971
"26406",-0.1252
"26407",-0.3538
"26408",-0.0289
"26409",-0.0091
"26410",-0.0427
"26411",0.2446
"26412",-0.2483
"26413",-0.0416
"26414",0.0011
"26415",0.071
"26416",-0.0679
"26417",-0.016
"26419",0.2045
"26420",-0.03
"26422",-0.0882
"26425",-0.1545
"26426",-0.1483
"26427",0.0406
"26428",0.0742
"26429",-0.0696
"26430",-0.015
"26431",-0.0202
"26432",0.1094
"26433",-0.0681
"26436",-0.3834
"26440",-0.0208
"26441",-0.0446
"26442",-0.0096
"26443",0.0118
"26444",0.0177
"26445",-0.0964
"26446",-0.0936
"26447",-0.0813
"26448",0.148
"26450",0.0934
"26451",-0.0594
"26456",0.3661
"26457",-0.0382
"26458",-0.1474
"26462",0.1307
"26465",0.018
"26466",-0.0063
"26554",0.0071
"26556",0.059
"26557",-0.0326
"26558",-0.1106
"26559",-0.1736
"26561",0.5258
"26562",-0.2014
"26563",-0.3245
"26564",0.2673
"26568",0.0248
"26569",0.0073
"26570",0.331
"26572",-0.0228
"26611",0.037
"26754",-0.0011
"26757",0.1394
"26874",0.0712
"26875",0.12
"26877",0.065
"26878",0.1166
"26879",0.1891
"26885",-0.0125
"26888",-0.2511
"26889",0.1192
"26891",-0.0456
"26893",0.0319
"26894",-0.0563
"26895",0.2012
"26896",-0.0255
"26897",0.1419
"26900",0.0381
"26901",0.1541
"26903",0.0446
"26905",-0.0231
"26908",0.0334
"26909",0.3552
"26912",-0.0611
"26913",0.0177
"26914",0.0346
"26919",0.0396
"26920",0.0975
"26921",0.2749
"26922",-0.1216
"26926",0.0264
"26931",-0.029
"26932",0.0995
"26934",-0.0522
"26936",-0.07
"26938",0.0653
"26939",0.0505
"26940",-0.1401
"26941",-0.014
"26942",-0.1186
"26943",0.0042
"26946",0.202
"26949",-0.003
"26950",0.1489
"26951",0.0893
"26961",-0.0865
"26965",0.0046
"26968",-0.1145
"26971",-1.1847
"26987",0.0759
"26992",0.0455
"27008",0.1305
"27015",-0.0718
"27028",-0.4101
"27029",0.1545
"27041",-0.036
"27045",0.0464
"27047",1.3451
"27049",-0.157
"27050",-0.0849
"27053",-0.0745
"27054",-0.0254
"27055",0.0721
"27056",-0.0696
"27057",0.0324
"27058",-0.0196
"27059",0.1269
"27060",-0.0865
"27061",-0.053
"27062",-0.0672
"27078",0.0259
"27081",0.058
"27096",-0.0043
"27103",-0.0018
"27176",-0.0118
"27204",-0.1393
"27205",0.1793
"27206",0.2408
"27207",0.0029
"27214",0.2462
"27215",0.059
"27219",0.941
"27220",0.4304
"27221",-0.0834
"27223",-0.053
"27224",0.0794
"27225",0.0052
"27226",0.0831
"27261",0.5488
"27267",0.0465
"27273",-0.0753
"27274",0.0145
"27275",-0.0175
"27276",-0.1263
"27277",0.0528
"27279",-0.5199
"27280",0.2768
"27281",-0.1051
"27354",-0.0678
"27355",-0.0651
"27357",0.0409
"27359",-0.2782
"27360",0.0047
"27361",0.01
"27362",0.0692
"27364",0.1603
"27366",-0.0604
"27367",-0.0801
"27368",0.1072
"27369",-0.0449
"27370",0.0591
"27373",-0.1288
"27374",0.1358
"27375",0.615
"27376",0.0324
"27377",-0.0373
"27385",0.9923
"27386",0.0757
"27387",-0.0083
"27388",0.097
"27390",1.3818
"27392",0.0774
"27393",-0.0322
"27395",-0.0407
"27397",-0.0335
"27398",-0.1749
"27399",-0.0837
"27401",-0.0505
"27402",0.1263
"27403",-0.4026
"27404",0.0464
"27405",-0.4207
"27406",-0.0525
"27407",-0.1323
"27410",0.096
"27411",0.6587
"27414",-0.1174
"27416",-0.219
"27418",-0.0079
"27419",-0.1887
"27421",0.2582
"27425",-8e-04
"27426",-0.1359
"27428",0.0495
"27493",0.0865
"27494",0.0308
"27528",0.285
"27632",-0.0574
"27643",0.1315
"27660",0.7021
"27681",-0.0854
"27756",0.0414
"27762",-0.683
"27784",0.0157
"27801",-0.0885
"27878",0.0452
"27883",0.0322
"27886",-0.046
"27965",-0.0424
"27966",-0.0968
"27967",-0.0457
"27973",0.0364
"27979",0.0268
"27981",0.1999
"27984",-0.055
"27993",-0.0381
"27998",0.1695
"27999",-0.0462
"28000",0.0089
"28006",-0.1252
"28010",-0.1237
"28015",0.1113
"28018",0.1437
"28019",0.0277
"28028",-0.0163
"28030",0.0532
"28035",-0.0011
"28036",-0.088
"28040",-0.1391
"28042",0.0639
"28064",0.1176
"28071",-0.0278
"28075",0.1272
"28077",-0.1316
"28080",0.0684
"28081",-0.2277
"28084",0.2134
"28088",-0.1352
"28105",-0.0382
"28106",0.1358
"28109",-0.0397
"28113",0.0065
"28114",-0.165
"28126",-0.0147
"28135",0.0072
"28146",0.0408
"28169",-0.001
"28185",-0.022
"28193",0.06
"28199",0.0874
"28200",-0.0092
"28240",0.016
"28250",0.2321
"28253",-1.4646
"28295",0.0595
"29805",0.0304
"29806",0.0382
"29807",0.013
"29808",0.0258
"29809",-0.0392
"29810",0.0083
"29811",0.0866
"29812",-0.0552
"29813",-0.1857
"29815",0.0665
"29816",0.1547
"29817",0.5264
"29819",-0.0447
"29820",0.0957
"29856",0.1348
"29857",-0.6316
"29858",-0.0121
"29859",-0.0396
"29861",-0.0563
"29862",0.2463
"29863",-0.1498
"29864",0.0501
"29867",-0.1183
"29869",0.0782
"29870",0.3147
"29871",0.1983
"29873",0.0552
"29875",0.1294
"29876",0.1322
"29877",-0.0222
"30045",-0.0478
"30046",-0.0394
"30049",0.3499
"30050",-0.0626
"30052",-0.1077
"30054",0.8297
"30055",-0.0187
"30056",-0.0554
"30057",0.031
"30058",0.0609
"30059",0.0936
"30060",-0.6404
"30785",-0.0718
"30791",0.0891
"30794",0.0346
"30795",0.0099
"30805",-0.0361
"30806",-0.1266
"30838",-0.0483
"30839",0.0705
"30840",-0.2194
"30841",0.0484
"30843",-0.081
"30853",0.0188
"30877",-0.0821
"30878",-0.3886
"30926",0.0194
"30930",0.0516
"30931",-0.0903
"30932",-0.0249
"30933",-0.165
"30934",-0.0521
"30935",-0.3303
"30937",-0.433
"30938",9e-04
"30939",0.0222
"30940",-0.1879
"30941",-0.0354
"30944",0.0104
"30945",-0.0393
"30946",0.0195
"30947",0.1707
"30948",-0.0647
"30949",-0.0782
"30951",0.3314
"30953",0.1414
"30954",-0.234
"30955",0.1431
"30956",-0.096
"30957",-0.0285
"30959",0.0151
"30960",0.0211
"30963",0.0597
"50492",-0.0337
"50493",-0.0608
"50496",-0.1033
"50497",-0.0809
"50498",0.3759
"50500",0.0518
"50505",-0.1737
"50523",-0.2097
"50524",-0.0795
"50525",0.0842
"50527",-0.0562
"50529",-0.1194
"50540",-0.4851
"50706",0.4068
"50708",0.0189
"50709",-0.0639
"50720",-0.0745
"50721",-0.0231
"50722",0.353
"50723",-0.1036
"50724",-0.1598
"50753",-0.074
"50754",0.0815
"50755",0.0101
"50758",0.0036
"50759",0.1398
"50760",-0.0307
"50762",0.0044
"50765",0.1658
"50766",-0.0619
"50767",0.0163
"50768",0.1966
"50769",-0.0311
"50770",-0.0654
"50771",-0.0935
"50772",0.1218
"50773",0.0737
"50776",0.244
"50779",0.1442
"50780",0.014
"50781",-0.2874
"50782",-0.455
"50783",-0.1745
"50784",-0.0902
"50785",-0.0143
"50786",0.1196
"50787",0.1152
"50788",-0.4277
"50789",-0.0941
"50790",0.1144
"50791",-0.0962
"50793",-0.0904
"50794",-0.1568
"50795",-0.2605
"50797",-0.0189
"50798",0.0086
"50799",-0.4935
"50817",0.0786
"50849",0.0035
"50850",0.1146
"50868",-0.0492
"50873",0.0524
"50875",0.0268
"50876",0.0662
"50877",0.0497
"50878",0.1418
"50880",-0.0432
"50883",0.1819
"50884",-0.0283
"50887",0.1268
"50905",-0.0431
"50907",0.0741
"50908",-0.1299
"50909",-0.3112
"50911",-0.1267
"50912",0.0415
"50913",0.0392
"50914",0.359
"50915",0.1918
"50917",-0.2598
"50918",0.3834
"50926",-0.0318
"50927",0.1843
"50928",-0.5636
"50931",-0.2339
"50932",-0.0848
"50933",0.1508
"50934",0.2359
"50935",-0.1345
"50994",0.6474
"50995",-0.0127
"50996",-0.2048
"50997",0.027
"51786",0.0474
"51788",-0.0076
"51789",-0.3549
"51791",-0.2079
"51792",-0.0088
"51793",0.1736
"51796",0.1259
"51797",0.1844
"51798",-0.0375
"51799",0.0547
"51800",-0.1735
"51801",0.0187
"51810",-0.0067
"51812",-0.0271
"51813",0.0036
"51869",-0.0437
"51875",0.4082
"51885",-0.1192
"51886",0.1783
"51897",-0.0803
"51902",-0.0786
"51938",0.0652
"51944",0.1824
"51960",-0.0153
"52004",-0.1351
"52009",0.0889
"52013",-0.1308
"52014",0.027
"52020",-0.1429
"52023",0.0165
"52024",0.8668
"52028",0.1586
"52033",-0.0933
"52036",-0.0971
"52040",0.0913
"52055",-0.0758
"52064",-0.0651
"52065",0.0635
"52076",-0.1076
"52118",0.0261
"52120",-0.0282
"52123",0.1416
"52132",-0.1284
"52150",-0.2185
"52163",0.0851
"52174",-0.0356
"52184",-0.0338
"52187",-0.1714
"52202",-0.0664
"52206",0.0264
"52231",-0.1137
"52245",-0.0839
"52250",0.0225
"52276",0.5062
"52323",0.0132
"52331",0.3459
"52335",0.0166
"52348",0.1036
"52357",0.0375
"52377",-0.048
"52389",0.2408
"52392",0.0032
"52397",-0.1326
"52398",0.154
"52428",-0.0902
"52430",-0.2616
"52432",0.08
"52440",0.0093
"52443",-0.0396
"52463",0.2977
"52466",0.0183
"52468",-0.0961
"52469",-0.0281
"52477",0.011
"52480",0.0048
"52502",-0.0268
"52504",-0.3761
"52513",-0.0592
"52521",-0.0267
"52530",0.0097
"52535",-0.0956
"52538",0.0944
"52551",-0.052
"52552",0.1279
"52563",0.0418
"52570",0.1535
"52575",0.1176
"52585",0.0635
"52588",0.1565
"52589",5e-04
"52592",-0.0784
"52609",-0.1889
"52615",-0.1258
"52626",-0.3031
"52633",0.1065
"52635",0.0112
"52637",0.0135
"52639",0.0392
"52653",0.0577
"52662",-0.0365
"52665",-0.0264
"52666",-0.2607
"52668",-0.1997
"52683",-0.0526
"52686",0.1163
"52690",-0.0707
"52696",0.1493
"52700",-0.0477
"52705",0.0042
"52708",0.0713
"52710",-0.1688
"52712",-0.0264
"52713",-0.1444
"52715",0.0156
"52717",0.0407
"52808",-0.1317
"52815",-0.0122
"52822",0.0246
"52829",-0.2598
"52830",0.0181
"52837",0.0056
"52838",-0.1153
"52840",-0.1301
"52846",-0.0774
"52850",0.1036
"52855",-0.1565
"52856",0.1324
"52857",-0.0027
"52858",0.0515
"52864",0.2561
"52874",0.0322
"52882",-0.0713
"52892",0.1017
"52897",-0.1476
"52898",0.1703
"52906",-0.015
"52915",0.0991
"53310",-0.1249
"53311",1.2107
"53312",-0.036
"53313",0.0693
"53317",-0.1523
"53318",0.2949
"53319",-0.1909
"53320",-0.0288
"53321",-0.0214
"53322",0.0801
"53323",-0.016
"53324",0.0617
"53325",0.017
"53328",0.111
"53330",0.0295
"53331",0.0024
"53332",-0.0616
"53333",0.0292
"53334",-0.0547
"53356",-0.01
"53357",-0.0928
"53374",0.6268
"53375",-0.0622
"53376",-0.0797
"53378",-0.1588
"53379",0.068
"53380",-0.1386
"53381",0.1493
"53382",-0.0319
"53404",0.5919
"53412",-0.0857
"53413",0.0286
"53414",-0.0945
"53415",-0.12
"53416",-0.1092
"53417",-0.1303
"53418",0.0708
"53419",0.1503
"53420",0.1233
"53421",0.0878
"53422",-0.0499
"53424",-0.1004
"53598",0.1234
"53599",0.0782
"53600",-0.0256
"53601",0.6886
"53602",0.054
"53604",-0.0699
"53605",0.0252
"53607",-0.0588
"53608",-0.0029
"53609",-0.2251
"53610",-0.0015
"53611",-0.0459
"53612",-0.0941
"53614",-0.0354
"53618",0.0083
"53619",0.0616
"53620",-0.1525
"53621",-0.0164
"53623",-0.0274
"53625",-0.0987
"53626",0.2107
"53627",0.0196
"53761",-0.0062
"53791",-0.7957
"53817",-0.0011
"53857",0.1871
"53858",-0.1237
"53859",-0.07
"53860",0.0591
"53861",0.0265
"53867",0.7895
"53869",0.0376
"53870",0.2707
"53871",0.1925
"53872",0.0249
"53881",0.0976
"53883",-0.0054
"53885",-0.0686
"53886",-0.0063
"53890",-0.1999
"53892",-0.0121
"53893",-0.042
"53895",-0.002
"53896",0.1572
"53897",0.2598
"53901",-0.2185
"53902",0.0375
"53945",0.2162
"53951",-0.013
"53970",0.1991
"53972",0.0429
"53975",-0.1702
"53978",0.3008
"54003",-0.0786
"54004",-0.1507
"54006",0.2093
"54122",-0.1898
"54123",0.6102
"54124",-0.1226
"54125",0.0432
"54126",0.1745
"54127",8e-04
"54128",0.0515
"54130",-0.0445
"54131",0.0578
"54132",-0.1105
"54135",0.1763
"54137",0.5793
"54138",0.0086
"54139",0.0886
"54140",-0.2417
"54141",-0.081
"54151",0.0418
"54152",-0.0708
"54153",-0.4453
"54156",-0.2877
"54160",-0.0231
"54161",-0.0406
"54169",-0.1289
"54170",-0.1272
"54188",-0.0036
"54189",-0.0169
"54194",-0.168
"54195",-0.0655
"54196",-0.1473
"54197",0.0471
"54198",0.0294
"54199",0.0364
"54200",0.0321
"54201",-0.1366
"54204",-0.9744
"54208",0.0433
"54214",0.0748
"54215",-0.1504
"54216",0.2215
"54217",-0.0175
"54218",-0.0795
"54219",0.2954
"54324",-0.339
"54325",0.655
"54326",-0.0696
"54338",0.0239
"54342",0.0143
"54343",-0.0526
"54351",0.1317
"54353",-0.208
"54354",0.1137
"54357",0.0737
"54364",0.0282
"54366",-0.2278
"54367",-0.0596
"54368",-0.1086
"54369",0.1399
"54371",0.024
"54373",-0.1755
"54375",0.0977
"54376",0.1527
"54377",0.1633
"54378",0.1737
"54380",-0.0134
"54381",0.0179
"54383",0.05
"54384",0.0363
"54387",-0.014
"54391",-0.0625
"54392",0.589
"54393",-0.0214
"54394",-0.1054
"54396",-4e-04
"54397",-0.0621
"54399",-0.0806
"54401",0.0223
"54402",0.157
"54403",-0.0189
"54405",0.077
"54409",0.0584
"54411",0.0025
"54418",0.037
"54445",-0.1631
"54446",0.1066
"54447",-0.102
"54451",-0.0077
"54473",0.0936
"54484",0.0099
"54485",0.0362
"54486",0.0294
"54519",0.3436
"54524",-0.119
"54525",-0.1644
"54526",0.117
"54561",0.0391
"54562",-0.3336
"54563",0.0634
"54598",0.2831
"54601",0.2031
"54604",-0.0679
"54607",0.0786
"54608",0.0291
"54609",0.145
"54610",0.0788
"54611",0.3713
"54612",0.1012
"54613",-0.0834
"54614",-0.1733
"54616",-0.0814
"54624",-0.0579
"54630",0.172
"54631",0.8887
"54632",0.0026
"54633",-0.0026
"54634",0.358
"54635",0.3844
"54636",-0.1531
"54637",0.0862
"54638",-0.0477
"54644",-0.0741
"54645",-0.0297
"54646",-0.0818
"54648",0.0376
"54650",-0.1587
"54651",0.0121
"54667",0.1143
"54670",-0.0067
"54673",0.1138
"54678",-0.0351
"54683",-0.0683
"54709",0.0106
"54710",0.5493
"54711",-0.0135
"54712",0.0755
"54713",0.0966
"54720",-0.1916
"54721",-0.1502
"54722",-0.0359
"54723",-0.1164
"54725",0.1028
"55927",0.0781
"55932",0.1569
"55934",-0.1475
"55935",0.136
"55936",-0.1348
"55942",0.0582
"55943",0.0514
"55944",-0.0018
"55946",0.1183
"55947",-0.2336
"55948",-0.1912
"55949",0.0779
"55950",-0.066
"55951",0.0669
"55960",-0.0399
"55963",0.1747
"55978",0.0649
"55979",0.057
"55980",0.0076
"55981",-0.0133
"55982",0.0594
"55983",0.2273
"55984",-0.4038
"55987",0.1743
"55988",0.0337
