"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_185753_coefficient","contrast_185753_log2fc","contrast_185753_tstat","contrast_185753_pvalue"
"1",69815,69815,"ENSMUSG00000029149","Krtcap3","keratinocyte associated protein 3",2.251e-06,0.07,3.217e-05,-0.4921,-0.4921,-4.3105,4e-04
"2",20299,20299,"ENSMUSG00000031779","Ccl22","C-C motif chemokine ligand 22",1.263e-05,0.0731,1e-04,0.1329,0.1329,1.077,0.2947
"3",23900,23900,"ENSMUSG00000064109","Hcst","hematopoietic cell signal transducer",2.592e-05,0.0731,3e-04,0.5595,0.5595,2.1294,0.0462
"4",102637933,102637933,"","Gm34622","predicted gene, 34622",3.68e-05,0.0731,5e-04,-0.8613,-0.8613,-2.4798,0.0225
"5",210554,210554,"ENSMUSG00000076430","Hus1b","HUS1 checkpoint clamp component B",3.998e-05,0.0731,5e-04,0.7571,0.7571,2.2992,0.0328
"6",108167967,108167967,"","Gm46324","predicted gene, 46324",3.966e-05,0.0731,5e-04,-0.4994,-0.4994,-1.5106,0.147
"7",105247187,105247187,"","Gm42329","predicted gene, 42329",1.234e-05,0.0731,9.65e-05,1.5534,1.5534,4.3041,4e-04
"8",381813,381813,"ENSMUSG00000030350","Prmt8","protein arginine N-methyltransferase 8",3.46e-05,0.0731,4e-04,0.0967,0.0967,2.7403,0.0128
"9",115487966,115487966,"","Gm51972","predicted gene, 51972",1.472e-05,0.0731,2e-04,1.5266,1.5266,5.5864,2.021e-05
"10",105244891,105244891,"","Gm40419","predicted gene, 40419",2.987e-05,0.0731,4e-04,-0.1588,-0.1588,-0.966,0.3459
"11",546160,546160,"ENSMUSG00000094992","Fbxw25","F-box and WD-40 domain protein 25",1.557e-05,0.0731,2e-04,-1.0463,-1.0463,-2.8995,0.0091
"12",102638884,102638884,"","Gm38513","predicted gene, 38513",2.728e-05,0.0731,3e-04,0.6525,0.6525,2.1044,0.0486
"13",105244425,105244425,"","Gm40034","predicted gene, 40034",3.999e-05,0.0731,5e-04,1.8026,1.8026,4.7592,1e-04
"14",53376,53376,"ENSMUSG00000032010","Usp2","ubiquitin specific peptidase 2",1.899e-05,0.0731,2e-04,0.1896,0.1896,3.2595,0.004
"15",229302,229302,"ENSMUSG00000027801","Tm4sf4","transmembrane 4 superfamily member 4",6.245e-06,0.0731,6.433e-05,-0.9168,-0.9168,-3.3963,0.003
"16",115490440,115490440,"","Gm52923","predicted gene, 52923",2.181e-05,0.0731,3e-04,1.6768,1.6768,4.2529,4e-04
"17",105245875,105245875,"","Gm41258","predicted gene, 41258",3.096e-05,0.0731,4e-04,1.1754,1.1754,3.0944,0.0059
"18",102635149,102635149,"","Gm32561","predicted gene, 32561",4.425e-05,0.0747,6e-04,1.3112,1.3112,4.2395,4e-04
"19",100038384,100038384,"ENSMUSG00000094841","Gm10610","predicted gene 10610",4.563e-05,0.0747,6e-04,1.3078,1.3078,3.8337,0.0011
"20",115486945,115486945,"","Gm51582","predicted gene, 51582",5.311e-05,0.0778,6e-04,1.4854,1.4854,4.635,2e-04
"21",115486489,115486489,"","Gm51464","predicted gene, 51464",5.503e-05,0.0778,7e-04,2.3393,2.3393,5.474,2.59e-05
"22",791381,791381,"ENSMUSG00000053049","Gm15413","predicted gene 15413",5.424e-05,0.0778,7e-04,1.5929,1.5929,4.3611,3e-04
"23",232801,232801,"ENSMUSG00000070873","Lilra5","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",6.497e-05,0.0808,8e-04,0.664,0.664,4.3212,4e-04
"24",436336,436336,"ENSMUSG00000107252","Litafd","LITAF domain containing",6.299e-05,0.0808,8e-04,0.2805,0.2805,0.9926,0.3331
"25",108168719,108168719,"","Gm30613","predicted gene, 30613",6.29e-05,0.0808,7e-04,-0.2209,-0.2209,-0.5353,0.5985
"26",72608,72608,"","2700069I18Rik","RIKEN cDNA 2700069I18 gene",7.929e-05,0.085,9e-04,0.4323,0.4323,2.1117,0.0479
"27",102640681,102640681,"","Gm36693","predicted gene, 36693",7.771e-05,0.085,9e-04,2.0249,2.0249,6.2146,5.188e-06
"28",109648,109648,"ENSMUSG00000029819","Npy","neuropeptide Y",7.686e-05,0.085,8e-04,0.3886,0.3886,4.4372,3e-04
"29",226976,226976,"ENSMUSG00000010453","Kansl3","KAT8 regulatory NSL complex subunit 3",7.904e-05,0.085,9e-04,-0.1656,-0.1656,-4.4339,3e-04
"30",105245559,105245559,"","Gm41003","predicted gene, 41003",8.579e-05,0.086,0.001,0.5924,0.5924,4.0509,7e-04
"31",320696,320696,"ENSMUSG00000050050","Ccdc158","coiled-coil domain containing 158",8.428e-05,0.086,0.001,0.5085,0.5085,4.2673,4e-04
"32",105245615,105245615,"","Gm41045","predicted gene, 41045",9.609e-05,0.0934,0.001,-1.7171,-1.7171,-4.4037,3e-04
"33",14873,14873,"ENSMUSG00000025068","Gsto1","glutathione S-transferase omega 1",1e-04,0.1056,0.0011,0.1507,0.1507,3.3976,0.003
"34",67099,67099,"ENSMUSG00000025956","Mettl21a","methyltransferase 21A, HSPA lysine",1e-04,0.1122,0.0011,0.0737,0.0737,1.6643,0.1121
"35",18979,18979,"ENSMUSG00000002588","Pon1","paraoxonase 1",1e-04,0.113,0.0012,-0.6076,-0.6076,-1.1643,0.2584
"36",115486177,115486177,"ENSMUSG00000077565","Gm23201","predicted gene, 23201",1e-04,0.113,0.0012,0.6498,0.6498,1.5929,0.1273
"37",78316,78316,"ENSMUSG00000087547","Platr27","pluripotency associated transcript 27",1e-04,0.113,0.0012,0.1319,0.1319,0.4477,0.6593
"38",102637530,102637530,"","Gm34316","predicted gene, 34316",1e-04,0.113,0.0011,-1.5455,-1.5455,-4.5162,2e-04
"39",105244596,105244596,"","Gm40186","predicted gene, 40186",1e-04,0.1138,0.0013,1.154,1.154,3.7774,0.0012
"40",102635747,102635747,"","Gm33007","predicted gene, 33007",2e-04,0.1248,0.0014,1.0353,1.0353,3.3915,0.003
"41",66707,66707,"ENSMUSG00000059395","Nkapl","NFKB activating protein-like",2e-04,0.1248,0.0014,0.7003,0.7003,3.0791,0.0061
"42",105245008,105245008,"","Gm40522","predicted gene, 40522",2e-04,0.1248,0.0013,0.348,0.348,1.155,0.2621
"43",71275,71275,"ENSMUSG00000072919","Noxred1","NADP+ dependent oxidoreductase domain containing 1",2e-04,0.1248,0.0015,-0.7495,-0.7495,-3.3811,0.0031
"44",102638469,102638469,"ENSMUSG00000111363","Gm35024","predicted gene, 35024",2e-04,0.1248,0.0013,1.9966,1.9966,5.1061,5.888e-05
"45",231832,231832,"ENSMUSG00000036687","Tmem184a","transmembrane protein 184a",2e-04,0.1248,0.0014,-1.6136,-1.6136,-3.4736,0.0025
"46",58200,58200,"ENSMUSG00000022490","Ppp1r1a","protein phosphatase 1, regulatory inhibitor subunit 1A",2e-04,0.1248,0.0014,0.2084,0.2084,2.4136,0.0258
"47",115488533,115488533,"ENSMUSG00000116294","Gm49415","predicted gene, 49415",2e-04,0.1248,0.0015,0.9478,0.9478,2.4896,0.022
"48",115486414,115486414,"","Gm57500","predicted gene, 57500",2e-04,0.1252,0.0015,0.2003,0.2003,1.8423,0.0808
"49",105246308,105246308,"","Gm41610","predicted gene, 41610",2e-04,0.1282,0.0018,1.8722,1.8722,5.0778,6.276e-05
"50",16667,16667,"ENSMUSG00000035557","Krt17","keratin 17",2e-04,0.1282,0.0016,1.46,1.46,3.722,0.0014
"51",22042,22042,"ENSMUSG00000022797","Tfrc","transferrin receptor",2e-04,0.1282,0.0017,0.1947,0.1947,2.7731,0.012
"52",102639235,102639235,"","Gm35591","predicted gene, 35591",2e-04,0.1282,0.0017,-1.2196,-1.2196,-5.8691,1.089e-05
"53",320132,320132,"ENSMUSG00000087125","A230108P19Rik","RIKEN cDNA A230108P19 gene",2e-04,0.1282,0.0016,1.8707,1.8707,3.8622,0.001
"54",105242654,105242654,"","Gm38809","predicted gene, 38809",2e-04,0.1282,0.0018,0.6662,0.6662,2.3097,0.032
"55",102631755,102631755,"","Gm30015","predicted gene, 30015",2e-04,0.1282,0.0018,1.0158,1.0158,2.942,0.0082
"56",102639475,102639475,"","Gm35779","predicted gene, 35779",2e-04,0.1282,0.0017,-1.6645,-1.6645,-3.1595,0.0051
"57",102639870,102639870,"","Gm38523","predicted gene, 38523",2e-04,0.1282,0.0016,-0.9939,-0.9939,-2.9914,0.0074
"58",71336,71336,"ENSMUSG00000029136","Rbks","ribokinase",3e-04,0.1419,0.0019,-0.2953,-0.2953,-2.7671,0.0121
"59",108167541,108167541,"","Gm46046","predicted gene, 46046",3e-04,0.1419,0.0019,0.8886,0.8886,2.3075,0.0322
"60",22682,22682,"ENSMUSG00000024750","Zfand5","zinc finger, AN1-type domain 5",3e-04,0.1419,0.0019,0.1018,0.1018,3.2771,0.0039
"61",70258,70258,"ENSMUSG00000059631","1500035N22Rik","RIKEN cDNA 1500035N22 gene",3e-04,0.1438,0.002,1.0657,1.0657,4.2173,4e-04
"62",619308,619308,"ENSMUSG00000073529","F830208F22Rik","RIKEN cDNA F830208F22 gene",3e-04,0.1453,0.002,-0.3659,-0.3659,-2.5648,0.0188
"63",100503021,100503021,"ENSMUSG00000115426","Gm19510","predicted gene, 19510",3e-04,0.1456,0.002,-0.0244,-0.0244,-0.0932,0.9267
"64",622208,622208,"ENSMUSG00000097123","Gm6297","predicted gene 6297",3e-04,0.1464,0.0021,0.0944,0.0944,1.226,0.2349
"65",214952,214952,"ENSMUSG00000025733","Rhot2","ras homolog family member T2",3e-04,0.1549,0.0021,-0.1094,-0.1094,-3.4701,0.0025
"66",16518,16518,"ENSMUSG00000041695","Kcnj2","potassium inwardly-rectifying channel, subfamily J, member 2",3e-04,0.157,0.0021,0.6077,0.6077,4.5646,2e-04
"67",105246325,105246325,"","Gm41626","predicted gene, 41626",4e-04,0.1648,0.0022,1.6116,1.6116,3.5952,0.0019
"68",58807,58807,"ENSMUSG00000030235","Slco1c1","solute carrier organic anion transporter family, member 1c1",4e-04,0.1648,0.0022,-0.306,-0.306,-4.4435,3e-04
"69",105246466,105246466,"","Gm41752","predicted gene, 41752",4e-04,0.168,0.0022,1.0319,1.0319,2.7852,0.0116
