"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_185768_coefficient","contrast_185768_log2fc","contrast_185768_tstat","contrast_185768_pvalue"
"14",68558,68558,"ENSMUSG00000021661","Ankra2","ankyrin repeat family A member 2",0.8007,0.9998,0.728,0.0192,0.0192,0.2938,0.7718
"15",223843,223843,"ENSMUSG00000045608","Dbx2","developing brain homeobox 2",0.8866,0.9998,0.8405,-0.0506,-0.0506,-0.4507,0.6569
"16",225849,225849,"ENSMUSG00000024777","Ppp2r5b","protein phosphatase 2, regulatory subunit B', beta",0.52,0.9998,0.3931,-0.0496,-0.0496,-0.8978,0.3795
"17",230597,230597,"ENSMUSG00000034557","Zfyve9","zinc finger, FYVE domain containing 9",0.7511,0.9998,0.6628,-0.059,-0.059,-1.1621,0.2582
"18",219158,219158,"ENSMUSG00000033712","Ccar2","cell cycle activator and apoptosis regulator 2",0.9413,0.9998,0.9175,-0.0229,-0.0229,-0.3769,0.7101
"19",330354,330354,"","Gm20560","predicted gene, 20560",0.9957,0.9998,0.9942,0.3133,0.3133,0.4506,0.6569
"20",74574,74574,"ENSMUSG00000024481","Lvrn","laeverin",0.694,0.9998,0.5933,-1.0465,-1.0465,-1.6874,0.1063
"21",72640,72640,"ENSMUSG00000074480","Mex3a","mex3 RNA binding family member A",0.3027,0.9998,0.1843,-0.0105,-0.0105,-0.0903,0.9289
"22",18115,18115,"ENSMUSG00000116207","Nnt","nicotinamide nucleotide transhydrogenase",0.2222,0.9998,0.1227,0.0521,0.0521,0.8225,0.42
"23",12227,12227,"ENSMUSG00000020423","Btg2","BTG anti-proliferation factor 2",0.888,0.9998,0.8428,-0.0161,-0.0161,-0.163,0.8721
"24",73112,73112,"ENSMUSG00000078453","Abracl","ABRA C-terminal like",0.957,0.9998,0.9394,-0.0549,-0.0549,-0.3408,0.7366
"25",238384,238384,"ENSMUSG00000041771","Slc24a4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",0.3552,0.9998,0.2313,-0.1386,-0.1386,-1.1985,0.2441
"26",56863,56863,"ENSMUSG00000066720","Cldn9","claudin 9",0.6253,0.9998,0.5139,0.4412,0.4412,0.4138,0.6832
"27",14431,14431,"ENSMUSG00000020150","Gamt","guanidinoacetate methyltransferase",0.2705,0.9998,0.1589,0.0447,0.0447,0.4263,0.6742
"28",11761,11761,"ENSMUSG00000063558","Aox1","aldehyde oxidase 1",0.4048,0.9998,0.2752,0.2488,0.2488,1.4059,0.1744
"29",102631865,102631865,"","Gm30091","predicted gene, 30091",0.1866,0.9998,0.0984,0.2084,0.2084,0.7102,0.4854
"30",213236,213236,"ENSMUSG00000044595","Dnd1","DND microRNA-mediated repression inhibitor 1",0.3156,0.9998,0.1959,-0.096,-0.096,-0.5868,0.5636
"31",20400,20400,"ENSMUSG00000005696","Sh2d1a","SH2 domain containing 1A",0.558,0.9998,0.4359,0.9111,0.9111,1.3494,0.1916
"32",327826,327826,"ENSMUSG00000020170","Frs2","fibroblast growth factor receptor substrate 2",0.0338,0.9998,0.0136,-0.002,-0.002,-0.0408,0.9678
"33",627828,627828,"ENSMUSG00000092086","Gm6793","heterogeneous nuclear ribonucleoprotein A3 pseudogene",0.977,0.9998,0.9679,-0.0468,-0.0468,-0.1396,0.8903
"34",240185,240185,"ENSMUSG00000033960","Jcad","junctional cadherin 5 associated",0.2131,0.9998,0.1161,0.0157,0.0157,0.1666,0.8693
"35",211135,211135,"ENSMUSG00000079038","D130040H23Rik","RIKEN cDNA D130040H23 gene",0.0672,0.9998,0.0303,-0.1068,-0.1068,-0.5995,0.5552
"36",69060,69060,"ENSMUSG00000046008","Pnlip","pancreatic lipase",0.6731,0.9998,0.5685,0.5215,0.5215,0.8228,0.4199
"37",102635802,102635802,"","Gm33049","predicted gene, 33049",0.667,0.9998,0.561,-0.0491,-0.0491,-0.0657,0.9482
"38",242235,242235,"ENSMUSG00000093865","Lrit3","leucine-rich repeat, immunoglobulin-like and transmembrane domains 3",0.8162,0.9998,0.7489,-0.1436,-0.1436,-0.3013,0.7662
"39",80280,80280,"ENSMUSG00000018669","Cdk5rap3","CDK5 regulatory subunit associated protein 3",0.9226,0.9998,0.89,0.0141,0.0141,0.2306,0.8198
"40",320295,320295,"ENSMUSG00000121490","C920006O11Rik","RIKEN cDNA C920006O11 gene",0.4747,0.9998,0.3445,0.1424,0.1424,0.7644,0.4531
"41",101314,101314,"ENSMUSG00000033940","Brk1","BRICK1, SCAR/WAVE actin-nucleating complex subunit",0.464,0.9998,0.3335,0.0853,0.0853,1.1171,0.2766
"42",66641,66641,"ENSMUSG00000027854","Sike1","suppressor of IKBKE 1",0.6891,0.9998,0.5877,0.0247,0.0247,0.3674,0.717
"43",224813,224813,"ENSMUSG00000071073","Lrrc73","leucine rich repeat containing 73",0.996,0.9998,0.9947,0.0203,0.0203,0.2757,0.7855
"44",105243889,105243889,"","Gm39613","predicted gene, 39613",0.6619,0.9998,0.5548,0.0969,0.0969,0.171,0.8659
"45",100040736,100040736,"ENSMUSG00000085399","Foxd2os","forkhead box D2, opposite strand",0.3305,0.9998,0.2085,0.2727,0.2727,0.4717,0.642
"46",67048,67048,"ENSMUSG00000073131","Vma21","VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)",0.9459,0.9998,0.9225,0.0259,0.0259,0.3655,0.7184
"47",68556,68556,"ENSMUSG00000089917","Uckl1","uridine-cytidine kinase 1-like 1",0.4777,0.9998,0.348,-0.1452,-0.1452,-2.6976,0.0135
"48",103080,103080,"ENSMUSG00000019917","Septin10","septin 10",0.7724,0.9998,0.6901,0.1667,0.1667,0.8145,0.4245
"49",76571,76571,"ENSMUSG00000019178","Styxl1","serine/threonine/tyrosine interacting-like 1",0.2456,0.9998,0.14,0.1797,0.1797,0.3998,0.6934
"50",230598,230598,"ENSMUSG00000053510","Nrdc","nardilysin convertase",0.5913,0.9998,0.4742,-0.0303,-0.0303,-0.6567,0.5185
"51",78611,78611,"ENSMUSG00000073771","Btbd19","BTB domain containing 19",0.8205,0.9998,0.7543,-0.0462,-0.0462,-0.3878,0.7021
"52",237360,237360,"ENSMUSG00000059901","Adamts14","ADAM metallopeptidase with thrombospondin type 1 motif 14",0.8792,0.9998,0.8309,0.1632,0.1632,0.5375,0.5965
"53",330355,330355,"ENSMUSG00000052861","Dnah6","dynein, axonemal, heavy chain 6",0.2875,0.9998,0.1722,-0.2253,-0.2253,-0.3396,0.7375
"54",553127,553127,"ENSMUSG00000067924","Rtl8b","retrotransposon Gag like 8B",0.979,0.9998,0.9703,-0.0365,-0.0365,-0.5795,0.5684
"55",433323,433323,"ENSMUSG00000032908","Sgpp2","sphingosine-1-phosphate phosphatase 2",0.27,0.9998,0.1585,-0.1577,-0.1577,-0.7134,0.4834
"56",12228,12228,"ENSMUSG00000022863","Btg3","BTG anti-proliferation factor 3",0.9627,0.9998,0.9481,0.0199,0.0199,0.2281,0.8218
"57",14432,14432,"ENSMUSG00000047261","Gap43","growth associated protein 43",0.8933,0.9998,0.85,-0.0796,-0.0796,-0.519,0.6092
"58",11764,11764,"ENSMUSG00000009090","Ap1b1","adaptor protein complex AP-1, beta 1 subunit",0.43,0.9998,0.2992,-0.0016,-0.0016,-0.0312,0.9754
"59",238386,238386,"ENSMUSG00000041702","Btbd7","BTB domain containing 7",0.5436,0.9998,0.4192,-7e-04,-7e-04,-0.0147,0.9884
"60",219151,219151,"ENSMUSG00000034463","Scara3","scavenger receptor class A, member 3",0.7572,0.9998,0.6708,0.1213,0.1213,1.0233,0.3178
"61",235293,235293,"ENSMUSG00000032018","Sc5d","sterol-C5-desaturase",0.8935,0.9998,0.8504,0.0251,0.0251,0.4996,0.6226
"62",231470,231470,"ENSMUSG00000034687","Fras1","Fraser extracellular matrix complex subunit 1",0.8725,0.9998,0.8217,-0.0072,-0.0072,-0.0417,0.9671
"63",18117,18117,"ENSMUSG00000031819","Emc8","ER membrane protein complex subunit 8",0.9709,0.9998,0.9591,0.0827,0.0827,0.9465,0.3547
"64",102631866,102631866,"ENSMUSG00000120707","Gm30092","predicted gene, 30092",0.8759,0.9998,0.8266,0.1593,0.1593,0.4743,0.6402
"65",67050,67050,"ENSMUSG00000016409","Nkap","NFKB activating protein",0.6219,0.9998,0.5093,-0.0843,-0.0843,-1.5297,0.141
"66",241197,241197,"ENSMUSG00000092572","Serpinb10","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10",0.5741,0.9998,0.4548,0.9925,0.9925,1.7979,0.0866
"67",238377,238377,"ENSMUSG00000047415","Gpr68","G protein-coupled receptor 68",0.6037,0.9998,0.4881,0.0087,0.0087,0.0815,0.9358
"68",235281,235281,"ENSMUSG00000049281","Scn3b","sodium channel, voltage-gated, type III, beta",0.9108,0.9998,0.8742,0.0365,0.0365,0.3532,0.7274
"69",69064,69064,"ENSMUSG00000025466","Fuom","fucose mutarotase",0.5976,0.9998,0.4816,0.1182,0.1182,1.1477,0.264
"70",243219,243219,"ENSMUSG00000051339","2900026A02Rik","RIKEN cDNA 2900026A02 gene",0.5571,0.9998,0.4343,0.0175,0.0175,0.2271,0.8225
"71",105245351,105245351,"","Gm40823","predicted gene, 40823",0.0535,0.9998,0.0232,-0.8653,-0.8653,-1.5287,0.1413
"72",102638554,102638554,"","Gm35089","predicted gene, 35089",0.7919,0.9998,0.7156,-0.2292,-0.2292,-0.5292,0.6022
"73",170483,170483,"ENSMUSG00000035745","Grin3b","glutamate receptor, ionotropic, NMDA3B",0.6556,0.9998,0.5465,0.1926,0.1926,0.6179,0.5433
"74",11758,11758,"ENSMUSG00000026701","Prdx6","peroxiredoxin 6",0.8802,0.9998,0.8322,0.0782,0.0782,0.7277,0.4749
"75",66645,66645,"ENSMUSG00000021938","Pspc1","paraspeckle protein 1",0.4818,0.9998,0.3522,-0.0561,-0.0561,-0.8265,0.4178
"76",83602,83602,"ENSMUSG00000020962","Gtf2a1","general transcription factor II A, 1",0.8829,0.9998,0.8358,-0.0194,-0.0194,-0.2941,0.7716
"77",227753,227753,"ENSMUSG00000026879","Gsn","gelsolin",0.7156,0.9998,0.6192,-0.0613,-0.0613,-0.4252,0.675
"78",229791,229791,"ENSMUSG00000044667","Plppr4","phospholipid phosphatase related 4",0.5425,0.9998,0.418,-0.0119,-0.0119,-0.1848,0.8551
"79",224805,224805,"ENSMUSG00000023938","Aars2","alanyl-tRNA synthetase 2, mitochondrial",0.8733,0.9998,0.8229,-0.0778,-0.0778,-0.9794,0.3385
"80",76574,76574,"ENSMUSG00000028655","Mfsd2a","MFSD2 lysolipid transporter A, lysophospholipid",0.9461,0.9998,0.9229,-0.0154,-0.0154,-0.1196,0.9059
"81",77006,77006,"ENSMUSG00000068290","Ddrgk1","DDRGK domain containing 1",0.7824,0.9998,0.7028,0.0225,0.0225,0.3007,0.7666
"82",230594,230594,"ENSMUSG00000034610","Tut4","terminal uridylyl transferase 4",0.5485,0.9998,0.4245,-0.0138,-0.0138,-0.2994,0.7676
"83",223838,223838,"ENSMUSG00000022449","Adamts20","ADAM metallopeptidase with thrombospondin type 1 motif 20",0.0544,0.9998,0.0237,-0.1548,-0.1548,-1.3571,0.1892
"84",73121,73121,"ENSMUSG00000037962","Rflna","refilin A",0.1578,0.9998,0.081,0.1828,0.1828,0.5299,0.6017
"85",102643091,102643091,"","Gm38657","predicted gene, 38657",0.6606,0.9998,0.5526,0.8213,0.8213,1.2245,0.2343
"86",277743,277743,"ENSMUSG00000006218","Fam131c","family with sequence similarity 131, member C",0.1729,0.9998,0.0901,0.1187,0.1187,0.4726,0.6414
"87",56869,56869,"ENSMUSG00000074283","Zfp109","zinc finger protein 109",0.3738,0.9998,0.2467,-0.0567,-0.0567,-0.4811,0.6354
"88",97112,97112,"ENSMUSG00000027787","Nmd3","NMD3 ribosome export adaptor",0.5323,0.9998,0.407,0.0245,0.0245,0.3378,0.7388
"89",18113,18113,"ENSMUSG00000032271","Nnmt","nicotinamide N-methyltransferase",0.7649,0.9998,0.6801,0.1739,0.1739,0.5129,0.6134
"90",115487482,115487482,"","Gm51821","predicted gene, 51821",0.0571,0.9998,0.0252,0.6624,0.6624,1.5658,0.1323
"91",12224,12224,"ENSMUSG00000005148","Klf5","Kruppel-like transcription factor 5",0.5793,0.9998,0.4602,-0.6899,-0.6899,-1.8134,0.0841
"92",115489316,115489316,"","LOC115489316","uncharacterized LOC115489316",0.7391,0.9998,0.6497,0.3061,0.3061,0.5296,0.6019
"93",102636149,102636149,"","Gm16013","predicted gene 16013",0.1743,0.9998,0.0909,0.0017,0.0017,0.0029,0.9977
"94",72648,72648,"ENSMUSG00000085763","Smc2os","structural maintenance of chromosomes 2, opposite strand",0.4012,0.9998,0.2726,-0.1332,-0.1332,-0.4131,0.6837
"95",102631862,102631862,"","Gm30088","predicted gene, 30088",0.4455,0.9998,0.3154,0.9147,0.9147,1.4631,0.1583
"96",235283,235283,"ENSMUSG00000040111","Gramd1b","GRAM domain containing 1B",0.5855,0.9998,0.4674,0.0145,0.0145,0.2527,0.8029
"97",213248,213248,"ENSMUSG00000104301","Wdr49","WD repeat domain 49",0.0403,0.9998,0.0164,-0.472,-0.472,-1.0359,0.312
"98",102639776,102639776,"","Gm36007","predicted gene, 36007",0.4854,0.9998,0.3553,0.2681,0.2681,0.453,0.6552
"99",102640025,102640025,"","Gm36198","predicted gene, 36198",0.8975,0.9998,0.8559,-0.6272,-0.6272,-1.6701,0.1097
"100",240174,240174,"ENSMUSG00000024251","Thada","thyroid adenoma associated",0.4981,0.9998,0.3702,-0.1327,-0.1327,-1.1622,0.2582
"101",211147,211147,"ENSMUSG00000022269","Marchf11","membrane associated ring-CH-type finger 11",0.8262,0.9998,0.7627,-0.1494,-0.1494,-0.819,0.422
"102",100465,100465,"ENSMUSG00000028709","Mob3c","MOB kinase activator 3C",0.9333,0.9998,0.9069,0.0073,0.0073,0.0649,0.9489
"103",170484,170484,"ENSMUSG00000026602","Nphs2","nephrosis 2, podocin",0.312,0.9998,0.1932,0.1586,0.1586,0.2092,0.8363
"104",108167523,108167523,"","Gm46032","predicted gene, 46032",0.8034,0.9998,0.7316,0.0828,0.0828,0.2169,0.8304
"105",105242725,105242725,"","Gm38865","predicted gene, 38865",0.0847,0.9998,0.0396,0.9001,0.9001,1.4551,0.1604
"106",320292,320292,"ENSMUSG00000089809","Rasgef1b","RasGEF domain family, member 1B",0.842,0.9998,0.7823,-0.3763,-0.3763,-1.1696,0.2553
"107",83603,83603,"ENSMUSG00000032262","Elovl4","ELOVL fatty acid elongase 4",0.7394,0.9998,0.6501,-0.0317,-0.0317,-0.4888,0.63
"108",66643,66643,"ENSMUSG00000047786","Lix1","limb and CNS expressed 1",0.9388,0.9998,0.9142,0.0648,0.0648,0.6919,0.4966
"109",209225,209225,"ENSMUSG00000048897","Zfp710","zinc finger protein 710",0.6499,0.9998,0.54,0.0224,0.0224,0.3471,0.732
"110",68559,68559,"ENSMUSG00000027472","Pdrg1","p53 and DNA damage regulated 1",0.0808,0.9998,0.0376,0.1431,0.1431,1.7625,0.0925
"111",76573,76573,"ENSMUSG00000009115","Spatc1l","spermatogenesis and centriole associated 1 like",0.1185,0.9998,0.058,-1.1031,-1.1031,-1.8097,0.0847
"112",330361,330361,"ENSMUSG00000035125","Gcfc2","GC-rich sequence DNA binding factor 2",0.4279,0.9998,0.2965,-0.1439,-0.1439,-0.8361,0.4125
"113",225845,225845,"ENSMUSG00000060675","Plaat3","phospholipase A and acyltransferase 3",0.5682,0.9998,0.4479,0.0032,0.0032,0.0231,0.9818
"114",224807,224807,"ENSMUSG00000036026","Tmem63b","transmembrane protein 63b",0.9476,0.9998,0.9249,-0.0357,-0.0357,-0.4119,0.6846
"115",230596,230596,"ENSMUSG00000063800","Prpf38a","PRP38 pre-mRNA processing factor 38 (yeast) domain containing A",0.747,0.9998,0.6589,0.0168,0.0168,0.1703,0.8664
"116",277744,277744,"ENSMUSG00000070637","Srarp","steroid receptor associated and regulated protein",0.0575,0.9998,0.0254,0.538,0.538,2.1744,0.0413
"117",18114,18114,"ENSMUSG00000061032","Rrp1","ribosomal RNA processing 1",0.9384,0.9998,0.9137,-0.0164,-0.0164,-0.3387,0.7382
"118",231464,231464,"ENSMUSG00000034724","Cnot6l","CCR4-NOT transcription complex, subunit 6-like",0.574,0.9998,0.4546,0.0106,0.0106,0.1646,0.8708
"119",246179,246179,"ENSMUSG00000028414","Fktn","fukutin",0.6592,0.9998,0.5506,-0.033,-0.033,-0.3758,0.7108
"120",319974,319974,"ENSMUSG00000029673","Auts2","autism susceptibility candidate 2",0.2559,0.9998,0.1477,-0.0053,-0.0053,-0.0756,0.9404
"121",12226,12226,"ENSMUSG00000036478","Btg1","BTG anti-proliferation factor 1",0.8622,0.9998,0.8102,0.0297,0.0297,0.2794,0.7827
"122",97114,97114,"ENSMUSG00000081058","H3c15","H3 clustered histone 15",0.6097,0.9998,0.4955,-0.1454,-0.1454,-0.4477,0.659
"123",14430,14430,"ENSMUSG00000036073","Galt","galactose-1-phosphate uridyl transferase",0.9313,0.9998,0.9037,2e-04,2e-04,0.0028,0.9978
"124",237353,237353,"ENSMUSG00000037990","Sh3rf3","SH3 domain containing ring finger 3",0.8471,0.9998,0.7895,-0.0199,-0.0199,-0.1633,0.8718
"125",69066,69066,"ENSMUSG00000078607","1810010H24Rik","RIKEN cDNA 1810010H24 gene",0.514,0.9998,0.3861,0.245,0.245,1.3628,0.1874
"126",67053,67053,"ENSMUSG00000023156","Rpp14","ribonuclease P 14 subunit",0.5857,0.9998,0.4677,0.0994,0.0994,1.1524,0.2621
"127",68564,68564,"ENSMUSG00000037857","Nufip2","nuclear FMR1 interacting protein 2",0.8935,0.9998,0.8503,0.0035,0.0035,0.0476,0.9625
"128",170472,170472,"ENSMUSG00000020752","Recql5","RecQ protein-like 5",0.8765,0.9998,0.8272,0.0036,0.0036,0.0538,0.9576
"129",224823,224823,"ENSMUSG00000023971","Rrp36","ribosomal RNA processing 36",0.86,0.9998,0.8066,-0.0177,-0.0177,-0.2428,0.8105
"130",80284,80284,"ENSMUSG00000042380","Smim12","small integral membrane protein 12",0.8142,0.9998,0.7456,0.0612,0.0612,0.6254,0.5385
"131",225861,225861,"ENSMUSG00000056185","Snx32","sorting nexin 32",0.2985,0.9998,0.1804,-0.0466,-0.0466,-0.7045,0.4889
"132",66647,66647,"ENSMUSG00000070520","Nsmce3","NSE3 homolog, SMC5-SMC6 complex component",0.4085,0.9998,0.2785,0.1005,0.1005,1.2142,0.2382
"133",105243884,105243884,"","Gm39609","predicted gene, 39609",0.1184,0.9998,0.058,-0.7411,-0.7411,-1.2661,0.2194
"134",209239,209239,"ENSMUSG00000052557","Gan","giant axonal neuropathy",0.3724,0.9998,0.2458,-0.0617,-0.0617,-0.4035,0.6907
"135",403202,403202,"ENSMUSG00000067577","A430093F15Rik","RIKEN cDNA A430093F15 gene",0.5948,0.9998,0.4781,0.4774,0.4774,0.7606,0.4553
"136",101351,101351,"ENSMUSG00000035245","Eogt","EGF domain specific O-linked N-acetylglucosamine transferase",0.5654,0.9998,0.4446,0.0508,0.0508,0.7535,0.4595
"137",78617,78617,"ENSMUSG00000047363","Cstad","CSA-conditional, T cell activation-dependent protein",0.9056,0.9998,0.8673,0.192,0.192,0.8566,0.4013
"138",56872,56872,"ENSMUSG00000032099","Pate4","prostate and testis expressed 4",0.6996,0.9998,0.5995,-0.5324,-0.5324,-0.7088,0.4862
"139",14428,14428,"ENSMUSG00000020793","Galr2","galanin receptor 2",0.1776,0.9998,0.0932,0.3755,0.3755,1.3818,0.1816
"140",239405,239405,"ENSMUSG00000051920","Rspo2","R-spondin 2",0.7602,0.9998,0.6744,-0.2553,-0.2553,-1.0687,0.2974
"141",213262,213262,"ENSMUSG00000034098","Fstl5","follistatin-like 5",0.724,0.9998,0.6298,-0.0348,-0.0348,-0.317,0.7544
"142",319973,319973,"ENSMUSG00000086864","A630077J23Rik","RIKEN cDNA A630077J23 gene",0.3163,0.9998,0.1965,0.7336,0.7336,1.3106,0.2041
"143",11754,11754,"ENSMUSG00000019326","Aoc3","amine oxidase, copper containing 3",0.0491,0.9998,0.0209,0.5662,0.5662,1.5753,0.1301
"144",330369,330369,"ENSMUSG00000047013","Fbxo41","F-box protein 41",0.7311,0.9998,0.6392,0.0071,0.0071,0.1486,0.8833
"145",102631860,102631860,"","Gm30086","predicted gene, 30086",0.216,0.9998,0.1186,-0.3281,-0.3281,-0.5192,0.6091
"146",327814,327814,"ENSMUSG00000053825","Ppfia2","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",0.8617,0.9998,0.8097,0.0833,0.0833,0.8644,0.3972
"147",228801,228801,"ENSMUSG00000027485","Bpifb1","BPI fold containing family B, member 1",0.885,0.9998,0.8387,0.0326,0.0326,0.0452,0.9644
"148",210094,210094,"ENSMUSG00000013367","Iglon5","IgLON family member 5",0.4289,0.9998,0.2978,0.0979,0.0979,1.0725,0.2956
"149",71069,71069,"ENSMUSG00000038143","Stox2","storkhead box 2",0.1137,0.9998,0.055,-0.0351,-0.0351,-0.6636,0.5141
"150",69065,69065,"ENSMUSG00000027313","Chac1","ChaC, cation transport regulator 1",0.3146,0.9998,0.195,0.1373,0.1373,1.0078,0.325
"151",102640021,102640021,"","Gm36195","predicted gene, 36195",0.0677,0.9998,0.0306,-0.2291,-0.2291,-0.5257,0.6046
"152",668880,668880,"ENSMUSG00000033705","Stard9","StAR related lipid transfer domain containing 9",0.2351,0.9998,0.1324,0.0215,0.0215,0.2854,0.7781
"153",67052,67052,"ENSMUSG00000024056","Ndc80","NDC80 kinetochore complex component",0.3336,0.9998,0.2112,0.5455,0.5455,0.9937,0.3317
"154",68563,68563,"ENSMUSG00000042737","Dpm3","dolichyl-phosphate mannosyltransferase polypeptide 3",0.9461,0.9998,0.9229,0.1066,0.1066,0.7066,0.4876
"155",11757,11757,"ENSMUSG00000024997","Prdx3","peroxiredoxin 3",0.5013,0.9998,0.373,0.0475,0.0475,0.6559,0.519
"156",224824,224824,"ENSMUSG00000002763","Pex6","peroxisomal biogenesis factor 6",0.4311,0.9998,0.3004,0.0644,0.0644,1.2246,0.2343
"157",80285,80285,"ENSMUSG00000022906","Parp9","poly (ADP-ribose) polymerase family, member 9",0.868,0.9998,0.817,0.0395,0.0395,0.3493,0.7303
"158",66646,66646,"ENSMUSG00000026005","Rpe","ribulose-5-phosphate-3-epimerase",0.5176,0.9998,0.3909,0.0399,0.0399,0.4075,0.6878
"159",77011,77011,"ENSMUSG00000046591","Ticrr","TOPBP1-interacting checkpoint and replication regulator",0.9978,0.9998,0.9971,-0.3614,-0.3614,-0.5036,0.6198
"160",329693,329693,"ENSMUSG00000048031","Fcrl5","Fc receptor-like 5",0.8808,0.9998,0.8332,0.6641,0.6641,1.0742,0.2949
"161",242253,242253,"ENSMUSG00000043020","Dnai3","dynein axonemal intermediate chain 3",0.5265,0.9998,0.4009,0.1741,0.1741,0.2332,0.8179
"162",333715,333715,"ENSMUSG00000023083","H2-M10.2","histocompatibility 2, M region locus 10.2",0.9934,0.9998,0.991,0.1643,0.1643,0.5001,0.6222
"163",76577,76577,"ENSMUSG00000025873","Faf2","Fas associated factor family member 2",0.0579,0.9998,0.0256,0.073,0.073,1.5485,0.1364
"164",219170,219170,"ENSMUSG00000045655","Fam216b","family with sequence similarity 216, member B",0.0012,0.9998,6e-04,-0.6522,-0.6522,-1.765,0.0921
"165",73122,73122,"ENSMUSG00000070939","Tgfbrap1","transforming growth factor, beta receptor associated protein 1",0.985,0.9998,0.9792,-0.002,-0.002,-0.0471,0.9629
"166",78616,78616,"ENSMUSG00000087670","9530036M11Rik","RIKEN cDNA 9530036M11 gene",0.9343,0.9998,0.9079,-0.3609,-0.3609,-0.4429,0.6623
"167",56873,56873,"ENSMUSG00000010721","Lmbr1","limb region 1",0.6229,0.9998,0.5105,0.0136,0.0136,0.2332,0.8178
"168",74577,74577,"ENSMUSG00000026200","Glb1l","galactosidase, beta 1-like",0.5179,0.9998,0.3912,0.0484,0.0484,0.3438,0.7344
"169",18111,18111,"ENSMUSG00000067786","Nnat","neuronatin",0.4908,0.9998,0.3617,0.2578,0.2578,1.4037,0.175
"170",102632199,102632199,"","Gm30339","predicted gene, 30339",0.8871,0.9998,0.8416,-0.3058,-0.3058,-0.4169,0.681
"171",12223,12223,"ENSMUSG00000082361","Btc","betacellulin, epidermal growth factor family member",0.8274,0.9998,0.7648,-0.2138,-0.2138,-0.5156,0.6115
"172",108168934,108168934,"","Gm46848","predicted gene, 46848",0.5597,0.9998,0.438,-0.7893,-0.7893,-1.2771,0.2155
"173",211151,211151,"ENSMUSG00000090258","Churc1","churchill domain containing 1",0.6141,0.9998,0.5002,0.1247,0.1247,1.048,0.3066
"174",72649,72649,"ENSMUSG00000029782","Tmem209","transmembrane protein 209",0.6599,0.9998,0.5516,0.03,0.03,0.4045,0.6899
"175",239408,239408,"ENSMUSG00000054409","Tmem74","transmembrane protein 74",0.7376,0.9998,0.6472,-0.0232,-0.0232,-0.2949,0.771
"176",69069,69069,"ENSMUSG00000041707","Tmem273","transmembrane protein 273",0.8081,0.9998,0.7381,0.1214,0.1214,0.4592,0.6508
"177",327812,327812,"ENSMUSG00000085282","Gm15663","predicted gene 15663",0.5611,0.9998,0.4396,0.0014,0.0014,0.0166,0.9869
"178",240186,240186,"ENSMUSG00000050945","Zfp438","zinc finger protein 438",0.5941,0.9998,0.4772,0.0331,0.0331,0.2711,0.7889
