"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_166916_coefficient","contrast_166916_log2fc","contrast_166916_tstat","contrast_166916_pvalue","contrast_166917_coefficient","contrast_166917_log2fc","contrast_166917_tstat","contrast_166917_pvalue","contrast_166919_coefficient","contrast_166919_log2fc","contrast_166919_tstat","contrast_166919_pvalue"
"102",207495,207495,"ENSMUSG00000018126","Baiap2l2","BAI1-associated protein 2-like 2",3e-04,0.0583,0.0045,-0.2587,-0.2587,-2.3159,0.0295,-0.586,-0.586,-5.1819,2.694e-05,-0.3939,-0.3939,-3.0749,0.0052
"103",216860,216860,"ENSMUSG00000047284","Neurl4","neuralized E3 ubiquitin protein ligase 4",3e-04,0.0583,0.005,0.0271,0.0271,0.8612,0.3977,-0.0914,-0.0914,-2.962,0.0068,-0.0948,-0.0948,-2.6653,0.0136
"104",68477,68477,"ENSMUSG00000002222","Rmnd5a","required for meiotic nuclear division 5 homolog A",3e-04,0.0583,0.0045,0.0804,0.0804,2.2857,0.0315,0.176,0.176,5.1269,3.093e-05,0.0927,0.0927,2.3424,0.0279
"105",105244487,105244487,"","Gm19439","predicted gene, 19439",3e-04,0.059,0.0051,-0.6978,-0.6978,-4.9859,4.414e-05,-0.3983,-0.3983,-3.0089,0.0061,-0.1817,-0.1817,-1.223,0.2333
"106",14105,14105,"ENSMUSG00000028676","Srsf10","serine and arginine-rich splicing factor 10",3e-04,0.0597,0.0051,0.0446,0.0446,0.6958,0.4933,0.2547,0.2547,4.0809,4e-04,0.008,0.008,0.1101,0.9132
"107",226849,226849,"ENSMUSG00000026626","Ppp2r5a","protein phosphatase 2, regulatory subunit B', alpha",3e-04,0.0605,0.0052,0.1274,0.1274,3.7644,0.001,0.1469,0.1469,4.4371,2e-04,0.0329,0.0329,0.8613,0.3977
"108",18072,18072,"ENSMUSG00000048540","Nhlh2","nescient helix loop helix 2",3e-04,0.0605,0.0052,0.1274,0.1274,0.6741,0.5068,0.1802,0.1802,0.9756,0.3391,0.8428,0.8428,4.3356,2e-04
"109",320701,320701,"ENSMUSG00000046500","Tafa4","TAFA chemokine like family member 4",3e-04,0.0605,0.0053,-0.6811,-0.6811,-1.2321,0.2299,-0.4721,-0.4721,-0.8996,0.3773,1.3482,1.3482,2.7669,0.0108
"110",27801,27801,"ENSMUSG00000060166","Zdhhc8","zinc finger, DHHC domain containing 8",3e-04,0.0605,0.0053,0.0115,0.0115,0.2408,0.8118,-0.1799,-0.1799,-3.8337,8e-04,-0.0851,-0.0851,-1.5781,0.1278
"111",192231,192231,"ENSMUSG00000048878","Hexim1","hexamethylene bis-acetamide inducible 1",3e-04,0.061,0.0054,0.1255,0.1255,2.1335,0.0434,0.1826,0.1826,3.1762,0.0041,-0.0926,-0.0926,-1.3911,0.1771
"112",102635276,102635276,"","Gm32657","predicted gene, 32657",3e-04,0.061,0.0054,1.1908,1.1908,4.5372,1e-04,0.4625,0.4625,1.698,0.1026,0.5141,0.5141,1.6897,0.1042
"113",228151,228151,"ENSMUSG00000075217","Fads2b","fatty acid desaturase 2B",4e-04,0.0625,0.0056,-0.2457,-0.2457,-0.5668,0.5762,-0.8676,-0.8676,-1.9333,0.0652,1.0486,1.0486,2.5113,0.0192
"114",230848,230848,"ENSMUSG00000060862","Zbtb40","zinc finger and BTB domain containing 40",3e-04,0.0625,0.0056,0.0681,0.0681,0.579,0.5681,0.3504,0.3504,3.1052,0.0049,-0.2097,-0.2097,-1.5483,0.1347
"115",56527,56527,"ENSMUSG00000053693","Mast1","microtubule associated serine/threonine kinase 1",3e-04,0.0625,0.0055,0.0266,0.0266,0.613,0.5457,-0.1459,-0.1459,-3.4275,0.0022,-0.0025,-0.0025,-0.0503,0.9603
"116",56448,56448,"ENSMUSG00000061740","Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22",3e-04,0.0625,0.0055,-0.1376,-0.1376,-3.3962,0.0024,-0.202,-0.202,-5.0739,3.535e-05,-0.0896,-0.0896,-1.9745,0.06
"117",20524,20524,"ENSMUSG00000022404","Slc25a17","solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17",4e-04,0.0635,0.0057,-0.1739,-0.1739,-3.8194,8e-04,-0.1866,-0.1866,-4.182,3e-04,-0.0331,-0.0331,-0.6532,0.5199
"118",12952,12952,"ENSMUSG00000020038","Cry1","cryptochrome circadian regulator 1",4e-04,0.0643,0.0058,-0.285,-0.285,-4.3447,2e-04,-0.0462,-0.0462,-0.7345,0.4698,-0.1891,-0.1891,-2.59,0.0161
"119",66917,66917,"ENSMUSG00000001774","Chordc1","cysteine and histidine rich domain containing 1",4e-04,0.0643,0.0057,0.1479,0.1479,1.7656,0.0903,0.3814,0.3814,4.6802,9.56e-05,0.1152,0.1152,1.2236,0.2331
"120",232334,232334,"ENSMUSG00000030315","Vgll4","vestigial like family member 4",4e-04,0.0643,0.0059,0.123,0.123,2.2771,0.0321,0.1555,0.1555,2.944,0.0071,-0.0914,-0.0914,-1.4876,0.15
"121",21413,21413,"ENSMUSG00000053477","Tcf4","transcription factor 4",4e-04,0.0643,0.0061,0.2054,0.2054,4.5777,1e-04,0.1601,0.1601,3.6485,0.0013,0.0553,0.0553,1.0931,0.2853
"122",353211,353211,"ENSMUSG00000039126","Prune2","prune homolog 2",4e-04,0.0643,0.006,-0.055,-0.055,-1.0036,0.3257,-0.0816,-0.0816,-1.521,0.1414,0.1807,0.1807,2.9469,0.0071
"123",78593,78593,"ENSMUSG00000034825","Nrip3","nuclear receptor interacting protein 3",4e-04,0.0643,0.0059,-0.0759,-0.0759,-1.7732,0.089,-0.0539,-0.0539,-1.2891,0.2098,0.1308,0.1308,2.7235,0.0119
"124",241638,241638,"ENSMUSG00000037703","Lzts3","leucine zipper, putative tumor suppressor family member 3",4e-04,0.0643,0.006,0.1476,0.1476,3.2058,0.0038,0.0808,0.0808,1.7939,0.0855,-0.075,-0.075,-1.4421,0.1623
"125",22682,22682,"ENSMUSG00000024750","Zfand5","zinc finger, AN1-type domain 5",4e-04,0.0643,0.0058,-0.0585,-0.0585,-1.7466,0.0936,-0.0848,-0.0848,-2.5902,0.0161,0.0742,0.0742,1.9713,0.0604
"126",269643,269643,"ENSMUSG00000029120","Ppp2r2c","protein phosphatase 2, regulatory subunit B, gamma",4e-04,0.0647,0.0061,0.0704,0.0704,2.2831,0.0317,0.1188,0.1188,3.9474,6e-04,-0.0134,-0.0134,-0.3847,0.7039
"127",100504425,100504425,"ENSMUSG00000110218","Tincr","TINCR ubiquitin domain containing",4e-04,0.0658,0.0062,0.4526,0.4526,2.009,0.056,0.8522,0.8522,3.9484,6e-04,-0.0461,-0.0461,-0.1747,0.8628
"128",22321,22321,"ENSMUSG00000007029","Vars1","valyl-tRNA synthetase 1",4e-04,0.0659,0.0063,0.0185,0.0185,0.4177,0.6799,-0.1576,-0.1576,-3.6196,0.0014,-0.0799,-0.0799,-1.6017,0.1224
"129",14828,14828,"ENSMUSG00000026864","Hspa5","heat shock protein 5",4e-04,0.0659,0.0063,0.2059,0.2059,1.5329,0.1385,0.5001,0.5001,3.8217,8e-04,-0.0884,-0.0884,-0.5816,0.5663
"130",104175,104175,"ENSMUSG00000042978","Sbk1","SH3-binding kinase 1",4e-04,0.0659,0.0063,0.0404,0.0404,0.691,0.4963,0.1476,0.1476,2.5841,0.0163,-0.1417,-0.1417,-2.141,0.0427
"131",230796,230796,"ENSMUSG00000037622","Wdtc1","WD and tetratricopeptide repeats 1",4e-04,0.0659,0.0062,0.0668,0.0668,1.6516,0.1118,0.0089,0.0089,0.2242,0.8245,-0.1406,-0.1406,-3.0743,0.0052
"132",21754,21754,"ENSMUSG00000028458","Tesk1","testis specific protein kinase 1",4e-04,0.0671,0.0064,0.0031,0.0031,0.0855,0.9326,-0.1226,-0.1226,-3.4841,0.0019,-0.1183,-0.1183,-2.917,0.0076
"133",12696,12696,"ENSMUSG00000045193","Cirbp","cold inducible RNA binding protein",4e-04,0.0693,0.0064,-0.1494,-0.1494,-1.4741,0.1536,-0.4248,-0.4248,-4.2446,3e-04,-0.0181,-0.0181,-0.1597,0.8745
"134",12790,12790,"ENSMUSG00000026114","Cnga3","cyclic nucleotide gated channel alpha 3",5e-04,0.0694,0.0065,-1.8373,-1.8373,-4.8862,5.677e-05,-0.6446,-0.6446,-2.0454,0.052,-1.1994,-1.1994,-2.9926,0.0064
"135",56458,56458,"ENSMUSG00000044167","Foxo1","forkhead box O1",5e-04,0.0694,0.0065,0.0695,0.0695,1.721,0.0982,-0.0948,-0.0948,-2.3901,0.0251,0.0348,0.0348,0.7658,0.4513
"136",98170,98170,"ENSMUSG00000024736","Tmem132a","transmembrane protein 132A",5e-04,0.0695,0.0066,0.1649,0.1649,2.8901,0.0081,0.0153,0.0153,0.2732,0.7871,-0.1145,-0.1145,-1.773,0.089
"137",320299,320299,"ENSMUSG00000022837","Iqcb1","IQ calmodulin-binding motif containing 1",5e-04,0.0695,0.0066,-0.0579,-0.0579,-1.2206,0.2342,-0.1011,-0.1011,-2.17,0.0402,0.1249,0.1249,2.374,0.026
"138",353187,353187,"ENSMUSG00000021775","Nr1d2","nuclear receptor subfamily 1, group D, member 2",5e-04,0.0695,0.0067,-0.2167,-0.2167,-4.0978,4e-04,-0.102,-0.102,-1.9768,0.0598,0.0116,0.0116,0.1959,0.8463
"139",239319,239319,"ENSMUSG00000041849","Card6","caspase recruitment domain family, member 6",5e-04,0.0695,0.0067,-0.4725,-0.4725,-4.2967,3e-04,-0.0555,-0.0555,-0.5373,0.596,-0.1064,-0.1064,-0.8985,0.3779
"140",77116,77116,"ENSMUSG00000031918","Mtmr2","myotubularin related protein 2",5e-04,0.0708,0.0068,-0.1607,-0.1607,-3.8363,8e-04,-0.0837,-0.0837,-2.0472,0.0518,0.026,0.026,0.5548,0.5842
"141",13447,13447,"ENSMUSG00000020848","Doc2b","double C2, beta",5e-04,0.0713,0.0069,0.1772,0.1772,2.1267,0.044,0.3314,0.3314,4.0756,4e-04,-0.0082,-0.0082,-0.0869,0.9315
"142",105246306,105246306,"ENSMUSG00000117231","Gm41609","predicted gene, 41609",5e-04,0.0713,0.007,0.8493,0.8493,4.4993,2e-04,0.383,0.383,1.9921,0.058,0.2695,0.2695,1.2283,0.2314
"143",382056,382056,"ENSMUSG00000003575","Crtc1","CREB regulated transcription coactivator 1",5e-04,0.0713,0.0069,0.0874,0.0874,2.2486,0.0341,0.0336,0.0336,0.8826,0.3863,-0.1068,-0.1068,-2.4307,0.023
"144",109904,109904,"ENSMUSG00000031139","Mcf2","mcf.2 transforming sequence",5e-04,0.0713,0.0068,-0.0374,-0.0374,-0.2976,0.7686,-0.1101,-0.1101,-0.8881,0.3834,0.4367,0.4367,3.2931,0.0031
"145",107022,107022,"ENSMUSG00000001700","Gramd2b","GRAM domain containing 2B",5e-04,0.072,0.007,0.1546,0.1546,2.1428,0.0426,0.3023,0.3023,4.3136,2e-04,0.035,0.035,0.4305,0.6707
"146",207393,207393,"ENSMUSG00000043460","Elfn2","leucine rich repeat and fibronectin type III, extracellular 2",5e-04,0.072,0.0071,0.049,0.049,1.0947,0.2846,0.1009,0.1009,2.3078,0.03,-0.1152,-0.1152,-2.2786,0.032
"147",19289,19289,"ENSMUSG00000032394","Igdcc3","immunoglobulin superfamily, DCC subclass, member 3",5e-04,0.0723,0.0072,-0.5352,-0.5352,-4.8947,5.556e-05,-0.3938,-0.3938,-3.7353,0.001,-0.4004,-0.4004,-3.2888,0.0031
"148",216154,216154,"ENSMUSG00000013833","Med16","mediator complex subunit 16",5e-04,0.0723,0.0071,0.0785,0.0785,1.5198,0.1417,-0.1269,-0.1269,-2.495,0.0199,-0.0925,-0.0925,-1.5814,0.127
"149",105245076,105245076,"","Gm40578","predicted gene, 40578",5e-04,0.0724,0.0072,0.4777,0.4777,4.569,1e-04,0.4382,0.4382,4.2547,3e-04,0.2408,0.2408,2.0385,0.0528
"150",101359,101359,"ENSMUSG00000079654","Prrt4","proline-rich transmembrane protein 4",5e-04,0.0724,0.0074,-0.1057,-0.1057,-0.9706,0.3415,-0.4074,-0.4074,-3.7141,0.0011,0.0817,0.0817,0.6862,0.4992
"151",17703,17703,"ENSMUSG00000025469","Msx3","msh homeobox 3",5e-04,0.0724,0.0073,-1.4284,-1.4284,-4.078,4e-04,-1.5511,-1.5511,-4.499,2e-04,-0.7982,-0.7982,-2.1378,0.043
"152",414126,414126,"","G630018N14Rik","RIKEN cDNA G630018N14 gene",5e-04,0.0724,0.0073,-0.5018,-0.5018,-2.3934,0.0249,-0.3269,-0.3269,-1.6235,0.1177,0.4014,0.4014,1.9154,0.0675
"153",69671,69671,"ENSMUSG00000023153","Tmem52","transmembrane protein 52",6e-04,0.0727,0.0083,-1.0748,-1.0748,-4.7816,7.395e-05,-0.7443,-0.7443,-3.5419,0.0017,-0.4903,-0.4903,-2.0805,0.0484
"154",12879,12879,"ENSMUSG00000062563","Cys1","cystin 1",6e-04,0.0727,0.0076,0.0794,0.0794,0.7541,0.4582,0.3162,0.3162,3.1152,0.0047,-0.1632,-0.1632,-1.3535,0.1886
"155",75613,75613,"ENSMUSG00000002968","Med25","mediator complex subunit 25",5e-04,0.0727,0.0074,0.1019,0.1019,2.2003,0.0377,-0.0577,-0.0577,-1.2682,0.217,-0.1002,-0.1002,-1.9124,0.0679
"156",19155,19155,"ENSMUSG00000001441","Npepps","aminopeptidase puromycin sensitive",6e-04,0.0727,0.0082,0.159,0.159,4.6431,1e-04,0.1268,0.1268,3.7841,9e-04,0.0668,0.0668,1.7294,0.0967
"157",640524,640524,"ENSMUSG00000074899","Sptbn5","spectrin beta, non-erythrocytic 5",5e-04,0.0727,0.0075,-0.2099,-0.2099,-2.0347,0.0532,-0.5029,-0.5029,-4.8358,6.448e-05,-0.3434,-0.3434,-2.909,0.0077
"158",118449,118449,"ENSMUSG00000050315","Synpo2","synaptopodin 2",6e-04,0.0727,0.0078,-0.1957,-0.1957,-0.9802,0.3368,-0.0601,-0.0601,-0.3114,0.7582,0.6361,0.6361,3.1407,0.0045
"159",69513,69513,"ENSMUSG00000099759","1700030C10Rik","RIKEN cDNA 1700030C10 gene",6e-04,0.0727,0.0081,-0.6566,-0.6566,-2.2396,0.0347,-0.1891,-0.1891,-0.6939,0.4944,0.6382,0.6382,2.2801,0.0319
"160",14809,14809,"ENSMUSG00000003378","Grik5","glutamate receptor, ionotropic, kainate 5 (gamma 2)",6e-04,0.0727,0.0077,0.0357,0.0357,0.7977,0.433,-0.0715,-0.0715,-1.6318,0.1159,-0.1764,-0.1764,-3.4858,0.0019
"161",230654,230654,"ENSMUSG00000028703","Lrrc41","leucine rich repeat containing 41",6e-04,0.0727,0.0084,-0.0121,-0.0121,-0.3234,0.7492,-0.1473,-0.1473,-4.0082,5e-04,-0.063,-0.063,-1.4957,0.1479
"162",76580,76580,"ENSMUSG00000029060","Mib2","mindbomb E3 ubiquitin protein ligase 2",6e-04,0.0727,0.0075,0.1431,0.1431,2.999,0.0063,-0.0061,-0.0061,-0.1302,0.8975,-0.0728,-0.0728,-1.3473,0.1906
"163",218454,218454,"ENSMUSG00000045312","Lhfpl2","lipoma HMGIC fusion partner-like 2",6e-04,0.0727,0.0078,0.0927,0.0927,1.801,0.0844,0.226,0.226,4.5075,1e-04,0.0614,0.0614,1.0627,0.2986
"164",242667,242667,"ENSMUSG00000042388","Dlgap3","DLG associated protein 3",6e-04,0.0727,0.008,0.112,0.112,2.7179,0.0121,0.0073,0.0073,0.1813,0.8577,-0.0868,-0.0868,-1.8635,0.0748
"165",235631,235631,"ENSMUSG00000048752","Prss50","serine protease 50",6e-04,0.0727,0.0083,-0.5707,-0.5707,-2.8992,0.0079,-0.9236,-0.9236,-4.6048,1e-04,-0.2031,-0.2031,-0.9602,0.3466
"166",216795,216795,"ENSMUSG00000000126","Wnt9a","wingless-type MMTV integration site family, member 9A",6e-04,0.0727,0.008,-0.1921,-0.1921,-1.5936,0.1242,-0.508,-0.508,-4.1817,3e-04,-0.0055,-0.0055,-0.0415,0.9672
"167",17776,17776,"ENSMUSG00000003810","Mast2","microtubule associated serine/threonine kinase 2",6e-04,0.0727,0.0079,0.1159,0.1159,3.1742,0.0041,-0.011,-0.011,-0.307,0.7615,-0.0342,-0.0342,-0.8306,0.4145
"168",212933,212933,"ENSMUSG00000042251","Pm20d1","peptidase M20 domain containing 1",6e-04,0.0727,0.0079,-0.586,-0.586,-4.88,5.766e-05,-0.4116,-0.4116,-3.5734,0.0016,-0.4274,-0.4274,-3.2132,0.0037
"169",13688,13688,"ENSMUSG00000020091","Eif4ebp2","eukaryotic translation initiation factor 4E binding protein 2",6e-04,0.0727,0.0077,0.0163,0.0163,0.4434,0.6615,0.0922,0.0922,2.5759,0.0166,-0.0832,-0.0832,-2.0122,0.0557
"170",85030,85030,"ENSMUSG00000024793","Tnfrsf25","tumor necrosis factor receptor superfamily, member 25",6e-04,0.0727,0.0079,0.6154,0.6154,2.6155,0.0152,0.7548,0.7548,3.2851,0.0031,-0.2573,-0.2573,-0.8981,0.3781
"171",13823,13823,"ENSMUSG00000024044","Epb41l3","erythrocyte membrane protein band 4.1 like 3",6e-04,0.0727,0.0082,-0.036,-0.036,-0.7965,0.4336,-0.0206,-0.0206,-0.4667,0.645,0.172,0.172,3.3872,0.0025
"172",381668,381668,"ENSMUSG00000043323","Fbrsl1","fibrosin-like 1",6e-04,0.0727,0.0076,0.1953,0.1953,4.3515,2e-04,0.1165,0.1165,2.6485,0.0141,0.0242,0.0242,0.4769,0.6378
"173",58233,58233,"ENSMUSG00000032285","Dnaja4","DnaJ heat shock protein family (Hsp40) member A4",6e-04,0.0727,0.0081,0.1867,0.1867,3.2399,0.0035,0.212,0.212,3.7616,0.001,0.0013,0.0013,0.0197,0.9844
"174",20955,20955,"ENSMUSG00000051412","Vamp7","vesicle-associated membrane protein 7",6e-04,0.0731,0.0085,-0.0892,-0.0892,-1.8731,0.0734,0.0177,0.0177,0.3806,0.7068,0.1431,0.1431,2.7071,0.0124
"175",12919,12919,"ENSMUSG00000021680","Crhbp","corticotropin releasing hormone binding protein",6e-04,0.0731,0.0084,-0.2846,-0.2846,-4.3715,2e-04,-0.2899,-0.2899,-4.5481,1e-04,-0.2006,-0.2006,-2.7569,0.011
"176",233904,233904,"ENSMUSG00000042308","Setd1a","SET domain containing 1A",6e-04,0.0731,0.0086,0.0123,0.0123,0.323,0.7495,-0.1179,-0.1179,-3.1476,0.0044,-0.1206,-0.1206,-2.7986,0.01
"177",71946,71946,"ENSMUSG00000037419","Endod1","endonuclease domain containing 1",6e-04,0.0731,0.0086,-0.2271,-0.2271,-3.8576,8e-04,-0.2125,-0.2125,-3.6944,0.0011,-0.0332,-0.0332,-0.5021,0.6202
"178",105242931,105242931,"","Gm39003","predicted gene, 39003",6e-04,0.0731,0.0085,0.9986,0.9986,4.654,1e-04,0.4899,0.4899,2.2314,0.0353,0.6125,0.6125,2.5383,0.0181
"179",270685,270685,"ENSMUSG00000040675","Mthfd1l","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like",7e-04,0.0732,0.0092,-0.273,-0.273,-4.203,3e-04,-0.2939,-0.2939,-4.6183,1e-04,-0.202,-0.202,-2.7867,0.0103
"180",67603,67603,"ENSMUSG00000019960","Dusp6","dual specificity phosphatase 6",7e-04,0.0732,0.0091,0.2673,0.2673,2.5912,0.0161,0.3949,0.3949,3.9233,6e-04,-0.0044,-0.0044,-0.0375,0.9704
"181",18789,18789,"ENSMUSG00000021111","Papola","poly (A) polymerase alpha",7e-04,0.0732,0.0088,0.0724,0.0724,1.4569,0.1582,0.1912,0.1912,3.945,6e-04,-0.0052,-0.0052,-0.0927,0.9269
"182",330192,330192,"ENSMUSG00000066278","Vps37b","vacuolar protein sorting 37B",6e-04,0.0732,0.0087,0.1145,0.1145,2.4096,0.0241,0.0291,0.0291,0.622,0.5398,-0.1205,-0.1205,-2.2252,0.0358
"183",68971,68971,"ENSMUSG00000030316","Tamm41","TAM41 mitochondrial translocator assembly and maintenance homolog",6e-04,0.0732,0.0087,-0.2397,-0.2397,-3.1796,0.0041,-0.3541,-0.3541,-4.747,8.072e-05,-0.1341,-0.1341,-1.6038,0.1219
"184",11790,11790,"ENSMUSG00000026207","Speg","SPEG complex locus",7e-04,0.0732,0.009,0.0976,0.0976,2.6197,0.0151,0.0243,0.0243,0.6649,0.5125,-0.0834,-0.0834,-1.9809,0.0593
"185",211652,211652,"ENSMUSG00000018849","Wwc1","WW, C2 and coiled-coil domain containing 1",7e-04,0.0732,0.0091,0.0726,0.0726,1.6741,0.1072,0.0971,0.0971,2.2924,0.031,-0.0989,-0.0989,-2.0198,0.0548
"186",72392,72392,"ENSMUSG00000013495","Tmem175","transmembrane protein 175",7e-04,0.0732,0.0089,0.1023,0.1023,2.1668,0.0405,-0.0836,-0.0836,-1.7866,0.0868,0.0676,0.0676,1.2743,0.2149
"187",268480,268480,"ENSMUSG00000038020","Rapgefl1","Rap guanine nucleotide exchange factor (GEF)-like 1",6e-04,0.0732,0.0088,0.1268,0.1268,3.0742,0.0052,0.1064,0.1064,2.6384,0.0145,-0.0459,-0.0459,-0.9855,0.3343
"188",14239,14239,"ENSMUSG00000074676","Foxs1","forkhead box S1",7e-04,0.0732,0.009,1.4945,1.4945,4.2422,3e-04,1.4101,1.4101,4.0299,5e-04,0.6416,0.6416,1.5795,0.1274
"189",14254,14254,"ENSMUSG00000029648","Flt1","FMS-like tyrosine kinase 1",7e-04,0.0732,0.0089,0.211,0.211,2.3832,0.0255,0.4154,0.4154,4.8158,6.783e-05,0.2265,0.2265,2.2788,0.032
"190",269881,269881,"ENSMUSG00000040390","Map3k10","mitogen-activated protein kinase kinase kinase 10",7e-04,0.0757,0.0094,0.044,0.044,1.1967,0.2432,-0.0391,-0.0391,-1.088,0.2875,-0.132,-0.132,-3.1795,0.0041
"191",56320,56320,"ENSMUSG00000034675","Dbn1","drebrin 1",7e-04,0.0757,0.0095,0.1881,0.1881,3.1415,0.0045,0.1078,0.1078,1.8385,0.0785,-0.0832,-0.0832,-1.2285,0.2313
"192",80893,80893,"ENSMUSG00000032268","Tmprss5","transmembrane protease, serine 5 (spinesin)",7e-04,0.0757,0.0094,-0.1611,-0.1611,-1.0616,0.2991,-0.4497,-0.4497,-2.9393,0.0072,0.2473,0.2473,1.5314,0.1389
"193",229759,229759,"ENSMUSG00000027965","Olfm3","olfactomedin 3",7e-04,0.0757,0.0095,-0.0332,-0.0332,-0.3924,0.6983,0.0345,0.0345,0.4176,0.68,0.3432,0.3432,3.7094,0.0011
"194",217335,217335,"ENSMUSG00000020776","Fbf1","Fas binding factor 1",7e-04,0.0757,0.0094,0.1089,0.1089,2.4886,0.0202,0.0477,0.0477,1.1119,0.2773,-0.101,-0.101,-2.037,0.0529
"195",212539,212539,"ENSMUSG00000010529","Gm266","predicted gene 266",7e-04,0.0757,0.0093,0.4577,0.4577,3.8133,9e-04,0.4107,0.4107,3.4652,0.002,0.0502,0.0502,0.3619,0.7207
"196",66705,66705,"ENSMUSG00000024136","Dnase1l2","deoxyribonuclease 1-like 2",7e-04,0.0757,0.0092,0.4903,0.4903,2.846,0.009,0.5077,0.5077,2.9953,0.0063,-0.1889,-0.1889,-0.9179,0.3679
"197",58222,58222,"ENSMUSG00000020732","Rab37","RAB37, member RAS oncogene family",7e-04,0.0757,0.0093,-0.4601,-0.4601,-1.2901,0.2094,-0.2802,-0.2802,-0.8183,0.4213,0.9058,0.9058,2.6549,0.0139
"198",74237,74237,"ENSMUSG00000025474","Tubgcp2","tubulin, gamma complex component 2",7e-04,0.0757,0.0096,-0.0234,-0.0234,-0.4839,0.6329,-0.1803,-0.1803,-3.7854,9e-04,-0.0049,-0.0049,-0.0899,0.9291
"199",71853,71853,"ENSMUSG00000020571","Pdia6","protein disulfide isomerase associated 6",7e-04,0.0765,0.0096,0.2421,0.2421,2.4675,0.0212,0.381,0.381,3.9797,6e-04,0.006,0.006,0.0542,0.9572
"200",60510,60510,"ENSMUSG00000062542","Syt9","synaptotagmin IX",7e-04,0.0767,0.0097,-0.1597,-0.1597,-0.7262,0.4748,-0.2403,-0.2403,-1.109,0.2785,0.6456,0.6456,2.8614,0.0087
"201",72397,72397,"ENSMUSG00000046667","Rbm12b1","RNA binding motif protein 12 B1",8e-04,0.0767,0.0098,0.2894,0.2894,3.165,0.0042,0.4014,0.4014,4.5073,1e-04,0.1352,0.1352,1.3116,0.2022
"202",105247100,105247100,"","Gm42259","predicted gene, 42259",7e-04,0.0767,0.0097,0.4991,0.4991,3.8863,7e-04,0.3813,0.3813,2.9919,0.0064,0.0242,0.0242,0.162,0.8727
"203",114893,114893,"ENSMUSG00000027708","Dcun1d1","defective in cullin neddylation 1 domain containing 1",8e-04,0.0774,0.0099,-0.0167,-0.0167,-0.5008,0.6211,0.0134,0.0134,0.41,0.6855,0.1372,0.1372,3.6746,0.0012
"204",108097,108097,"ENSMUSG00000038205","Prkab2","protein kinase, AMP-activated, beta 2 non-catalytic subunit",8e-04,0.0774,0.0099,0.0415,0.0415,0.6036,0.5518,0.2531,0.2531,3.7877,9e-04,0.014,0.014,0.1806,0.8582
"205",71990,71990,"ENSMUSG00000029599","Ddx54","DEAD box helicase 54",8e-04,0.0774,0.0098,0.0578,0.0578,1.6609,0.1099,-0.0415,-0.0415,-1.2148,0.2364,-0.1021,-0.1021,-2.5933,0.016
"206",70086,70086,"ENSMUSG00000033470","Cysltr2","cysteinyl leukotriene receptor 2",8e-04,0.0783,0.01,0.8449,0.8449,2.0729,0.0492,1.6427,1.6427,4.2854,3e-04,0.7578,0.7578,1.6822,0.1056
"207",98496,98496,"ENSMUSG00000045658","Pid1","phosphotyrosine interaction domain containing 1",8e-04,0.0787,0.0101,0.0532,0.0532,1.1046,0.2804,0.1881,0.1881,4.0099,5e-04,0.0202,0.0202,0.3736,0.712
"208",22032,22032,"ENSMUSG00000017386","Traf4","TNF receptor associated factor 4",8e-04,0.0787,0.0102,0.0936,0.0936,1.4333,0.1648,0.0698,0.0698,1.0881,0.2875,-0.2112,-0.2112,-2.8027,0.0099
"209",216760,216760,"ENSMUSG00000020522","Mfap3","microfibrillar-associated protein 3",8e-04,0.0787,0.0101,0.0742,0.0742,1.258,0.2206,0.1776,0.1776,3.0859,0.0051,-0.0864,-0.0864,-1.2908,0.2092
"210",78255,78255,"ENSMUSG00000026594","Ralgps2","Ral GEF with PH domain and SH3 binding motif 2",8e-04,0.0787,0.01,-0.0128,-0.0128,-0.23,0.82,0.1848,0.1848,3.4038,0.0024,0.0107,0.0107,0.1704,0.8661
"211",207181,207181,"ENSMUSG00000039607","Rbms3","RNA binding motif, single stranded interacting protein",8e-04,0.0791,0.0103,-0.1562,-0.1562,-2.9584,0.0069,-0.0761,-0.0761,-1.4774,0.1527,0.085,0.085,1.4505,0.16
"212",55946,55946,"ENSMUSG00000021824","Ap3m1","adaptor-related protein complex 3, mu 1 subunit",8e-04,0.0791,0.0102,-0.0514,-0.0514,-1.5316,0.1388,0.0652,0.0652,1.9923,0.0579,0.0793,0.0793,2.1114,0.0454
"213",75219,75219,"ENSMUSG00000047205","Dusp18","dual specificity phosphatase 18",8e-04,0.0793,0.0103,0.1636,0.1636,3.3054,0.003,0.1581,0.1581,3.2625,0.0033,-0.0137,-0.0137,-0.2447,0.8088
"214",116870,116870,"ENSMUSG00000021144","Mta1","metastasis associated 1",8e-04,0.0799,0.0104,0.0898,0.0898,2.6584,0.0138,0.0039,0.0039,0.1182,0.9069,-0.0676,-0.0676,-1.7705,0.0895
