"","GSE30880_enriched environment"
"100008567",0.5699
"100009600",0.7223
"100009609",-0.2142
"100009614",0.0722
"100012",0.9715
"100015211",1.648
"100017",1.3307
"100019",-0.9786
"100033459",1.2556
"100034251",1.4655
"100034360",0.9859
"100034726",-0.05415
"100036518",0.638
"100036520",1.0423
"100036523",3.4311
"100036526",1.2855
"100036533",1.122
"100036537",1.7022
"100036538",1.6706
"100036539",0.5449
"100036544",-0.7425
"100036768",0.5491
"100037258",2.2908
"100037260",1.4917
"100037262",-1.7842
"100037278",-0.2563
"100037396",1.4509
"100037413",0.9465
"100038347",0.2266
"100038349",0.3775
"100038352",1.0023
"100038353",-0.3307
"100038354",0.4312
"100038355",0.2452
"100038356",0.8891
"100038357",2.4605
"100038358",0.4404
"100038367",1.5252
"100038371",-0.5473
"100038374",1.9029
"100038375",0.5942
"100038376",1.0874
"100038378",0.6107
"100038380",2.7856
"100038381",-1.3066
"100038382",0.7972
"100038383",0.8307
"100038384",1.9527
"100038388",-0.0419
"100038394",2.5392
"100038395",-0.4443
"100038397",0.604
"100038405",-0.9685
"100038410",-0.1318
"100038411",0.0865
"100038412",1.85
"100038417",1.5697
"100038418",3.3876
"100038428",1.7815
"100038429",2.0711
"100038431",1.8704
"100038433",2.4066
"100038436",1.516
"100038437",0.6031
"100038439",1.9185
"100038440",1.8818
"100038447",0.7388
"100038453",0.034
"100038454",1.3269
"100038460",5.2941
"100038464",1.0694
"100038465",-0.2926
"100038467",1.6996
"100038468",2.142
"100038474",2.6819
"100038476",-0.9009
"100038479",1.5175
"100038485",1.9103
"100038487",-0.1358
"100038489",0.2912
"100038493",1.5891
"100038494",1.0042
"100038496",2.2036
"100038497",0.222
"100038504",2.7229
"100038506",3.0511
"100038509",2.3061
"100038512",2.3317
"100038513",1.8254
"100038516",-0.2046
"100038522",4.4881
"100038525",2.4196
"100038526",-1.633
"100038528",2.8771
"100038543",2.3716
"100038545",0.8704
"100038552",1.3277
"100038554",5.0387
"100038555",1.5595
"100038556",0.1865
"100038557",1.6948
"100038558",0.5872
"100038560",-0.1561
"100038561",2.0475
"100038564",-0.8098
"100038566",0.75205
"100038569",-0.0541
"100038570",-0.3762
"100038571",3.2697
"100038572",1.3697
"100038574",-0.0151
"100038575",-0.6533
"100038577",-0.1573
"100038578",0.0393
"100038582",0.4286
"100038584",1.8204
"100038589",-1.3149
"100038590",-0.3259
"100038591",-1.0944
"100038592",2.3753
"100038594",0.0799
"100038595",-1.0615
"100038599",2.0569
"100038600",1.1111
"100038601",1.7443
"100038602",1.5089
"100038607",1.8684
"100038608",1.1334
"100038609",-0.2502
"100038610",1.4883
"100038614",1.9449
"100038617",1.5812
"100038618",1.6457
"100038623",0.8812
"100038626",0.5339
"100038627",0.5531
"100038628",1.2143
"100038629",0.9914
"100038631",3.1938
"100038634",1.7742
"100038636",1.2468
"100038638",1.3796
"100038639",0.1537
"100038645",-0.2651
"100038646",-0.404
"100038648",-1.0358
"100038649",0.745
"100038653",1.1292
"100038654",0.6635
"100038657",2.597
"100038659",2.0391
"100038666",4.6804
"100038667",0.3359
"100038668",2.7665
"100038671",0.9714
"100038672",1.9846
"100038682",0.3301
"100038683",1.8748
"100038687",1.7298
"100038689",1.7592
"100038690",2.1899
"100038691",1.7361
"100038692",0.5185
"100038693",-0.0825
"100038697",1.2198
"100038699",-1.7777
"100038700",0.5379
"100038708",0.2483
"100038709",1.8135
"100038711",0.2053
"100038712",0.2369
"100038713",0.7293
"100038714",1.5719
"100038718",1.0203
"100038720",3.8487
"100038723",-2.1307
"100038725",-0.109
"100038726",2.1367
"100038727",0.7786
"100038728",0.0813
"100038732",3.1039
"100038734",-0.6793
"100038735",0.5029
"100038737",-0.5167
"100038743",-0.5838
"100038746",-0.318
"100038750",2.7297
"100038752",1.3821
"100038753",1.5013
"100038755",0.108
"100038759",2.5229
"100038761",1.6818
"100038850",1.8484
"100038854",-0.1928
"100038862",0.3171
"100038882",1.1125
"100038941",1.7658
"100039062",-0.0741
"100039139",0.1982
"100039225",1.3658
"100039265",-0.0182
"100039355",-1.0625
"100039359",2.3152
"100039596",2.5404
"100039641",0.745
"100039672",-0.0811
"100039681",-1.5914
"100039691",0.8917
"100039781",2.5096
"100039795",-0.315
"100039801",0.8213
"100039901",0.1846
"100039946",3.7835
"100039968",0.3303
"100040049",0.9853
"100040201",0.2297
"100040214",-1.0607
"100040249",3.3007
"100040268",2.7887
"100040322",-0.0148
"100040447",3.9701
"100040591",-0.033
"100040608",1.2225
"100040766",0.5641
"100040822",1.8563
"100040846",1.0508
"100040851",-0.6484
"100040882",1.2999
"100040999",2.285
"100041085",0.2933
"100041194",0.75855
"100041413",2.0627
"100041480",0.2865
"100041581",-2.3659
"100041585",-0.6457
"100042056",2.043
"100042150",0.5345
"100042165",0.3125
"100042332",2.3068
"100042416",1.6572
"100042444",1.47093333333333
"100042605",0.4262
"100042636",-1.214
"100042679",2.3695
"100042784",-1.5558
"100042785",1.175
"100042814",3.2369
"100042855",1.0649
"100042891",-0.9445
"100042948",1.5042
"100043040",-0.5647
"100043057",1.7716
"100043065",0.0969
"100043133",0.6435
"100043254",-0.476
"100043270",1.14386
"100043272",-0.0182
"100043314",0.2628
"100043315",1.8182
"100043335",-0.8898
"100043424",0.7745
"100043580",0.3273
"100043582",3.4038
"100043609",1.4636
"100043682",4.1781
"100043757",-1.1374
"100043772",1.4628
"100043861",1.5333
"100043899",1.9593
"100043902",2.2791
"100043911",-0.8351
"100045778",1.7284
"100045792",0.842053846153846
"100048534",-0.49158
"100048658",1.4474
"100048894",3.4715
"100048895",1.6733
"100048897",1.917
"100048917",1.0287
"100048926",2.5137
"100049077",-1.8153
"100049162",2.6115
"100049165",1.3339
"100049166",0.9689
"100049168",1.8691
"100049549",2.3608
"100049562",1.6598
"100049566",0.655
"100049568",0.8955
"100061",-0.8314
"100066",0.4475
"100072",-2.12845
"100087",-0.7365
"100088",0.4833
"100090",-0.1413
"100093700",0.8727
"100101457",0.5267
"100101919",-0.3351
"100102",0.4608
"100121",1.2019
"100124452",2.1045
"100124467",-0.4444
"100124468",0.2093
"100124470",1.5873
"100124476",-0.2031
"100124481",0.3245
"100124494",-2.6474
"100125339",-0.035
"100125931",-1.3101
"100126034",0.4774
"100126244",1.0585
"100126357",1.1241
"100126795",1.8914
"100126875",-0.2694
"100126880",1.0032
"100127111",-0.6896
"100129",-1.0844
"100134986",1.0487
"100134990",-1.5337
"100137011",0.0698
"100141474",0.3761
"100151693",2.9086
"100155",1.7609
"100163",-1.1985
"100165",2.9312
"100169",-1.5903
"100174921",0.0195
"100177",0.3047
"100182",1.4306
"100191037",3.6611
"100198",1.1043
"100201",0.5228
"100206",0.3116
"100210",0.0388
"100213",-0.7939
"100216530",-0.9845
"100216533",-0.1863
"100216534",-0.9153
"100216537",-0.5283
"100216540",0.51375
"100217416",-0.0457
"100217418",-0.04
"100217419",0.5083
"100217424",0.0189
"100217426",0.3922
"100217427",-0.4911
"100217428",0.508
"100217440",2.81426666666667
"100217442",-0.1759
"100217445",1.3545
"100217446",-0.0682
"100217448",0.0777
"100217451",1.25645
"100217453",-0.74035
"100217454",-2.0267
"100217455",0.2993
"100217456",-1.0938
"100217457",-3.57705
"100217460",0.6354
"100217464",1.3252
"100217466",0.9404
"100217467",-1.3586
"100226",1.5414
"100233207",0.6104
"100233208",-0.1468
"100270707",1.1613
"100273",0.8852
"100294583",2.5781
"100302498",0.2085
"100302499",-1.5028
"100302565",-0.3451
"100302592",-2.0504
"100302594",2.9031
"100302730",-0.3192
"100303731",0.1569
"100303733",-1.3725
"100303738",1.8141
"100303740",0.13765
"100303741",-0.2335
"100303746",-4e-04
"100303747",-0.8028
"100303751",0.1748
"100306874",1.7943
"100306955",2.273
"100306959",0.971
"100310813",0.0129
"100312484",0.8633
"100312987",1.6434
"100313512",1.7839
"100313944",2.0039
"100313945",0.7797
"100315693",1.4614
"100316706",3.2256
"100316717",-0.9372
"100316736",-0.0643
"100316932",-2.1215
"100317",-0.1169
"100322896",1.3892
"100328574",1.3117
"100336",-0.1031
"100340",0.6561
"100342",3.1297
"100379095",1.7426
"100379143",1.4022
"100379145",0.4509
"100379259",-0.7445
"100379660",1.5202
"100379665",0.8131
"100383",-0.523
"100415785",0.5736
"100415913",-1.3696
"100416706",-0.1266
"100417514",0.3088
"100417675",2.0073
"100434",-1.7659
"100465",1.7493
"100470",2.7806
"100494",-0.8474
"100502590",2.934
"100502698",-0.6042
"100502700",1.0525
"100502723",8e-04
"100502739",1.1222
"100502766",2.5621
"100502829",0.0268
"100502841",-1.1053
"100502846",-0.9029
"100502861",0.4735
"100502876",1.1238
"100502936",1.2836
"100502942",2.4117
"100503003",-1.2095
"100503019",-1.6208
"100503041",1.77895
