"","GSE111271_enriched environment"
"11287",0.634327734603493
"11298",0.229251619093308
"11302",0.0630878197933197
"11303",0.109227871939736
"11304",0.211365211365211
"11305",0.0835971106241376
"11306",0.0773400795084929
"11307",0.0676598386095593
"11308",0.0581647811678665
"11350",0.0583235255655813
"11352",0.0765582371458552
"11363",0.0693402328589909
"11364",0.0661505981703026
"11370",0.0622174953469822
"11409",0.102625298329356
"11416",0.077692993756813
"11418",0.060271397521001
"11419",0.0932457848021909
"11421",0.183937167468964
"11423",0.109536082474227
"11426",0.113658070678128
"11428",0.0618867924528302
"11429",0.045258320568166
"11430",0.0522751322751323
"11431",0.0586578789694428
"11432",0.0624076809453471
"11433",0.32714515421722
"11434",0.200247831474597
"11435",0.177190213101815
"11438",0.180936435540673
"11440",0.593737208350389
"11441",0.15008499959524
"11443",0.193374523465229
"11444",0.0780669144981413
"11448",0.569202602158077
"11450",0.70343137254902
"11459",0.137202625102543
"11461",0.0672131147540984
"11465",0.0695275808085459
"11468",0.767149758454106
"11472",0.203978779840849
"11474",0.252704688126085
"11475",0.280317664734922
"11477",0.102786295160645
"11479",0.0574040219378428
"11480",0.0831612849946321
"11481",0.0891579040381727
"11482",0.17873382301504
"11484",0.21770119090581
"11486",0.283774834437086
"11487",0.0505188421627526
"11488",0.108843537414966
"11489",0.163294947608673
"11490",0.0864864864864865
"11491",0.0733532934131736
"11492",0.12228484579824
"11496",0.0762331838565022
"11497",0.535255967986753
"11498",0.3208680725846
"11499",0.489846153846154
"11501",0.235622672734795
"11502",0.0604940213971051
"11504",0.158062867365193
"11512",0.0836772983114446
"11513",0.132009752699408
"11514",0.16248718653899
"11515",0.102858176555716
"11516",0.339495592556317
"11517",0.0786279683377309
"11518",0.041850969717591
"11519",0.0927572401601414
"11520",0.114741723282649
"11522",0.601876321353066
"11529",0.56009988271348
"11532",0.0650925335035099
"11534",0.0701091519731318
"11535",0.33306255077173
"11536",0.297860817763336
"11538",0.261340826977118
"11539",0.0487138359175429
"11540",0.212317114664852
"11541",0.180416005640754
"11542",0.184269662921348
"11544",0.095469898668786
"11545",0.0983630678683097
"11546",0.0670696452036794
"11548",0.18142382031137
"11549",0.134379921759894
"11550",0.149546476471044
"11551",0.163983231058995
"11552",0.686060198419371
"11553",0.0850995504174695
"11554",0.11604626299932
"11555",0.178370786516854
"11556",0.27200163733115
"11564",0.0618195956454121
"11565",0.157099697885196
"11566",0.0571895424836601
"11567",0.388923076923077
"11568",0.262881276396058
"11569",0.0554518502251016
"11576",0.573663090655966
"11593",0.121413872412541
"11595",0.132909224369954
"11596",0.40654694446866
"11600",0.13350484678642
"11601",0.245628642797669
"11602",0.751301684532925
"11603",0.055042735042735
"11604",0.286089238845144
"11605",0.0810302416437563
"11606",0.236921057566098
"11607",0.455762392804853
"11608",0.624808033077377
"11609",0.332794830371567
"11610",0.137889325672815
"11615",0.131307723196359
"11622",0.116993801652893
"11624",0.189836522620707
"11629",0.149183256763655
"11630",0.184039762529339
"11632",0.0794891555653418
"11634",0.304606380970361
"11636",0.0735202974899287
"11637",0.0555555555555556
"11639",0.121871223890903
"11640",0.0705310093230644
"11642",0.481785063752277
"11647",0.230002121790791
"11651",0.0580366774541532
"11652",0.131914893617021
"11655",0.0797936371453138
"11656",0.476973684210526
"11657",0.846419798016559
"11658",0.0836391107273905
"11666",0.0824825986078886
"11668",0.164826956593908
"11669",0.0674556213017752
"11670",0.362873447465592
"11671",0.0628173913043478
"11676",0.0916853652455747
"11677",0.0680034873583261
"11682",0.170248630425622
"11684",0.281427556818182
"11685",0.787326857348444
"11686",0.212393538913363
"11687",0.148600770218228
"11688",0.0997942386831276
"11689",0.196584401418053
"11690",0.159420289855072
"11692",0.105391823984789
"11694",0.639703612225996
"11695",0.293084522502744
"11702",0.0625
"11705",0.266060155959896
"11717",0.0988310308182784
"11720",0.827086063783311
"11722",0.101851851851852
"11727",0.152382645803698
"11732",0.0448993550908736
"11733",0.12375481268716
"11735",0.125676383312969
"11736",0.0691094619666048
"11737",0.0758842443729904
"11739",0.0643869891576314
"11740",0.0724020442930153
"11744",0.129559291738815
"11745",0.0943396226415094
"11746",0.128525657860182
"11747",0.0824032089291943
"11749",0.0828313253012048
"11750",0.0785533058056813
"11752",0.564095950477173
"11754",0.350524737631184
"11757",0.0796324655436447
"11758",0.0937259923175416
"11761",0.108235923976086
"11764",0.0655238805043165
"11765",0.0584940883634101
"11766",0.115692267672498
"11767",0.0605291772381298
"11768",0.649831325301205
"11769",0.107703032415476
"11770",0.612136594370097
"11771",0.0697193500738552
"11772",0.0903954802259887
"11773",0.0684025625129159
"11774",0.0880398671096345
"11775",0.0796198000246883
"11776",0.0657971014492754
"11777",0.0817941952506596
"11778",0.0522558922558923
"11781",0.0779527559055118
"11782",0.087821043910522
"11783",0.124726955002184
"11784",0.0690578158458244
"11785",0.0619244312026002
"11787",0.0766342756183746
"11789",0.113963681903569
"11790",0.0497830279652845
"11792",0.0888429752066116
"11793",0.0678912182774064
"11796",0.138479809976247
"11797",0.0522875816993464
"11798",0.0937849496724716
"11799",0.263414634146341
"11800",0.0482620198886963
"11803",0.0758855585831063
"11804",0.0677069558317905
"11806",0.330945492951279
"11807",0.281454697898653
"11810",0.187339606501283
"11811",0.341461251995035
"11812",0.330289672544081
"11814",0.579520697167756
"11815",0.145592547869588
"11816",0.0793685277717431
"11818",0.336357411845259
"11819",0.334791600381801
